反復回数,回転角度θ（度）,スケールs,目的関数値J,勾配ノルム,∂J/∂θ,∂J/∂s
125,0.7456958688353272,1.017809874048803,885256.0,30629934158.708576,-3400434895.932687,-30440596398.3189
126,0.7514288309676685,1.0179510743357347,884945.0,30622822646.230125,-3400812518.426626,-30433398447.051186
127,0.7571785516183911,1.0180919362622265,885908.5,30562891611.578102,-3415571698.3011165,-30371437464.08516
128,0.7629543231906637,1.0182327000671851,886405.5,30552917202.798622,-3436527241.424069,-30359035395.084908
129,0.7687333189611343,1.0183734844422148,885795.5,30559586859.993317,-3437189997.528701,-30365672625.0937
130,0.7745770226494133,1.0185131836159893,885557.5,30332870347.458717,-3481163029.790107,-30132449742.358532
131,0.7804243064383941,1.0186523892905712,885325.0,30242761634.69454,-3480251596.2697034,-30041845484.5839
132,0.7862436133316011,1.0187930528383908,885928.5,30573084394.001507,-3452411848.824111,-30377530212.129448
133,0.7920556803312534,1.0189340452470008,886280.5,30651548589.85422,-3441767468.255883,-30457702928.00575
134,0.7979095225036488,1.0190752024993799,887094.5,30682317727.09298,-3453811055.286272,-30487305723.86918
135,0.8038245460275241,1.0192161144524958,886956.0,30638713054.86141,-3499133247.032093,-30438245747.37594
136,0.8097730438309416,1.01935767575541,886176.0,30716322417.447666,-3502227366.8122125,-30516010000.0598
137,0.8157549471084583,1.0194996212601497,885719.5,30738154779.54854,-3522177455.7317615,-30535691006.129494
138,0.8217062587423124,1.0196412717938328,885081.5,30692179677.475796,-3499862349.96052,-30491980206.044132
139,0.8276975045583614,1.0197837802219643,884119.0,30834977405.26256,-3533082864.6067057,-30631897705.739277
140,0.8337392469094979,1.019926463157205,884948.5,30850722736.680527,-3575799336.2101464,-30642792830.985493
141,0.8397891495609588,1.020069233295845,885099.0,30860606916.137745,-3581770244.368985,-30652046932.446808
142,0.8458654886284244,1.0202118820125845,885410.5,30833753398.64681,-3584250633.197546,-30624720342.3474
143,0.851918094302114,1.0203546479020023,884890.0,30829095939.630764,-3563718121.518443,-30622427558.985573
144,0.8579924000125884,1.0204974820163242,884810.0,30841533120.517517,-3581254667.950184,-30632903555.282906
145,0.8641003406240404,1.0206401744445324,885761.0,30812945613.618935,-3596314606.5249534,-30602355115.88501
146,0.8702541932420579,1.0207828852655874,885973.0,30802803811.774315,-3605853878.7008853,-30591020585.65742
147,0.8763941334257619,1.0209254419217766,885107.0,30768460443.55087,-3603427388.6696577,-30556725431.9068
148,0.8824768406873014,1.0210678006356535,885326.0,30719041583.053658,-3566367880.1355195,-30511318161.0516
149,0.8885437762705581,1.0212112161453146,885888.0,30936209303.33982,-3536176964.301243,-30733442673.04258
150,0.8945784209322066,1.0213545679629925,886314.5,30917689894.798283,-3514519410.970446,-30717286692.363045
151,0.9006955111881823,1.0214972805927083,886331.5,30775207425.632427,-3576328204.3587704,-30566701959.24659
152,0.9067857884487209,1.0216398417066872,887126.0,30730820787.166084,-3550168715.308243,-30525065902.398407
153,0.9128846355779731,1.0217822980973432,887698.0,30720412964.35811,-3560803239.200315,-30513348767.259262
154,0.9189432593850146,1.0219247556476938,886836.0,30721742753.372097,-3520886877.6497602,-30519319019.256714
155,0.9250048747115095,1.0220665292034419,885684.5,30589585275.882767,-3487698157.5196624,-30390108405.7385
156,0.9310728931418808,1.0222084304543835,884690.0,30621953965.812183,-3495307424.8268485,-30421816032.089058
157,0.9372193086202611,1.022350415199947,885534.5,30631750546.026726,-3538415304.974195,-30426694836.00762
158,0.9433890583247422,1.0224921963586282,885714.0,30626225999.164253,-3562109499.5742316,-30418367721.903282
159,0.9496578257749304,1.0226339282695303,885228.0,30624469874.03957,-3625808214.1478243,-30409072163.75033
160,0.9559549148744308,1.0227751963504792,884668.5,30584174262.618847,-3637915282.6211853,-30367042788.56781
161,0.9622329338442662,1.022916171964354,884358.0,30528154979.707973,-3628007165.7240906,-30311809752.4797
162,0.9684923643741955,1.0230570793750058,883752.0,30507948158.410168,-3609458835.749017,-30293674385.08039
163,0.9748018441525194,1.0231980037155843,882689.0,30501363870.263268,-3640073260.2742314,-30283379345.87284
164,0.9810778257438271,1.0233389459525029,882517.0,30519370263.2083,-3621776419.035634,-30303707641.694942
165,0.9872835207205446,1.0234797182293964,882631.0,30513944655.79946,-3577552203.5674458,-30303497136.2703
166,0.9934535057126359,1.023620143901,882724.0,30441408318.95097,-3553526451.3996053,-30233289437.312317
167,0.9996556313633574,1.0237605575393056,882916.5,30427408183.104477,-3563632504.871235,-30218002781.64456
168,1.0059025377687953,1.0239006728663003,882443.5,30349502394.625797,-3584840771.594029,-30137040535.58866
169,1.0121878731252243,1.0240406811080467,881707.5,30325697560.519154,-3614938298.510989,-30109469500.973206
170,1.0184647063929322,1.0241803203164206,881030.5,30256525420.15355,-3615332656.808282,-30039752000.99051
171,1.024728905483031,1.0243198511361415,881380.5,30227199895.805634,-3601512185.433779,-30011876374.514874
172,1.0309997309983643,1.024459441107275,881832.5,30248276549.30709,-3603529834.05463,-30032862116.995102
173,1.0372498369018988,1.0245991178518543,881577.5,30269259839.820374,-3585250298.429947,-30056181919.002464
174,1.0434817481256677,1.0247386800795233,882454.5,30234567752.762707,-3571495511.3561563,-30022883056.241642
175,1.0496032708687109,1.0248783273466404,881598.0,30255934439.71123,-3495257695.2599826,-30053364910.835358
176,1.0557000991212087,1.025017927245181,881264.5,30244854761.71618,-3482791927.7213306,-30043658231.73844
177,1.061805012517847,1.025157310476783,881642.5,30187099226.0384,-3488437867.182293,-29984858861.256905
178,1.068032699647034,1.0252968719432773,882916.5,30215886803.62419,-3568991864.3110647,-30004368222.009144
179,1.0742623428156512,1.0254365074096923,882441.0,30244496265.987988,-3578940041.9203377,-30031995314.326027
180,1.0802786947270884,1.0255760732881563,882931.5,30230330741.54413,-3434544231.0197697,-30034593432.712166
181,1.086289107079627,1.0257154738256224,882558.5,30194972888.249767,-3435367615.710992,-29998910598.004433
182,1.0922419111134642,1.0258546972321017,882659.0,30162955074.375565,-3405076987.8839474,-29970140298.727028
183,1.0983098569932592,1.0259939690409707,884000.0,30177630323.32989,-3492851128.680011,-29974812141.6038
184,1.1043756676499579,1.0261328337649187,884750.5,30093302607.327065,-3500412008.9669495,-29889027712.24982
185,1.1104012384861255,1.026271676247215,884794.5,30096324813.090622,-3470235513.995571,-29895588850.73947
186,1.1163797039268326,1.0264104528918567,883946.0,30091826827.67129,-3443931462.5543814,-29894102727.92588
187,1.1224133584880753,1.0265486555581989,884312.0,29961536452.169582,-3480391735.078907,-29758705280.05345
188,1.128444112416338,1.026686817855957,884509.0,29973991736.656803,-3478689866.175462,-29771444329.157738
189,1.134487964748258,1.0268243764978768,883938.5,29856110633.266052,-3496814689.2192516,-29650626117.758163
190,1.1405161387929823,1.026962003086041,884235.0,29878551335.257027,-3474214909.500346,-29675876746.209114
191,1.1465593037552648,1.0270997227759664,884107.0,29913985155.55905,-3485737349.7999353,-29710202675.4315
192,1.1525818709486844,1.0272376484234849,884808.5,29957219203.16971,-3468828638.3694315,-29755708868.457294
193,1.1585775769446807,1.0273757119303548,883447.0,30003119951.2807,-3445301007.8416595,-29804649096.681263
194,1.1646026580088904,1.0275135787426672,883476.5,29963157854.264233,-3470874429.018811,-29761449213.664642
195,1.170609858222412,1.0276514560270078,882415.0,29980677302.43134,-3455676753.783248,-29780854750.760323
196,1.1766055918613405,1.027789255755783,882927.0,29978515645.213245,-3455882026.8685007,-29778654766.571686
197,1.182606931044935,1.0279268911389132,882606.0,29935471943.627865,-3450888174.2325554,-29735901723.28179
198,1.1886299128645355,1.0280638387144536,882941.0,29793674076.54672,-3470455988.0855813,-29590859234.132637
199,1.1946256192041924,1.0282010000242232,882106.5,29810043761.26817,-3448202136.6802845,-29609941085.27264
200,1.2006108936544195,1.0283382533081533,882379.0,29816210799.142574,-3435154306.584996,-29617666034.12323
201,1.206622601312351,1.028475555315099,882283.5,29814358199.722984,-3447935709.14889,-29614315697.09091
202,1.2126223974525134,1.0286129760804894,883282.0,29822244158.914097,-3435180781.395095,-29623736760.79741
203,1.2185915072995426,1.028750791996849,883719.5,29906426019.23019,-3403829573.5904007,-29712089483.53582
204,1.224564122376927,1.0288884004684624,884849.0,29834173771.41543,-3401759140.105012,-29639601201.361065
205,1.2305250522749667,1.0290250263551002,885577.0,29621336116.036556,-3398686188.2298136,-29425711299.69754
206,1.2365053965699189,1.0291612185586079,885733.0,29532802103.247887,-3418993045.599839,-29334227220.496925
207,1.2425151330650461,1.029297028781018,886951.0,29453066787.114704,-3438578639.392059,-29251654997.74254
208,1.2485210099587054,1.0294323438669268,887202.5,29345355672.02838,-3436819046.383031,-29143407047.91166
209,1.2545656407839505,1.0295675985885873,886904.0,29318898065.927864,-3473367439.843246,-29112428659.047073
210,1.260633237110745,1.0297020427000902,886645.0,29135142570.94681,-3491417541.8513575,-28925188610.929573
211,1.2667010850931302,1.0298365209953604,886329.0,29143347998.09934,-3492221813.350821,-28933356517.08383
212,1.272783436655328,1.0299710172171566,886242.0,29150970438.169437,-3489251993.2896323,-28941392468.475883
213,1.278870403779088,1.03010547029713,886693.0,29145368791.124397,-3492848432.731139,-28935316341.74086
214,1.2849338711726672,1.0302397401215837,886962.5,29110828648.762753,-3466120951.771648,-28903742840.077232
215,1.2910464426359816,1.0303741875680468,888105.0,29132796722.07397,-3489814251.9212184,-28923019229.27085
216,1.2971751325217047,1.0305084458367988,887491.5,29095219994.069546,-3498147389.1028924,-28884161600.216423
217,1.30332200013982,1.0306424287222353,887476.0,29045002124.83183,-3495472616.3152046,-28833900527.33199
218,1.3094724846550183,1.0307772119237093,888022.5,29224022511.044884,-3488139144.1017733,-29015106014.582184
219,1.3156565815301147,1.0309119655890302,888087.5,29211861905.387238,-3507732026.319557,-29000494685.624695
220,1.3218228355090986,1.0310468259831715,886875.0,29229869894.25227,-3483991238.445461,-29021493743.178528
221,1.328015932342538,1.0311809134244503,887293.5,29063496462.482216,-3511719866.117505,-28850557190.57488
222,1.3342301679449196,1.0313150618045341,886301.0,29064576787.30992,-3519524337.488248,-28850694484.93853
223,1.3404604512404008,1.0314489331732781,885112.5,29007220216.688976,-3530945339.482323,-28791513501.535095
224,1.3467249419185774,1.0315831277834038,884877.0,29054681631.415283,-3532281246.2163644,-28839166317.709824
225,1.3530705784765906,1.031717259063148,884285.0,29022693679.74651,-3593880541.3190603,-28799318934.362427
226,1.3594720254207675,1.0318515094531624,883246.0,29020334214.642666,-3620171909.7911773,-28793647793.79505
227,1.365954757956278,1.0319859150550825,883396.0,29016313987.575146,-3682255042.3208847,-28781721199.901363
228,1.3724369274553956,1.0321201867801142,882967.0,28984979517.854626,-3681134988.807633,-28750274482.94413
229,1.3789059256961553,1.0322548038642085,882458.5,29020225054.614315,-3687032541.5378113,-28785052601.273907
230,1.3854334665902224,1.0323895401005552,881389.5,29041197301.17653,-3722261576.262745,-28801665046.377804
231,1.3919772121396483,1.0325244615765654,882278.5,29058284541.797142,-3753888894.2371225,-28814791664.72959
232,1.3985282748542203,1.032659205653435,881671.0,29013983209.80375,-3756407137.5367208,-28769786706.12344
233,1.4050161159076622,1.0327941662057583,882084.5,29045945489.17179,-3708888318.5931954,-28808177602.898487
234,1.4115190408966272,1.032929098770346,882584.5,29036271495.538654,-3717019947.102754,-28797375315.737904
235,1.4180406269187338,1.0330640791794712,882051.5,29042951432.868195,-3722805099.946354,-28803363520.94585
236,1.424554044104343,1.0331990529840003,882432.5,29021999634.869877,-3714225085.8764253,-28783345789.150948
237,1.4310015728487238,1.0333340765092596,881783.0,29033200782.275715,-3655663315.827937,-28802133139.49585
238,1.4374553743724976,1.0334689154587247,880491.5,28991050625.373928,-3673591843.342064,-28757359742.01256
239,1.4439201168386249,1.0336037607035085,880929.5,28979556915.065983,-3675887893.1215696,-28745479073.947453
240,1.450351738656227,1.0337387199926815,881085.0,29007283229.522503,-3647382832.2389617,-28777058203.24284
241,1.4567567678378885,1.033873586666226,880983.0,28991806985.881744,-3639490592.7821302,-28762457831.897327
242,1.4631146444059133,1.0340084004429326,881305.0,28984773598.29449,-3605963001.1301966,-28759591989.08895
243,1.4695009158552537,1.0341432661195833,881384.0,28983406486.73496,-3618740402.0059395,-28756609144.30281
244,1.4758700574368997,1.0342778391136964,881776.0,28907578363.741375,-3598889966.3831077,-28682679056.631294
245,1.482303354671551,1.0344123905284606,882068.5,28904572759.782658,-3658337644.72443,-28672127442.91504
246,1.4887741352355572,1.0345469052572724,882523.0,28886624645.970196,-3670277992.925762,-28652506747.08615
247,1.4952721053343103,1.034681422213751,884238.5,28891502238.928276,-3691446189.2993484,-28654705139.88069
248,1.501820772547595,1.0348158678392616,883359.5,28864902292.473526,-3728703706.6036525,-28623056318.681335
249,1.5082943455350966,1.034950273359628,884575.5,28856748185.332233,-3680709815.479755,-28621046296.142044
250,1.5148275712910997,1.03508470576481,885579.5,28858354794.779926,-3725459370.926553,-28616876033.8541
251,1.521280442600264,1.0352190213524173,886141.5,28833056648.347633,-3665249158.0556097,-28599145167.22827
252,1.5277438638699756,1.035353306726117,885608.0,28820944309.749203,-3671918926.686065,-28586077770.507614
253,1.5340891488839166,1.0354879113789057,884838.0,28890376392.533733,-3589785423.8191276,-28666483717.28221
254,1.5404732266738161,1.0356226161739912,884725.5,28895964753.766537,-3607555370.5887785,-28669885303.207165
255,1.5469021214857908,1.035757350629028,884473.0,28903733960.37444,-3643947522.4068737,-28673114293.81272
256,1.5533098660271638,1.0358926404314328,883567.5,29015896937.712955,-3619704284.753552,-28789234376.601906
257,1.5597074445627996,1.0360287273357593,883434.0,29181502328.824196,-3592071907.7589555,-28959576957.833153
258,1.566115256477359,1.0361647733806625,883624.5,29167556845.37476,-3609211653.038893,-28943392399.159714
259,1.5724880030225274,1.0363011632245067,882704.5,29242572553.11538,-3589303041.404297,-29021456772.55335
260,1.5788290630270545,1.036437437243943,883451.0,29221312004.60508,-3564173940.7683744,-29003133268.500916
261,1.5851839003664436,1.0365736687452958,882936.0,29202977087.398964,-3576128465.1969237,-28983187815.82794
262,1.5915917757443234,1.0367098494272682,882935.0,29189938308.02134,-3612777921.5601373,-28965502483.3953
263,1.5980194859867154,1.0368460833621305,883849.0,29196236072.2815,-3626971410.364833,-28970075581.136955
264,1.6044331296484409,1.0369824327728256,883667.5,29212693944.61468,-3620567220.035563,-28987462470.98789
265,1.610858181329787,1.037118818516012,884132.0,29224843113.208096,-3617786788.153183,-29000052995.591076
266,1.6172752050667405,1.0372552956301804,884204.0,29251762702.72918,-3620204435.952975,-29026879630.071922
267,1.6236784174005996,1.0373918708449101,884290.0,29273593501.82245,-3611863301.5293326,-29049917727.95591
268,1.6300747586547515,1.0375283546118756,883615.0,29219564476.51918,-3596114171.3951406,-28997429387.167282
269,1.6364455629594388,1.0376649652920582,883785.0,29244860388.872112,-3572930834.7328653,-29025782063.793495
270,1.6428208298870532,1.0378017699584199,884155.0,29276735401.097748,-3573149722.295351,-29057870479.578346
271,1.6491273864935956,1.0379385632489704,885033.5,29274873529.58378,-3527338616.9932804,-29061591533.40011
272,1.655446816835914,1.0380753168712953,885412.5,29260431100.01262,-3528716307.075404,-29046875724.98574
273,1.661804842634748,1.0382121811638954,885512.0,29257603121.73385,-3539426194.9352436,-29042723746.912865
274,1.6681459790503061,1.038349041394198,885495.0,29253817244.621567,-3526638840.9256077,-29040465593.15799
275,1.6744888724016738,1.0384858893121807,884756.0,29236662194.589718,-3526992787.8094697,-29023141424.650978
276,1.6808614424862307,1.0386224084511917,884723.0,29148603193.24237,-3535014973.449524,-28933453600.539757
277,1.687260750841275,1.0387587392464817,884359.5,29106620083.48797,-3560626625.553312,-28888012578.194195
278,1.693667370736081,1.0388949306731665,884470.5,29058941829.997692,-3563914023.3787622,-28839566867.6413
279,1.7000935281382812,1.0390311682213187,884147.5,29048127724.242603,-3576251338.466159,-28827142602.90171
280,1.7064609273942712,1.039166607828579,884464.5,28880184299.950287,-3546612740.2446632,-28661587242.681263
281,1.712822819322878,1.0393019998032653,884784.5,28848730574.20224,-3540865818.157031,-28630604691.496094
282,1.719202960292993,1.0394376039766453,883593.0,28889478503.415134,-3546343881.1612396,-28670985565.128998
283,1.7256154364775917,1.0395730309558748,884895.5,28857993372.130154,-3582775653.310935,-28634725423.5823
284,1.732025082111377,1.0397083506691822,884432.0,28838997549.985928,-3581799861.0796285,-28615703546.187088
285,1.7384456895930438,1.0398431856563901,884316.5,28717178427.79681,-3585732124.859729,-28492435171.158455
286,1.7447999780017918,1.0399782778030022,884982.5,28775831526.93181,-3526192934.962609,-28558964327.366325
287,1.7511526756602809,1.040113667108746,883862.5,28819256089.171413,-3523696608.4017982,-28603025779.542645
288,1.7575495379542314,1.0402491603859363,883597.0,28827585578.13681,-3560555510.052344,-28606854680.73408
289,1.7640089698766281,1.040383919775613,884162.5,28664177693.13687,-3603251049.1066175,-28436801238.902336
290,1.770469818952187,1.040518839192668,883896.5,28680960370.179783,-3602672944.873967,-28453791230.8377
291,1.7769383326430754,1.0406540399965145,883653.0,28746822177.786465,-3610740401.2821493,-28519157404.731026
292,1.783417078154615,1.0407889924769316,883302.0,28686971758.118305,-3613318829.585355,-28458500938.85553
293,1.7898613209269958,1.0409246329978272,882323.0,28833706510.950275,-3590411484.8270645,-28609291786.572388
294,1.7962804741289107,1.0410601768546173,881678.0,28804872595.415398,-3567102111.273718,-28583150067.23121
295,1.8026925454964176,1.0411951992711919,881636.5,28695223041.872948,-3574570380.016639,-28471710029.80228
296,1.80916979804436,1.0413302251215102,881189.5,28679567086.251633,-3615372444.7578335,-28450775918.0746
297,1.8156239558880005,1.0414654906224678,881595.5,28724766067.397358,-3592711585.2332034,-28499203657.155647
298,1.822031648584123,1.041600057696009,880958.0,28586129758.355556,-3568348923.550257,-28362540445.477356
299,1.828438875024524,1.0417348715265355,881349.0,28649413245.948574,-3583164589.406167,-28424457969.543755
300,1.834816809717444,1.0418691036626975,880917.5,28520400269.092545,-3553162289.16026,-28298202579.9545
301,1.8411353836743773,1.0420031024534817,881155.5,28481833955.082977,-3509879783.9282103,-28264741451.980232
302,1.8474503500113104,1.0421372695071311,880421.0,28513951296.1969,-3513594081.2891026,-28296644238.386627
303,1.853819070431503,1.0422709441904787,880208.0,28417934193.745457,-3553228119.2962065,-28194920708.742737
304,1.8602080511170211,1.0424046708169366,880503.5,28451064185.199867,-3573270780.5928288,-28225782348.748528
305,1.8666083105278242,1.0425381830635296,880703.5,28398973943.82764,-3578729394.3727503,-28172582717.67169
306,1.8729852682689416,1.0426712173713233,880092.5,28302584403.177948,-3566031086.056258,-28077031648.525314
307,1.8793867541113805,1.0428040907095157,880051.5,28281542212.21198,-3579493844.7220454,-28054105826.362118
308,1.8857730606894245,1.0429369592530617,879882.5,28296541170.734116,-3577000873.6247315,-28069544117.729073
309,1.892160105380299,1.0430696650400968,878975.5,28259789037.226818,-3574621210.5788116,-28032797927.239532
310,1.8985572724614286,1.0432030802359653,879174.5,28410556380.1744,-3565408852.6290903,-28185946383.69736
311,1.9049274478413432,1.043336459806308,879205.5,28411772852.502087,-3546790813.7516556,-28189521307.494057
312,1.9112753792308586,1.043469500180813,878542.0,28379982904.600117,-3547014963.4129434,-28157452202.120834
313,1.9175099281892745,1.0436026743486724,879000.0,28406478168.093193,-3456052620.659631,-28195455346.51971
314,1.923812619669575,1.043735989155968,879107.5,28387317471.651005,-3510352983.9801936,-28169437608.233566
315,1.9300806165537328,1.04386889891114,878642.0,28342201904.226585,-3497911333.834503,-28125522663.242672
316,1.9363215821388207,1.0440017645073731,879381.5,28315708151.170902,-3469276119.054697,-28102374478.183212
317,1.9425919522426145,1.044134800080821,879552.5,28301508910.732254,-3500794486.1686006,-28084156469.259827
318,1.9489079981168342,1.0442675043831013,878787.5,28234081317.786182,-3540278953.610635,-28011243685.170147
319,1.9552681993743064,1.044400274758927,878288.0,28251760045.068077,-3558073014.704962,-28026809701.893173
320,1.9615689468590876,1.0445332665323686,878397.0,28270932244.47117,-3528384588.8548565,-28049886134.610443
321,1.9678517374990283,1.0446661418033951,879689.0,28255897426.616474,-3506548236.1693125,-28037472404.81726
322,1.9742265477024037,1.0447991362030256,879759.5,28266225040.551113,-3561507721.0797424,-28040954705.497604
323,1.9805537778115385,1.044932456063897,880490.0,28308279225.932552,-3535925091.5874434,-28086578760.682953
324,1.9868948586543291,1.0450658603980254,880454.5,28308939961.948524,-3522596490.424303,-28088919447.61949
325,1.9933018699754583,1.04519905442652,880739.0,28283014708.40581,-3568411090.9809318,-28057002036.597992
326,1.9997295034295504,1.0453322741785989,881386.0,28248695179.65039,-3549727986.237015,-28024778510.74882
327,2.0061519137327295,1.0454654129391712,882030.5,28223560282.91274,-3561204624.977825,-27997985225.052284
328,2.0126339735605465,1.0455986557149897,881574.5,28235846463.813133,-3602153765.5879397,-28005133703.96737
329,2.0190944493217087,1.0457318640269866,880902.0,28230866739.956474,-3565228064.7863207,-28004838612.91189
330,2.025561247679059,1.0458652346408877,880255.0,28279709641.31974,-3575213596.2831583,-28052804229.49379
331,2.0320034396045066,1.0459986917607556,879966.0,28299141099.74967,-3548832572.4974985,-28075739960.968468
332,2.038428698425745,1.0461321340364234,880259.5,28283991470.851032,-3530974437.8516064,-28062722480.942802
333,2.044856540444399,1.0462655628744173,879725.0,28294284528.21081,-3532199551.524168,-28072942547.790787
334,2.051313019622509,1.0463990376214232,878952.0,28305547312.094807,-3544918503.281096,-28082691492.13324
335,2.0578439043385006,1.0465324401707554,879732.5,28277798839.372356,-3585815045.108119,-28049524731.486713
336,2.064341149765894,1.0466660574452393,879983.0,28336586105.33044,-3564057188.060137,-28111556493.105164
337,2.0708132237110632,1.0467997190295009,880474.0,28348981740.751194,-3545089608.941347,-28126448503.179718
338,2.0772743300176892,1.0469334709253368,880743.0,28360560395.27231,-3527766088.116926,-28140295882.620358
339,2.0837156589715864,1.047067059165283,879208.0,28332980675.943443,-3511127347.928961,-28114583026.074028
340,2.0901719966907946,1.047200682582697,879369.5,28349198161.42554,-3528961525.1097193,-28128694725.31686
341,2.0966741987359425,1.0473343270907178,879348.0,28360323534.6205,-3565705296.1571784,-28135274953.860077
342,2.103141092665332,1.0474679366094972,879526.5,28348103670.392418,-3536221503.933539,-28126679846.40978
343,2.109660762531703,1.0476015668048224,879763.0,28351389877.315983,-3561559113.841207,-28126795136.563103
344,2.1161586461631128,1.0477351706570346,878345.0,28331327476.97148,-3541776659.15358,-28109072106.77852
345,2.1226718795357935,1.0478692219083758,878721.0,28441010731.021812,-3549055844.5460873,-28218704683.496567
346,2.129151957992094,1.0480030897271806,878555.0,28402417590.16568,-3515932109.0718555,-28183959025.84572
347,2.1356815106614078,1.0481369854693414,878399.0,28391592263.7591,-3554637188.222329,-28168192447.007538
348,2.142175696846476,1.048270577308081,878037.5,28317220746.396824,-3518040642.0670657,-28097835874.68848
349,2.148658651047626,1.0484042382823011,878799.0,28325855411.0287,-3499582353.8472757,-28108842169.59398
350,2.155128576179742,1.0485377547370327,879223.5,28306194247.196907,-3489241551.486533,-28090315522.53237
351,2.1616128745562917,1.0486712143669428,879112.0,28302237291.915443,-3507526903.041072,-28084050469.124504
352,2.168119975214829,1.048804716646527,879083.0,28307495086.91926,-3520527682.7908754,-28087722636.95761
353,2.174632077414039,1.0489384562144766,879201.5,28338819737.73324,-3504246362.822068,-28121325743.221767
354,2.1810824688673978,1.0490726411818292,879248.0,28441441546.406494,-3463564624.314344,-28229759427.435005
355,2.1875846263516707,1.0492069145027083,879576.5,28449215278.863796,-3496115808.9204245,-28233579727.582436
356,2.194069534842746,1.0493413783737262,879531.5,28492893014.74038,-3481424640.3917184,-28279403013.902443
357,2.200546173459381,1.0494759401124443,879898.5,28494708975.576958,-3460319431.135092,-28283822744.412308
358,2.2070913417906532,1.0496102826622333,879576.0,28442790307.387165,-3515937517.235096,-28224643555.674816
359,2.2136480010400685,1.0497443849082617,880016.0,28400736768.562607,-3527620867.149145,-28180804460.03694
360,2.2202268961947964,1.049878564297189,881096.0,28396532093.639828,-3530997158.048631,-28176144058.67079
361,2.2267934008882952,1.0500128678957803,881136.5,28422297999.13191,-3523051374.668256,-28203105016.343605
362,2.2333201968654253,1.050147199289444,880266.5,28426782726.63749,-3492895555.2999187,-28211374600.10096
363,2.2397990452293324,1.0502818390076478,880038.5,28497092583.33165,-3453752264.926328,-28287026725.9656
364,2.2462707399821205,1.050416374086948,879925.0,28486412640.452675,-3447410423.33412,-28277041332.06353
365,2.252704390177344,1.0505509994047673,879989.0,28508831591.619385,-3413573283.8310947,-28303727601.770584
366,2.259142250780948,1.0506857482840803,880006.0,28532104885.122883,-3416157216.47619,-28326857909.90541
367,2.265531621538917,1.0508203403201095,879646.5,28490076724.349113,-3382993664.776298,-28288510487.888588
368,2.27196194929288,1.0509547227709681,879301.5,28450713069.315636,-3408614370.0483255,-28245785919.829308
369,2.278407329207771,1.0510891050601994,879574.0,28436528392.630844,-3414812569.1646056,-28230749230.978188
370,2.28481772283627,1.0512237023337525,879374.5,28487648872.116512,-3385978908.5094166,-28285708141.959793
371,2.2911418837608175,1.051357893942943,879052.5,28407570401.813824,-3324693189.088516,-28212346079.906883
372,2.2974771451527127,1.0514920242298997,878328.0,28376962369.146374,-3333341874.031631,-28180504346.990967
373,2.3037551220625523,1.0516263096252165,878252.5,28413634321.199623,-3286934042.599521,-28222875118.216667
374,2.310049480320605,1.0517605063720896,878051.0,28399545149.544422,-3296693019.597441,-28207551822.792942
375,2.316344665178318,1.0518948251720561,877985.5,28414410196.23268,-3293975557.9298925,-28222835290.302288
376,2.322591371947364,1.0520291929885015,877279.0,28427607669.300022,-3259388662.3692594,-28240135682.168106
377,2.3288527387511997,1.0521632708541442,878147.0,28373980566.848194,-3270969557.841386,-28184810294.90094
378,2.3350574503660613,1.052297435655445,877345.5,28412100175.72151,-3230650986.254457,-28227829009.689137
379,2.341250031309266,1.052431575710155,877519.0,28409942656.599583,-3222394544.104079,-28226601197.335197
380,2.3474336302764516,1.052565815628398,878409.5,28429178275.379845,-3207125730.128217,-28247699410.119736
381,2.3536229255069734,1.0527001076545086,877835.5,28415617508.96644,-3175186281.3155313,-28237661207.947548
382,2.3598354629146034,1.052834831498799,877467.0,28520402715.99585,-3190483630.423023,-28341386439.032692
383,2.3660602201181993,1.0529696746660862,877863.5,28534354438.23589,-3199176150.631488,-28354446832.27135
384,2.37236300216876,1.0531046423928772,877159.5,28559354941.458637,-3249919282.4165034,-28373839700.153297
385,2.3786193919074066,1.053239655887003,878727.5,28582500988.41236,-3205966664.464118,-28402132675.187233
386,2.3849034715917625,1.0533746699976998,879411.5,28588191996.591534,-3210889775.644002,-28407303787.629074
387,2.391133963566937,1.0535091767950302,879411.0,28489602852.090137,-3181291428.7423873,-28311426235.978165
388,2.3973760234139303,1.0536431872743197,879107.5,28396261222.841404,-3191251088.425664,-28216370566.153053
389,2.403646585275277,1.053777142218067,879240.0,28381054904.358986,-3212147860.571273,-28198694714.579727
390,2.409927902334927,1.0539111596650113,879668.5,28385703154.41137,-3213461693.9935656,-28203223353.219673
391,2.41624885550805,1.0540450336588554,878918.5,28365210590.63262,-3243919171.1642694,-28179108578.19832
392,2.422559773353058,1.0541788317128173,878567.5,28367241429.023018,-3243120161.231389,-28181244789.971474
393,2.428919071405042,1.0543124430793875,878550.0,28328252607.167324,-3271514715.811572,-28138711541.925842
394,2.4353229711496187,1.054445643456406,878166.5,28217172853.422226,-3310193224.1269712,-28022338672.188873
395,2.441741811105192,1.054578836909344,878883.0,28221052498.113945,-3313804605.48545,-28025818509.687935
396,2.4481483646321487,1.0547111697749916,879553.5,28065530015.28678,-3309939444.6529846,-27869665873.70027
397,2.454587322612494,1.054843479265944,879026.5,28077189952.55168,-3345371718.69573,-27877178546.176796
