反復回数,回転角度θ（deg）,スケールs
0,0.005886772131769635,1.0001429881863448
1,0.011771860995416026,1.0002859869281733
2,0.017655267188630665,1.0004289962209583
3,0.023536991308905315,1.0005720160601748
4,0.029417033953532002,1.0007150464413002
5,0.035295395719603044,1.0008580873598143
6,0.041172077204011046,1.0010011388111988
7,0.04704707900344889,1.001144200790938
8,0.05292040171440977,1.0012872732945182
9,0.05879204593318719,1.001430356317428
10,0.06466201225587495,1.0015734498551585
11,0.0705303012783672,1.0017165539032025
12,0.07639691359635836,1.0018596684570555
13,0.08226184980534328,1.0020027935122153
14,0.08812511050061705,1.0021459290641814
15,0.0939866962772752,1.002289075108456
16,0.09984660773021353,1.0024322316405438
17,0.10570484545412827,1.0025753986559511
18,0.11156141004351601,1.0027185761501867
19,0.11741630209267367,1.0028617641187616
20,0.12326952219569867,1.003004962557189
21,0.12912107094648873,1.0031481714609847
22,0.13497094893874198,1.0032913908256662
23,0.140819156765957,1.0034346206467537
24,0.14666569502143278,1.0035778609197694
25,0.15251056429826876,1.0037211116402376
26,0.15835376518936478,1.0038643728036851
27,0.16419529828742116,1.0040076444056407
28,0.1700351641849387,1.0041509264416355
29,0.17587336347421853,1.004294218907203
30,0.1817098967473625,1.0044375217978787
31,0.18754476459627267,1.0045808351092005
32,0.19337796761265183,1.0047241588367082
33,0.1992095063880031,1.0048674929759442
34,0.20503938151363024,1.005010837522453
35,0.21086759358063745,1.005154192471781
36,0.2166941431799295,1.0052975578194774
37,0.22251903090221167,1.0054409335610932
38,0.22834225733798982,1.0055843196921819
39,0.23416050163091545,1.005727679695957
40,0.23996780018159963,1.0058712683497368
41,0.24581458813712354,1.0060152262970294
42,0.25165765384722993,1.0061584048145222
43,0.25750876749344664,1.0063015409690574
44,0.26330319389394435,1.0064432800828247
45,0.2691917173394484,1.0065849197083157
46,0.27510623716000776,1.0067273399780348
47,0.28093888626278946,1.0068695050659575
48,0.2868702066423577,1.0070118644153765
49,0.2928773879684267,1.0071538808283271
50,0.2988669482684645,1.0072955274172608
51,0.304787878074224,1.0074373306052895
52,0.3108371813574067,1.0075789604069392
53,0.31689391338207734,1.007720458325616
54,0.32290241089475075,1.0078620901745379
55,0.3289780944474936,1.008003470227347
56,0.33504289121134206,1.0081446151464057
57,0.34110569652080575,1.0082852306110783
58,0.3471983147569835,1.0084255971145788
59,0.3533836573166671,1.0085659309898176
60,0.3596495746528178,1.0087060722139165
61,0.3659308704887848,1.0088459442128168
62,0.3723250741337697,1.008984856236978
63,0.3786872546632777,1.0091232523944198
64,0.38499506722733484,1.0092615643041596
65,0.39123694033000644,1.0093996751844538
66,0.39747423106345026,1.0095377918488675
67,0.40373255862727814,1.0096758684462679
68,0.4099088266090126,1.0098142643451953
69,0.41606359097755713,1.0099527174719252
70,0.4221623126604101,1.0100913276681596
71,0.4282920516571816,1.0102298305861928
72,0.43446383460360716,1.0103683542029833
73,0.4406435406168421,1.010507242660516
74,0.44689718076320506,1.0106465449865725
75,0.4531296217102464,1.0107858110598626
76,0.4593151380900382,1.0109251570124445
77,0.4655083047869874,1.0110644502201411
78,0.47169781302689656,1.011203862467197
79,0.477928985945734,1.01134303905201
80,0.48417789162488306,1.011482071473339
81,0.49041599524699464,1.0116211643736417
82,0.49655026523617385,1.0117610478320336
83,0.5026428554545521,1.0119009581013656
84,0.50867669478106,1.0120407728336211
85,0.5147179684774944,1.0121804572873112
86,0.5206863758122519,1.012320178827388
87,0.5265784534974591,1.0124596821590428
88,0.5324534915635831,1.0125993453254565
89,0.538296896194862,1.012738916631956
90,0.5441367680832269,1.0128787791308749
91,0.5499426655325746,1.0130191667969264
92,0.5557363421132736,1.0131596372404097
93,0.5615294157870183,1.0132999702161152
94,0.5673573681393953,1.0134402140823804
95,0.5731781012636875,1.0135803501613558
96,0.5789991566091377,1.0137208247334928
97,0.5848049231715436,1.01386134179611
98,0.590636742516335,1.0140017571570674
99,0.5964262493573984,1.0141422004035745
100,0.6022084330689629,1.0142826509308838
101,0.6080069124390955,1.014423385279732
