反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,-3644895316.0,-30966413988.0,884479.0
1,-3642234419.3140373,-30966788314.060986,884479.0
2,-3639573522.744122,-30967162206.334286,884479.0
3,-3636912626.2902308,-30967535665.13422,884479.0
4,-3634251729.9523296,-30967908690.774895,884479.0
5,-3631590833.7303987,-30968281283.57018,884479.0
6,-3628929937.6244082,-30968653443.833763,884479.0
7,-3626269041.6343303,-30969025171.879086,884479.0
8,-3623608145.7601385,-30969396468.019394,884479.0
9,-3620947250.001805,-30969767332.567715,884479.0
10,-3618286354.359306,-30970137765.836853,884479.0
11,-3615625458.8326116,-30970507768.139423,884479.0
12,-3612964563.4216933,-30970877339.787792,884479.0
13,-3610303668.126528,-30971246481.09413,884479.0
14,-3607642772.9470863,-30971615192.37039,884479.0
15,-3604981877.8833413,-30971983473.92833,884479.0
16,-3602320982.935266,-30972351326.07946,884479.0
17,-3599660088.1028366,-30972718749.135094,884479.0
18,-3596999193.3860188,-30973085743.406334,884479.0
19,-3594338298.784792,-30973452309.20408,884479.0
20,-3591677404.2991285,-30973818446.838985,884479.0
21,-3589016509.9289985,-30974184156.62153,884479.0
22,-3586355615.674376,-30974549438.86194,884479.0
23,-3583694721.5352335,-30974914293.87027,884479.0
24,-3581033827.511545,-30975278721.95633,884479.0
25,-3578372933.603284,-30975642723.42974,884479.0
26,-3575712039.8104215,-30976006298.599895,884479.0
27,-3573051146.132932,-30976369447.77597,884479.0
28,-3570390252.5707874,-30976732171.26695,884479.0
29,-3567729359.123963,-30977094469.381588,884479.0
30,-3565068465.7924294,-30977456342.428436,884479.0
31,-3562407572.5761566,-30977817790.715828,884479.0
32,-3559746679.4751225,-30978178814.551903,884479.0
33,-3557085786.4893007,-30978539414.24456,884479.0
34,-3554424893.618659,-30978899590.10151,884479.0
35,-3551764000.863174,-30979259342.430244,884479.0
36,-3549103108.222818,-30979618671.53804,884479.0
37,-3546442215.6975617,-30979977577.73197,884479.0
38,-3543781323.287383,-30980336061.318893,884479.0
39,-3539322654.0983725,-31013335489.90641,885156.0
40,-3535743522.4879003,-31035421932.41935,885650.0
41,-3563740090.1197734,-31154288986.067997,884360.5
42,-3561812802.910461,-30990917722.926476,884058.0
43,-3572744771.0577946,-31007506968.397717,883084.0
44,-3529989908.3289843,-30759865740.877125,883134.0
45,-3562305821.5404115,-30685885350.648296,883595.5
46,-3566461576.727916,-30746637033.26832,881284.0
47,-3515008177.810565,-30650814950.12413,880091.0
48,-3584888720.246119,-30663539139.880547,881044.0
49,-3620199042.626749,-30574420137.73938,882507.5
50,-3600329299.4712744,-30489587499.594475,882241.0
51,-3556107046.995198,-30528987252.813908,882081.5
52,-3633485876.226515,-30477522869.08638,883638.0
53,-3638707326.7026687,-30458650192.826485,882753.5
54,-3617078572.9533634,-30502829969.10207,881783.0
55,-3673850309.9587274,-30458254860.746677,882275.5
56,-3649541640.29276,-30391915020.09558,882398.0
57,-3639411891.529615,-30276159529.195625,883637.5
58,-3656143001.095407,-30209107362.078285,882981.5
59,-3728507359.2587886,-30199256227.259735,882410.0
60,-3796866379.8140173,-30170789774.321556,884448.0
61,-3806676945.3523927,-30110157601.237686,884620.5
62,-3870366626.3188295,-29904598401.844925,884730.0
63,-3847584072.444128,-29831710591.23854,884880.5
64,-3820831823.803061,-29872737743.578014,884761.5
65,-3778592156.314112,-29875364807.97441,884263.5
66,-3797734520.4992175,-29918770862.255276,884466.0
67,-3813606942.199435,-29903088603.278294,884112.0
68,-3750339962.3360257,-29966867939.7995,885285.0
69,-3730758546.4746723,-29972444152.122726,884680.5
70,-3689454069.42772,-30004699675.527176,883932.5
71,-3713115522.8481545,-29977236491.886955,883446.5
72,-3724193695.8934655,-29981825072.4636,884868.5
73,-3697343469.13105,-30053574328.519066,885255.5
74,-3732583983.497417,-30117118646.140514,885946.0
75,-3720568804.5426345,-30101691946.12713,885675.5
76,-3695667221.296122,-30128958233.60569,886463.0
77,-3710205617.8159847,-30115331602.63674,886289.0
78,-3703911711.2981915,-30137613223.945724,886762.0
79,-3734067903.210174,-30077889073.316013,886823.0
80,-3753633248.236579,-30045733108.42402,886927.5
81,-3744625466.0748367,-30066411620.184113,887395.0
82,-3682155543.764767,-30259836465.879074,886701.0
83,-3654372181.3922067,-30262282783.928303,886550.0
84,-3617748476.3542604,-30232683326.959747,885799.5
85,-3624726772.8753877,-30201140357.98491,886314.5
86,-3574084571.1942725,-30189480869.054184,886961.5
87,-3521863995.0478883,-30134552079.38079,885327.0
88,-3513450605.556281,-30159785747.958023,885726.5
89,-3490370000.425399,-30134739520.2331,885459.0
90,-3486021426.4486175,-30177531020.85235,886329.5
91,-3470870029.920971,-30274364657.708122,886144.0
92,-3463602189.6884565,-30295551539.113815,886066.5
93,-3469302995.6402025,-30259039531.40262,885934.5
94,-3490631767.106558,-30236391511.030388,885454.5
95,-3497660837.6831617,-30217667286.266273,885245.5
96,-3491459273.8623056,-30285737825.45969,885231.0
