真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,14.10613599609343,1.5,2.3868874296074316,999,15.89386400390657,0.8868874296074316,0.0,1.0
