反復回数,回転角度θ（deg）,スケールs
0,0.011790982030665106,1.0014111071549103
1,0.023548734024701538,1.0028222566300644
2,0.0352733952704084,1.004233448246683
3,0.046965104284305254,1.005644681826987
4,0.058623998816430524,1.0070559571941906
5,0.07034515418575205,1.0084887809950993
6,0.08114389479833505,1.009922911761699
7,0.09283171548053273,1.01132884489037
8,0.10321974195332866,1.0127270346541148
9,0.1123798176082127,1.0141176515212131
10,0.12244035511805869,1.0155247648520362
11,0.13198275129839704,1.0169599245906311
12,0.14229050465509444,1.0184126321801785
13,0.15288547267818503,1.0198758492109936
14,0.16353930390722105,1.021323813385763
15,0.17445613022449147,1.022767620640592
16,0.1872951014313533,1.0242052877978027
17,0.19649345782480016,1.025633868365764
18,0.20767818034247987,1.02708084252705
19,0.2170152495837666,1.0285270438952452
20,0.22724077690436148,1.029968754651665
21,0.23883623099552717,1.0314285836932096
22,0.251447204984085,1.0328817872523486
23,0.26571245972816177,1.0343268352922579
24,0.2801136064593774,1.0357698673398321
25,0.293912974629126,1.0372065068339136
26,0.3093431343199641,1.038615729482509
27,0.323807009549162,1.0400186346608866
28,0.33994155224385936,1.0414205990413092
29,0.3554714850725071,1.0428348632732485
30,0.37185342247723707,1.044248564431273
31,0.38822380134877127,1.045655138514273
32,0.40358093807082884,1.0470555300212883
33,0.4194463277707485,1.048443945065793
34,0.43408807201507177,1.049840405951039
35,0.4496617648024952,1.0512456612097032
36,0.4653800331624964,1.05265516185206
37,0.47805231460676695,1.0540672622580916
38,0.48807114756507236,1.0554360025507012
39,0.49712748130882634,1.0567898929754969
40,0.5054462414805928,1.0581474517737484
41,0.5139492625414488,1.0595089080410514
42,0.5234902771464434,1.0608886424353878
43,0.534212351632699,1.0622600319981719
44,0.5453182441436373,1.0636331296038812
45,0.5567370066499827,1.0650252645601834
46,0.5687322140378551,1.066426640213046
47,0.5811313467004573,1.0678282409447954
48,0.5944301130133239,1.0692301296719124
49,0.6077001048737042,1.0706349122262442
50,0.620153461357001,1.0720147763699441
51,0.6333421622221899,1.0733953613276015
52,0.6446685569802418,1.0747609321039604
53,0.655593379339688,1.076155174888751
54,0.6649725594287476,1.0775280458310816
55,0.6765128188618619,1.0788869356928337
56,0.6871318789961814,1.0802263045143228
57,0.6964932864722008,1.0815541169882161
58,0.7021985129685253,1.0828989814549024
59,0.7103699047930913,1.084257554232485
60,0.7182879955430279,1.085625267972519
61,0.7257691164895712,1.086993603573344
62,0.7353196279762959,1.0883659837135162
63,0.7441735369103093,1.0897385664480417
64,0.7540567878646455,1.0911090716709033
65,0.7651022588565533,1.0924834626515287
66,0.7746708299499132,1.0938420999810106
67,0.7840731874951943,1.0951994821966449
68,0.7949159522897463,1.0965555848521589
69,0.805583578649235,1.0979138920844795
70,0.8167726779245753,1.0992590704887275
71,0.8279062793042639,1.1005885724648339
72,0.8397726018126779,1.1019175394421141
73,0.8536676789609097,1.1032504027859034
74,0.8668066947395603,1.104605586901214
75,0.8801129873755414,1.1059726356061987
76,0.8929871361287929,1.1073477596536703
77,0.9082923867247733,1.1087390748393149
78,0.9229354193703494,1.1101318123956712
79,0.9401232206144325,1.1115275637060824
80,0.9590076890902676,1.1129147528429677
81,0.980371237786994,1.1143273394882358
82,1.002457576288311,1.1157246572294564
83,1.0232513741124267,1.1171303159359176
84,1.0459041087164707,1.1185460147147934
85,1.06621256700717,1.1199770578392936
86,1.089740154500891,1.1214020681091676
87,1.1160067167868462,1.1228356492304625
88,1.143679297263854,1.1242725509563576
89,1.17144430787276,1.1257004553706897
90,1.199576119921514,1.1271284766802219
91,1.2257781122095497,1.1285651000206174
92,1.2499724896887805,1.1299985045746896
93,1.2739480801079186,1.1314400639735929
94,1.2962664684659821,1.1328971205516183
95,1.3184256095645341,1.1343821282517632
96,1.3409390886878223,1.135890895692979
97,1.3629458580961633,1.137408325139421
98,1.387302735458761,1.1389114462862602
99,1.4117774716781442,1.1404193904378996
100,1.436592476243925,1.1419322697691587
101,1.460459240500163,1.1434380058839686
102,1.485340119622794,1.1449414612831708
103,1.510358412509828,1.146439864179393
104,1.5350735668532642,1.1479171084906126
105,1.5583971763131697,1.149388090207012
106,1.5816966911434005,1.150867643099664
107,1.6051438903296917,1.1523566277086403
108,1.6301701412712235,1.1538681621286035
109,1.6578444615245376,1.1553941320823717
110,1.6811134542407142,1.1568981140318693
111,1.7036139565706148,1.1584096131073784
112,1.725176641701067,1.1599286591783902
113,1.7454014614446645,1.1614538604317872
114,1.7693416899669057,1.1629549444909855
115,1.792193759754783,1.1644673553028722
116,1.8136436760031305,1.1660014134566536
117,1.8355455012369588,1.1675265678018196
118,1.8575550520809763,1.1690430614573306
119,1.8795324973907803,1.1705717243306468
120,1.9024694523284151,1.17212412080602
121,1.927236472639786,1.1736741665692463
122,1.9510137479081866,1.1752159411930048
123,1.9744209149938103,1.1767568534441437
124,1.9983629925057829,1.1782972250240749
125,2.024851142756039,1.1798302361458635
126,2.054417917061173,1.1813692673534448
127,2.0863562524274677,1.1828979040538228
128,2.1157949656326065,1.1844042582159096
129,2.145131711426364,1.1859267202222774
130,2.174617610510784,1.1874521428830294
131,2.2033332898236946,1.1889784390332174
132,2.231437911143733,1.1905133660044112
133,2.2604888389472704,1.1920557636022497
134,2.2913478172005872,1.1935825865074035
135,2.3218372323343064,1.1951129881059845
136,2.3519240471356797,1.1966346752042858
137,2.3843437917012382,1.1981555738055052
138,2.4155606852957683,1.1996645643209436
139,2.4449290809146986,1.201181704190787
140,2.47560256055081,1.2026932303637121
141,2.506568168611581,1.2041926166664425
