反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,2069881431.0,110828061.99999994,888934.5
1,2069102086.4173775,109784917.94736806,888934.5
2,2068322741.564384,108740799.44643176,888934.5
3,2067543396.441142,107695706.9307248,888934.5
4,2056441622.1210415,103093148.05745804,888494.5
5,2047510424.9272106,102903803.30274269,889119.5
6,2052386672.8872793,109067574.65704995,887698.0
7,2045229825.4159882,107441621.60311908,888036.5
8,2047969511.6260228,108254514.05585155,891049.0
9,2051914195.4425015,110297357.4629831,893564.5
10,2056289243.9174645,108697303.40535343,896499.0
11,2053780807.6646805,109840318.4073742,895705.5
12,2033417129.6839359,103318149.10149205,894118.0
13,2031026523.43275,101752549.30234206,895077.0
14,2015374080.838437,94690161.14501944,897869.0
15,1998382567.8904724,91796556.63105828,898254.5
16,2005912669.7994585,95474171.05909246,897667.0
17,2003526514.5063396,92694758.79458016,897003.5
18,2015832164.3296447,92131417.32033196,896659.0
19,2015703168.5354018,90848953.93259877,895666.0
20,2034710219.1147454,83611221.83702692,894782.5
21,2036252400.7990813,85887677.09055951,894137.0
22,2037620316.0699048,89325360.39016828,893710.0
23,2039854635.3233337,86889722.82140562,894484.5
24,2028112863.598003,85729385.43936417,895794.5
25,2043627450.6231215,84929626.79594263,894725.5
26,2042180365.9965997,83132916.3104654,894426.5
27,2041984714.4109087,81458076.45393226,894686.5
28,2049758234.8544676,81531011.76156574,892740.0
29,2057412019.0757358,77940764.5407896,892922.0
30,2072005291.946883,70704920.68962446,893921.0
31,2060933922.5859377,76814895.1868791,894391.0
32,2039504221.2400453,72394432.92895088,895308.5
33,2016561876.7132921,74161525.10403278,896014.5
34,2007734716.7545676,71986037.55036587,895813.0
35,1987971129.6428103,69978229.8936362,896161.5
36,1999885598.6168542,80336690.14678702,895145.5
37,2008494966.8054228,79460274.7067273,896418.5
38,2016051717.0526693,82113429.012743,896851.5
39,2020994085.2611058,81355515.84145299,897246.0
40,2020204029.2672682,82842648.32926267,897895.5
41,2024634922.7415562,82862004.9979946,897055.5
42,2017789214.3688252,80229146.86718357,894734.0
43,2002366540.2469313,82932056.13148719,895978.0
