真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,30.002289147368415,1.5,1.4995800863075324,974,0.002289147368415456,0.00041991369246763277,90.0,1.5
