反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,2399861761.2223,-438295263.8058779,627295.5
1,2424876152.3042607,-456468162.09813,627889.5
2,2413791134.0727677,-438794589.36684275,623274.0
3,2407377116.1499796,-416884621.3524335,617015.0
4,2448499976.698669,-454923678.19014096,614635.0
5,2411053371.3877172,-413587393.44279265,612555.5
6,2399715731.0978794,-409802953.9343103,604631.0
7,2375584511.9983053,-391560014.6013173,597230.0
8,2338939537.912197,-371734006.27751815,592311.5
9,2342190718.229311,-380739716.60282224,583546.0
10,2344799193.3758197,-359518058.9926057,580282.0
11,2326394831.2950687,-349158873.35126114,571698.0
12,2313888613.641378,-353881439.4160014,568010.0
13,2332181191.678542,-381725874.4099753,566438.5
14,2356083357.42613,-382978206.2727212,560129.5
15,2400064555.7014136,-419689692.59788066,555817.5
16,2500595170.2068515,-520065022.4463575,550935.0
17,2520955591.649067,-554478964.6182097,544555.5
18,2510871017.458195,-601912281.2693155,537075.0
19,2537169694.3373,-633624898.2787746,530848.5
20,2617739842.802159,-703350602.8931143,527215.0
21,2604318056.9457655,-759585377.1818643,522078.5
22,2666799745.7975264,-836643550.7316678,514821.0
23,2686943936.5623684,-847903543.3358728,509306.0
24,2686429788.8251457,-902250177.1020697,503122.5
25,2725624380.4411097,-971890737.0916438,497473.0
26,2676329509.3249345,-949101203.2410469,492797.0
27,2714793657.05579,-1004323944.4408997,486302.5
28,2714045153.841939,-1127284192.015112,481424.0
29,2722674530.345151,-1170812127.023953,476555.0
30,2751989821.5730715,-1234973074.816488,467619.0
31,2724138448.789141,-1266975856.3521497,458262.5
32,2731412775.2661605,-1370631622.9467878,453238.0
33,2735221160.9344606,-1407061509.3155265,445369.5
34,2699548161.3978634,-1475005480.4563155,440589.0
35,2686112345.6013746,-1529855557.8238664,438473.0
36,2655561852.204527,-1598798030.699131,434431.5
37,2633428010.7078853,-1684601353.0384655,432030.5
38,2544984020.604987,-1740324322.9446692,428929.0
39,2498495943.8663216,-1798891956.7119393,425591.0
40,2405233960.1071596,-1854586112.2163312,422630.0
41,2315946765.8498583,-1913376721.0499334,419991.5
42,2244248042.1562977,-1925432232.379425,417084.5
43,2158342016.852819,-1919008069.92793,413929.5
44,2115900626.9862597,-1959105135.864537,409823.0
45,2053756340.339943,-1975005325.9424138,408361.5
46,2011799907.6783497,-1993419185.903517,405119.0
47,1998410339.9168496,-2019771442.6357374,401674.0
48,1984866314.8337884,-2078091311.3998733,398670.5
49,1968512981.9282403,-2138677010.6450055,396515.0
50,1935083163.24656,-2136062539.5470614,394609.5
51,1937171510.0818708,-2177124483.919761,389545.0
52,1980615482.389676,-2256605946.0626917,384597.0
53,1959005844.8392932,-2280355875.5457196,379465.5
54,1934193263.3227983,-2307103275.040595,375024.0
55,1908976084.7188172,-2283666749.1417904,367203.0
56,1915297539.02429,-2305725541.0367265,361024.0
57,1873871401.4655626,-2319765694.6610065,354848.5
58,1852041352.7785296,-2325917321.1216745,350078.5
59,1795264170.18873,-2301543318.1173143,344136.5
60,1785015195.9282637,-2293648840.303416,338261.5
61,1745478299.7368555,-2279004706.1913176,333534.0
62,1752463669.838455,-2305656679.8701725,327272.0
63,1720411156.2071416,-2246684454.1347837,319026.0
64,1665264255.9564905,-2212286507.1786194,309851.0
65,1663377218.2626173,-2219429292.820981,300776.0
66,1643515263.77134,-2186639713.691428,292275.0
67,1651908310.6983948,-2206001449.93753,282831.0
68,1624304840.557187,-2200910206.9992104,273040.5
69,1598043099.9867535,-2231647555.9236803,265110.5
70,1555641726.7267315,-2224155361.440062,253196.0
71,1527403818.057346,-2224389381.38748,240476.5
72,1535344999.0284903,-2174563486.037222,228318.0
73,1492651109.2176807,-2117727018.3225248,215825.5
74,1452261918.4955072,-2048807762.6073573,203337.5
75,1338931705.86263,-1958225622.475018,191988.5
76,1256412463.758286,-1830204202.444904,178246.5
77,1152944211.178563,-1741526176.9647288,165913.0
78,1126942700.7754512,-1648495454.6954968,153716.5
79,993495705.5856439,-1528459337.9879446,141856.5
80,930972320.7263534,-1455938321.4608564,130838.5
81,855930559.0818326,-1293970256.750462,119497.5
82,774398373.5052097,-1207654446.5596585,109386.5
83,728314338.8994479,-1113165201.6782007,98719.0
84,679699968.4869932,-1017420046.778347,89706.5
85,659391904.3085597,-944107983.712166,82827.5
86,582467904.6321784,-857644357.5493221,76168.0
87,546487122.682081,-802347138.3870397,69835.0
88,516814728.1107861,-754692704.2725276,62775.0
89,490752975.14741504,-715319553.8398557,56500.0
90,423292979.92305106,-642060906.6784818,51962.5
91,357780848.61167794,-568375530.7588527,46193.0
92,342623289.99583566,-517660225.80037487,39932.0
93,329646872.3298248,-471770060.6695149,36085.5
94,257821179.88386077,-414744733.8958567,32695.5
95,232172143.47566313,-376187749.0863731,29059.5
96,179046069.27075616,-312458830.92467546,26274.0
97,150761464.18005016,-266671986.83736023,23443.5
98,142645712.39770207,-211124065.76644367,20834.0
99,136229358.37121502,-202868936.72566748,19035.0
100,122100064.08889389,-189973385.4396369,17678.0
101,105054912.78474848,-153757703.61177838,15220.5
102,99900302.69316906,-139386104.37931642,14283.5
103,98613195.86780941,-133908673.53426069,13514.0
104,90587511.68441436,-131376523.78393944,12579.5
105,78902597.2988557,-129810811.31886306,11441.5
106,30854145.03816939,-77230831.02565895,9506.0
107,36165534.27744233,-59742129.57577717,8524.5
108,36438947.88359149,-58211584.318552844,7972.5
109,24599710.24906612,-47634111.42143915,7462.0
110,31279281.66578229,-46546916.365698904,6933.0
111,35642056.69783519,-45201490.97203675,6443.0
112,30143551.911588162,-43601125.776281625,6235.0
113,11298059.745261775,-20305512.022811197,6026.5
114,12995053.976533256,-19746679.147125006,5865.5
115,13664764.820292376,-19685518.938635856,5715.5
116,15189572.202794727,-18259796.631531294,5652.5
117,13839733.594368795,-17495274.054756816,5618.0
118,9542447.92501407,-17901873.313252777,5523.0
119,9299423.252926597,-16849709.600717463,5261.0
120,7519075.2837117575,-15967618.490091395,5147.0
121,6761774.652258075,-14305617.759439718,5107.0
