スケールs,∂J/∂s
1.2,-2206411065.1953907
1.206060606060606,-2225833444.6218452
1.2121212121212122,-2246892572.875188
1.218181818181818,-2269848168.7699738
1.2242424242424241,-2276408642.8700576
1.2303030303030302,-2304009851.8574333
1.2363636363636363,-2268798795.065509
1.2424242424242424,-2282147292.522809
1.2484848484848485,-2259906616.681438
1.2545454545454544,-2200705573.455908
1.2606060606060605,-2176604133.481224
1.2666666666666666,-2129712438.3885126
1.2727272727272727,-2072436481.6440825
1.2787878787878788,-2088953195.1850574
1.284848484848485,-2097385824.03198
1.2909090909090908,-2089465206.8070529
1.2969696969696969,-2086035940.7137961
1.303030303030303,-2101708058.0526464
1.309090909090909,-2054756080.102555
1.3151515151515152,-1996666275.503074
1.3212121212121213,-2004971236.6726694
1.3272727272727272,-1993522822.2005172
1.3333333333333333,-2053736990.9729056
1.3393939393939394,-2092226995.8087747
1.3454545454545455,-2141394799.7830725
1.3515151515151516,-2158790749.169063
1.3575757575757574,-2168275340.2110357
1.3636363636363635,-2160180387.5436063
1.3696969696969696,-2178246736.0491123
1.3757575757575757,-2204808961.348379
1.3818181818181818,-2254054869.932865
1.387878787878788,-2186523678.245382
1.393939393939394,-2216678582.760947
1.4,-2214729527.4788513
1.406060606060606,-2184287238.661928
1.412121212121212,-2318649429.9883866
1.4181818181818182,-2364164112.275651
1.4242424242424243,-2412197408.35529
1.4303030303030302,-2360712941.6426635
1.4363636363636363,-2362971937.5357447
1.4424242424242424,-2320091587.486372
1.4484848484848485,-2214915303.482106
1.4545454545454546,-2164586248.72933
1.4606060606060605,-2173479761.7678475
1.4666666666666668,-2150569419.4591436
1.4727272727272727,-1857848119.3809712
1.4787878787878788,-1589567890.8057597
1.4848484848484849,-1165901389.0120513
1.490909090909091,-775613354.5621041
1.496969696969697,-265183626.8653261
1.503030303030303,-57051825.8215031
1.509090909090909,130000957.11998093
1.5151515151515151,226258528.13698098
1.5212121212121212,296429215.171241
1.5272727272727273,363168989.7391708
1.5333333333333332,471298407.9551672
1.5393939393939395,639543722.3431914
1.5454545454545454,655504715.9397987
1.5515151515151515,743948939.836413
1.5575757575757576,741239722.0486093
1.5636363636363637,722620793.3221347
1.5696969696969698,641333929.6316587
1.5757575757575757,547599780.7491093
1.5818181818181818,510579243.4531778
1.587878787878788,501356873.9645386
1.593939393939394,494497068.3078255
1.6,435058780.2917702
1.606060606060606,470045387.3523102
1.612121212121212,458864694.75649506
1.6181818181818182,406978831.32261163
1.6242424242424243,344318010.4179108
1.6303030303030304,327678887.97751355
1.6363636363636362,342670956.74429756
1.6424242424242426,345463092.91542155
1.6484848484848484,307548466.3846807
1.6545454545454545,303221578.082384
1.6606060606060606,313112188.9658044
1.6666666666666667,287040895.91520655
1.6727272727272728,294379321.0406838
1.6787878787878787,274924310.4110292
1.6848484848484848,295678595.0597319
1.690909090909091,248990016.31254333
1.696969696969697,269751945.1955787
1.7030303030303031,250788908.80323586
1.709090909090909,211521611.69552353
1.7151515151515153,170883604.9827186
1.7212121212121212,120170459.8765966
1.7272727272727273,123782147.26690432
1.7333333333333334,150847103.5429132
1.7393939393939393,135684939.05930543
1.7454545454545456,144232234.7923207
1.7515151515151515,141692055.64587003
1.7575757575757576,111070145.30839333
1.7636363636363637,110472721.91060829
1.7696969696969698,88340062.15696064
1.7757575757575759,67393914.43542883
1.7818181818181817,73659005.2707768
1.787878787878788,57609822.70882666
1.793939393939394,11395740.089727014
1.8,-20266965.856186867
