反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,-231616928.0,-2041808210.0,884479.0
1,-229901789.2917346,-2042042078.7251995,884479.0
2,-228186659.65048605,-2042273132.3192842,884479.0
3,-226471539.049786,-2042501392.819005,884479.0
4,-227608126.95954782,-2062398044.228701,883181.0
5,-232575488.39463004,-2003411176.5964515,882636.5
6,-243292500.92292246,-1973003179.5332098,884073.0
7,-235712511.10605988,-1977210383.4050798,884546.0
8,-238808392.20866895,-1990144015.8733726,886700.5
9,-230076191.3915478,-1992020423.746346,885353.5
10,-221478215.53066877,-1996032557.7170515,885658.5
11,-221655959.2632988,-1998081963.601781,885845.5
12,-224538211.90252244,-2010214729.901583,886692.5
13,-224663007.66310108,-2004849867.6354685,887722.0
14,-232849721.8493016,-2026379074.2352138,886416.0
15,-242254116.52871126,-2019648481.2054713,884559.5
16,-239152730.77567813,-2019236225.456066,880461.5
17,-227988478.04136315,-1996847822.9575758,882999.5
18,-234466282.91230282,-1981941577.429683,882776.5
19,-227395929.92147654,-1966326095.017655,884543.5
20,-226986635.20978856,-1919373360.300933,884494.0
21,-223318994.68474367,-1892018264.5183244,883228.0
22,-237101341.69840717,-1895293682.403244,882355.5
23,-256948966.25133526,-1896299746.817968,886404.0
24,-254437477.5995319,-1899020627.3058827,885944.0
25,-246851378.89167458,-1906380397.2380552,884682.5
26,-242776744.82921737,-1918916783.3104033,884827.5
27,-237946116.08459002,-1917372908.6011243,883240.0
28,-234731038.39361796,-1855501287.4149127,880109.0
29,-242589641.94351315,-1841429785.6036859,879566.0
30,-250183514.73969012,-1861291218.89024,878451.0
31,-243276760.16235396,-1862799246.277411,878791.5
32,-238400726.93145669,-1859564966.9977136,879386.0
33,-233693680.0858009,-1854553167.015398,881047.5
34,-236581278.96758708,-1860678633.0281215,881620.5
35,-230751482.3677831,-1873263439.812204,879376.0
36,-228692087.40666115,-1867691686.4781477,877601.0
37,-221090756.07131195,-1869713549.831162,878210.5
38,-199869644.42440623,-1840744418.0191875,877728.0
39,-216305021.66575,-1814102095.043397,877582.0
40,-213083248.28368503,-1813420854.25388,878709.5
41,-217927959.9157574,-1815381965.2442617,878449.5
42,-215534219.5916657,-1811344225.836589,880416.0
43,-210111355.46626255,-1804777650.370323,881231.0
44,-200597694.16906723,-1840126329.7671928,878440.0
45,-201963621.04260176,-1852839781.2874718,881625.5
46,-196026507.69933656,-1848860948.404767,880430.5
47,-191632643.92881835,-1875676840.069594,881034.5
48,-206691514.4945749,-1864606673.9519773,882599.0
49,-190809501.55763283,-1864731673.9602852,879765.0
50,-188034557.65399444,-1860362652.524562,879666.0
51,-185040647.42998874,-1856496376.5886056,882221.0
52,-187001699.79524642,-1851121499.7070138,880657.0
53,-213232848.50671035,-1851724595.5939467,879206.0
54,-199343064.00164717,-1854948307.978977,878724.5
55,-195446882.9603753,-1893112038.6473975,876339.5
56,-203340076.87594092,-1884528569.611266,879595.0
57,-201818742.9573949,-1884350846.3453157,878598.0
58,-208940625.80109406,-1880536929.8368914,877440.5
59,-218101896.8461932,-1876324337.9051142,877284.5
60,-215206603.37427396,-1870050126.3425035,879248.0
61,-203654981.88625735,-1881947869.9896111,879641.0
62,-207404770.79498845,-1896608762.6095805,875462.0
63,-205253385.56826085,-1923540249.3780413,871240.0
64,-207151119.56775522,-1920670551.1647663,869415.5
65,-223239419.066351,-1925002018.9504752,870583.0
66,-228089048.1804002,-1913607087.0961092,870616.5
67,-224647378.85126024,-1909528441.4585433,867528.5
68,-231589957.0850368,-1892602540.494535,867442.0
69,-233160088.2089991,-1885829694.7583876,867243.0
70,-240092527.94188327,-1894315133.5958853,866738.0
71,-239518499.73643303,-1893558445.294283,867563.0
72,-225048633.73588026,-1903901314.4389963,867375.5
73,-245125958.89895844,-1893050282.9197884,869956.5
74,-235140275.07462132,-1909833589.859765,873158.0
75,-232815792.5119238,-1919937058.2244067,871951.5
76,-237882428.09086722,-1905548583.2872791,869365.5
77,-243131691.37250793,-1892395550.4739592,873711.0
78,-245803091.23586816,-1912080745.666772,871376.5
79,-224603238.95855027,-1905348385.3579955,867886.5
80,-227699940.8122506,-1900838258.833971,869164.0
81,-226327023.542001,-1896662461.5910196,872100.5
82,-233214735.91801363,-1900551196.5915127,871583.5
83,-235127762.54312873,-1911206780.9290204,867322.5
84,-236631587.55344015,-1916042042.2781005,865458.0
85,-253926754.9742474,-1905648082.4191866,864860.0
86,-261650444.8621602,-1910997321.7198272,863940.5
87,-263835647.6708464,-1886217745.1863544,862723.5
88,-280069438.6861979,-1873443036.7436147,861316.5
89,-286019554.0544254,-1856022386.8911734,863948.0
90,-276690764.3397534,-1855429859.290166,863161.5
91,-280334659.82768685,-1861149000.6184669,865086.5
92,-278731520.13101983,-1855289260.267365,866763.0
93,-267888441.32146418,-1859252611.5392208,861686.5
94,-266867014.43231136,-1880889859.7413847,861104.5
95,-265866717.52828836,-1881987789.3933342,861932.5
96,-287217385.2418109,-1849718423.3258908,863639.0
97,-263719628.52603936,-1855468207.3313794,862803.5
98,-261354049.66651583,-1845617378.5450525,861743.5
99,-241351939.7615105,-1840920184.0220623,858977.5
100,-237437651.5387274,-1842072969.057707,855437.0
101,-241396885.80371404,-1839780260.357775,855232.0
102,-216285351.11904234,-1847467643.5444036,851326.0
103,-226151166.51779318,-1856941137.7608838,850303.5
104,-244761978.1825691,-1851314929.854702,851658.5
105,-247371913.4164372,-1858548554.1877968,850895.5
106,-241336795.88688076,-1865933341.3493376,852293.0
107,-230959831.29403645,-1851328527.2088077,855542.0
108,-234886610.15915442,-1850948372.0809202,851549.0
109,-251226729.48916805,-1859370623.68879,851866.5
110,-257289753.30271137,-1857901369.605922,848478.5
111,-261054972.62217104,-1840869319.2827306,846035.5
112,-271760828.5548409,-1871880385.508007,845876.5
113,-271294485.7506765,-1875080281.4493403,845003.5
114,-268096265.38836336,-1892543817.9822578,843342.5
115,-280333445.5587319,-1893329267.895963,846078.5
116,-259866974.42988622,-1905436543.3511333,848752.0
117,-263793202.3630256,-1877898366.906105,847228.0
118,-261083700.5380507,-1866262260.2128153,844409.0
119,-263362252.54960966,-1837182963.736559,842641.5
120,-262388188.71335912,-1831375628.3326445,841463.5
121,-256117077.61584115,-1835959149.352492,840451.5
122,-252760856.4981373,-1841774134.4318404,839609.5
123,-248515822.8605752,-1844184957.40345,838899.5
124,-241786190.7888065,-1837506268.8390732,837489.5
125,-260597891.1161127,-1805542767.772201,841482.0
126,-255491349.57533413,-1804782882.1990106,840076.0
127,-261334103.12873083,-1780473077.55698,839212.5
128,-260276744.93905705,-1792097208.513843,838872.0
129,-251022942.9556722,-1784887140.485061,837227.5
130,-243038817.2300222,-1810357025.4380531,838489.0
131,-236116657.52551466,-1814181673.9918528,835085.5
132,-246495086.2971111,-1804871773.1094747,830701.5
133,-247654174.1524248,-1805097566.6383314,828966.0
134,-246588677.5486191,-1813975634.833694,830460.0
135,-264764682.41478384,-1814099550.684071,830592.5
136,-268531937.68822193,-1836385742.526358,826755.0
137,-269532188.820168,-1853826067.0962253,824134.0
138,-262705945.0604496,-1848278544.9053216,822694.5
139,-263160536.8132546,-1842745636.0621119,822541.5
140,-258114504.96871346,-1875929507.4341702,820702.0
141,-246578320.36050975,-1897177292.1491895,817974.5
142,-256329185.80850318,-1894370492.357864,814422.5
143,-254200201.24078733,-1912898672.3976173,814129.5
144,-262885831.60009333,-1921389154.3444903,813845.5
