反復回数,回転角度θ（度）,スケールs,目的関数値J,勾配ノルム,∂J/∂θ,∂J/∂s
35,2.245501354416984,1.0539276635684043,879376.0,1887422094.1675923,-230751482.3677831,-1873263439.812204
36,2.311191964092413,1.055397844984232,877601.0,1881640854.8344193,-228692087.40666115,-1867691686.4781477
37,2.3753984075626233,1.0568665746578194,878210.5,1882739992.8939815,-221090756.07131195,-1869713549.831162
38,2.4352462352856565,1.0583035208581186,877728.0,1851563633.0494115,-199869644.42440623,-1840744418.0191875
39,2.4988549310182813,1.0597250453975942,877582.0,1826952181.5413404,-216305021.66575,-1814102095.043397
40,2.562129826344187,1.0611522027692029,878709.5,1825896948.1715004,-213083248.28368503,-1813420854.25388
41,2.6259299014959265,1.0625810354944247,878449.5,1828415782.9791236,-217927959.9157574,-1815381965.2442617
42,2.6891356606428416,1.0640053808897119,880416.0,1824122502.5437684,-215534219.5916657,-1811344225.836589
43,2.7519016590660232,1.0654235927311135,881231.0,1816967019.2306995,-210111355.46626255,-1804777650.370323
44,2.813962410874202,1.0668704743287003,878440.0,1851027915.6210546,-200597694.16906723,-1840126329.7671928
45,2.8767201002737908,1.0683173184652277,881625.5,1863814518.493202,-201963621.04260176,-1852839781.2874718
46,2.938541788624348,1.0697531387427788,880430.5,1859223816.0740554,-196026507.69933656,-1848860948.404767
47,3.0000857645671664,1.0712036817610757,881034.5,1885440712.0332918,-191632643.92881835,-1875676840.069594
48,3.066560864381508,1.0726576854778025,882599.0,1876027566.61791,-206691514.4945749,-1864606673.9519773
49,3.1307829797699416,1.0741129049748748,879765.0,1874468586.4946897,-190809501.55763283,-1864731673.9602852
50,3.1943581430702253,1.0755637653010495,879666.0,1869841221.5427163,-188034557.65399444,-1860362652.524562
51,3.2565004952674377,1.077011533254292,882221.0,1865695269.1926758,-185040647.42998874,-1856496376.5886056
52,3.3185429350512976,1.0784518134001433,880657.0,1860543050.4032567,-187001699.79524642,-1851121499.7070138
53,3.385455809617649,1.079891520452172,879206.0,1863961433.509248,-213232848.50671035,-1851724595.5939467
54,3.4495474805008746,1.0813268436485175,878724.5,1865628816.89784,-199343064.00164717,-1854948307.978977
55,3.5135651420511094,1.0827861503746985,876339.5,1903174367.9785707,-195446882.9603753,-1893112038.6473975
56,3.579961937883048,1.0842414631376072,879595.0,1895466991.6790948,-203340076.87594092,-1884528569.611266
57,3.646878091645377,1.0857098006794121,878598.0,1895127678.319118,-201818742.9573949,-1884350846.3453157
58,3.715631379371959,1.0871786468418554,877440.5,1892108699.2005808,-208940625.80109406,-1880536929.8368914
59,3.787001316580562,1.0886472497862203,877284.5,1888957770.418114,-218101896.8461932,-1876324337.9051142
60,3.8585705897589277,1.090113786414277,879248.0,1882392455.6716394,-215206603.37427396,-1870050126.3425035
61,3.9276659900765565,1.091582391547052,879641.0,1892935058.8452647,-203654981.88625735,-1881947869.9896111
62,3.998155814671502,1.093059143762239,875462.0,1907915495.3393416,-207404770.79498845,-1896608762.6095805
63,4.068863941781711,1.0945545541501382,871240.0,1934460142.5887716,-205253385.56826085,-1923540249.3780413
64,4.139345372913478,1.0960496320193327,869415.5,1931809243.2871683,-207151119.56775522,-1920670551.1647663
65,4.214710659563333,1.0975644054165499,870583.0,1937903148.0413277,-223239419.066351,-1925002018.9504752
66,4.291040152289585,1.0990762928509155,870616.5,1927152484.2845976,-228089048.1804002,-1913607087.0961092
67,4.366567743495481,1.1005824022352677,867528.5,1922697405.616348,-224647378.85126024,-1909528441.4585433
68,4.443891628558734,1.1020781088144382,867442.0,1906719246.3781912,-231589957.0850368,-1892602540.494535
69,4.522430628862071,1.1035659214674796,867243.0,1900188744.405708,-233160088.2089991,-1885829694.7583876
70,4.603246824354496,1.1050594196992833,866738.0,1909469624.6193392,-240092527.94188327,-1894315133.5958853
71,4.684529006965226,1.10655145021972,867563.0,1908646823.6583984,-239518499.73643303,-1893558445.294283
72,4.762979783368304,1.1080496846669956,867375.5,1917155993.3059502,-225048633.73588026,-1903901314.4389963
73,4.845809184624732,1.1095603381454888,869956.5,1908854659.0531256,-245125958.89895844,-1893050282.9197884
74,4.927262809035728,1.1110843091816671,873158.0,1924254476.39308,-235140275.07462132,-1909833589.859765
75,5.008134198148205,1.112618792451015,871951.5,1934001422.1262465,-232815792.5119238,-1919937058.2244067
76,5.0905687847554715,1.1141504885189581,869365.5,1920339410.8496974,-237882428.09086722,-1905548583.2872791
77,5.173937387445208,1.1156717538933292,873711.0,1907950192.956644,-243131691.37250793,-1892395550.4739592
78,5.259227952213364,1.1172143874126503,871376.5,1927815327.6729352,-245803091.23586816,-1912080745.666772
79,5.339807286960903,1.11874658035421,867886.5,1918540873.8249474,-224603238.95855027,-1905348385.3579955
80,5.422052987513767,1.1202851606122675,869164.0,1914427681.9177227,-227699940.8122506,-1900838258.833971
81,5.504407085451086,1.1218239483199235,872100.5,1910118429.5205069,-226327023.542001,-1896662461.5910196
82,5.58895190836157,1.123368856379253,871583.5,1914806508.2181904,-233214735.91801363,-1900551196.5915127
83,5.674676906220258,1.1249222540905208,867322.5,1925615855.8205752,-235127762.54312873,-1911206780.9290204
84,5.761626691056101,1.1264800641431467,865458.0,1930598771.3673952,-236631587.55344015,-1916042042.2781005
85,5.85162119507771,1.1280376848356082,864860.0,1922491459.2579272,-253926754.9742474,-1905648082.4191866
86,5.94414836290129,1.1296136244111947,863940.5,1928826513.4316561,-261650444.8621602,-1910997321.7198272
87,6.037832809055711,1.131181766467781,862723.5,1904580434.4363592,-263835647.6708464,-1886217745.1863544
88,6.1350713338442935,1.132751656350576,861316.5,1894261782.9669528,-280069438.6861979,-1873443036.7436147
89,6.233451158809292,1.1343104394394732,863948.0,1877931384.780259,-286019554.0544254,-1856022386.8911734
90,6.329629029402547,1.1358644144568757,863161.5,1875947158.5885468,-276690764.3397534,-1855429859.290166
91,6.426726523312043,1.1374224272577786,865086.5,1882143226.2194667,-280334659.82768685,-1861149000.6184669
92,6.5226771298413775,1.1389772899004156,866763.0,1876110204.5396948,-278731520.13101983,-1855289260.267365
93,6.617436617687956,1.1405391976421457,861686.5,1878452685.1930702,-267888441.32146418,-1859252611.5392208
94,6.71449903988478,1.1421344018029627,861104.5,1899727524.638726,-266867014.43231136,-1880889859.7413847
95,6.810846657802951,1.1437353615603434,861932.5,1900674393.7126305,-265866717.52828836,-1881987789.3933342
96,6.910862979316255,1.1453258170757847,863639.0,1871884631.0540514,-287217385.2418109,-1849718423.3258908
97,7.006862902089225,1.1469076349546843,862803.5,1874115874.4558551,-263719628.52603936,-1855468207.3313794
98,7.102225804889645,1.1484842316256496,861743.5,1864030430.884807,-261354049.66651583,-1845617378.5450525
99,7.194486624368458,1.1500542183386147,858977.5,1856673876.25465,-241351939.7615105,-1840920184.0220623
100,7.287082450378924,1.1516383381778779,855437.0,1857312429.7493145,-237437651.5387274,-1842072969.057707
101,7.381507831934882,1.1532315077758082,855232.0,1855549477.3456874,-241396885.80371404,-1839780260.357775
102,7.471442449318051,1.1548268711064156,851326.0,1860084956.9447625,-216285351.11904234,-1847467643.5444036
103,7.563850746888571,1.1564384715803788,850303.5,1870661577.9520476,-226151166.51779318,-1856941137.7608838
104,7.659176661981337,1.1580551760497724,851658.5,1867424803.1625705,-244761978.1825691,-1851314929.854702
105,7.755494501735292,1.1596805260612555,850895.5,1874938823.4875448,-247371913.4164372,-1858548554.1877968
106,7.850996851170846,1.1613160195491468,852293.0,1881475666.4405866,-241336795.88688076,-1865933341.3493376
107,7.944925409053592,1.162946464467218,855542.0,1865679436.3792787,-230959831.29403645,-1851328527.2088077
108,8.041431123553995,1.1645918795986159,851549.0,1865792484.640526,-234886610.15915442,-1850948372.0809202
109,8.142657079273304,1.1662618081806373,851866.5,1876265968.8452125,-251226729.48916805,-1859370623.68879
110,8.245059138358265,1.167941231297846,848478.5,1875632031.1665962,-257289753.30271137,-1857901369.605922
111,8.34797011043359,1.1696120065172853,846035.5,1859287376.7675683,-261054972.62217104,-1840869319.2827306
112,8.453876130275834,1.1713185902994279,845876.5,1891504725.2350228,-271760828.5548409,-1871880385.508007
113,8.560902785808478,1.1730383412580951,845003.5,1894604644.7422378,-271294485.7506765,-1875080281.4493403
114,8.668360900870626,1.1747794000420961,843342.5,1911438649.420391,-268096265.38836336,-1892543817.9822578
115,8.779781677156885,1.176543208741669,846078.5,1913970364.8098352,-280333445.5587319,-1893329267.895963
116,8.887897633032432,1.1783113599461887,848752.0,1923075470.4736001,-259866974.42988622,-1905436543.3511333
117,8.996606689227395,1.1800621128132966,847228.0,1896335711.3236983,-263793202.3630256,-1877898366.906105
118,9.104430074887908,1.1818050070497026,844409.0,1884436128.5491447,-261083700.5380507,-1866262260.2128153
119,9.211624183288729,1.1835287040917257,842641.5,1855963609.1022503,-263362252.54960966,-1837182963.736559
120,9.319195061313325,1.18525182182305,841463.5,1850076823.7095091,-262388188.71335912,-1831375628.3326445
121,9.426060757110381,1.1869834128962993,840451.5,1853737294.100112,-256117077.61584115,-1835959149.352492
122,9.533658981593987,1.188727720368021,839609.5,1859037388.7686677,-252760856.4981373,-1841774134.4318404
123,9.640255314667558,1.1904787598621263,838899.5,1860854177.8777921,-248515822.8605752,-1844184957.40345
124,9.746523810559907,1.1922261837982049,837489.5,1853345583.0144181,-241786190.7888065,-1837506268.8390732
125,9.855435526453263,1.1939584463320887,841482.0,1824252161.0535824,-260597891.1161127,-1805542767.772201
126,9.963936197038093,1.1956940989144687,840076.0,1822777298.9551942,-255491349.57533413,-1804782882.1990106
127,10.074154028384738,1.1974244943911538,839212.5,1799549914.1072252,-261334103.12873083,-1780473077.55698
128,10.18570794144295,1.19917233781979,838872.0,1810899331.4701896,-260276744.93905705,-1792097208.513843
129,10.295835378514338,1.200914351630867,837227.5,1802452391.093608,-251022942.9556722,-1784887140.485061
130,10.407194733457473,1.202686361682355,838489.0,1826598047.254372,-243038817.2300222,-1810357025.4380531
131,10.5166542481818,1.2044596464462218,835085.5,1829482501.2032506,-236116657.52551466,-1814181673.9918528
132,10.627658034768665,1.2062336744100308,830701.5,1821626181.4477632,-246495086.2971111,-1804871773.1094747
133,10.739271910985018,1.2080152051232884,828966.0,1822007084.2504277,-247654174.1524248,-1805097566.6383314
134,10.852155413318231,1.2098125224772815,830460.0,1830659329.2214365,-246588677.5486191,-1813975634.833694
135,10.969152365779552,1.2116288054222881,830592.5,1833318716.6574037,-264764682.41478384,-1814099550.684071
136,11.087731994164526,1.2134712224721853,826755.0,1855915406.7232358,-268531937.68822193,-1836385742.526358
137,11.208353749491382,1.2153372377429832,824134.0,1873317561.9354155,-269532188.820168,-1853826067.0962253
138,11.328592929038944,1.2172044908916755,822694.5,1866855107.695141,-262705945.0604496,-1848278544.9053216
139,11.446988213997447,1.2190651286054581,822541.5,1861441631.4678786,-263160536.8132546,-1842745636.0621119
140,11.56737301367077,1.220969785860548,820702.0,1893603605.4405506,-258114504.96871346,-1875929507.4341702
141,11.685985593718607,1.2228873478102602,817974.5,1913134220.5706167,-246578320.36050975,-1897177292.1491895
142,11.80613739955477,1.2248131725134024,814422.5,1911633912.0797753,-256329185.80850318,-1894370492.357864
143,11.927658187772508,1.2267642455768397,814129.5,1929714764.7182014,-254200201.24078733,-1912898672.3976173
144,12.050937228168225,1.2287349935640488,813845.5,1939289881.087587,-262885831.60009333,-1921389154.3444903
145,12.175636740873735,1.2307255738378624,811493.5,1948545313.9360251,-255388830.14448395,-1931736365.5270028
146,12.299904103403449,1.2327475403369517,809395.5,1976796417.6038644,-243980944.93184268,-1961682281.910513
147,12.421646923782024,1.2347820274799,806898.5,1997606998.6875432,-220346269.72053707,-1985417145.7468827
148,12.54454099981842,1.2368311330989774,805298.0,2000614152.345814,-223546841.0196943,-1988085460.0435252
149,12.670769021664569,1.238891042312158,804653.0,1986059263.2583416,-234257053.98092458,-1972195484.6907153
150,12.794480940100602,1.240939169102094,805657.5,1979421239.2039812,-222105004.02256805,-1966920895.5623913
151,12.9205260437808,1.243020114257531,804204.5,1994147710.45705,-226126873.97971624,-1981285372.6773577
152,13.04454540172281,1.2451170575695107,799296.0,2009528368.299853,-204127508.9407245,-1999133868.2278194
153,13.169382508849363,1.2472194748251906,798570.5,2002355042.9923248,-207918350.76832095,-1991530988.3631177
154,13.295739976683386,1.2492950144587966,797312.5,1955021321.7482433,-223329329.57041624,-1942223565.669997
155,13.423756807207702,1.2513938254100416,796108.0,1967923160.5913517,-222197112.02499592,-1955338847.7191381
156,13.551478585759464,1.2535041764222858,795933.0,1973116860.3996937,-211005064.26487976,-1961801979.723774
157,13.677570956896922,1.2556076986939972,793295.5,1962960152.9845665,-208547245.02727932,-1951850560.0574868
158,13.806763187567324,1.2577375107214621,792637.0,1969945566.4586473,-219663452.84412444,-1957660211.1435676
159,13.936609166643281,1.259879507178812,791869.5,1973149380.5853558,-218664679.70194247,-1960995725.6341023
160,14.066632472681526,1.2620452379255653,790328.0,1990071196.711799,-210832326.5994559,-1978871672.959768
161,14.2001566541246,1.2642213280680674,785031.0,1969988553.7109535,-220232705.3271662,-1957639511.5690866
162,14.332002063385552,1.2663973911378392,780745.0,1972326701.5978448,-207971351.84380978,-1961331316.8988285
163,14.463149183688502,1.2685809079517008,771774.5,1966862945.1187537,-206188725.38349128,-1956025576.112426
164,14.592196329338751,1.2707654230242638,770706.0,1971673252.3260078,-191801478.43799123,-1962321993.6612895
165,14.722272622213524,1.272988599350163,767890.5,2008845894.1349154,-191031429.227223,-1999742188.2408023
166,14.854609601507917,1.2752040662608752,762147.5,1979123257.868628,-204959256.32347816,-1968481793.942697
167,14.988618625572347,1.2774427252741682,759091.0,1993635182.2977338,-208161047.59006786,-1982738060.9554868
168,15.122998595031524,1.2796942740240966,759201.0,1992481540.3374412,-204803435.954091,-1981927910.1942284
169,15.258086934888846,1.2819767251182437,755086.5,2014352586.1512039,-196424552.53182644,-2004752786.8784008
170,15.391577189614507,1.2842434894625332,750720.5,1989788360.017639,-193034431.56141484,-1980402844.3459291
171,15.52764664536148,1.2865133158567825,747323.0,1970036171.3173864,-208988207.5074175,-1958919713.878469
172,15.663045424484132,1.2887820715608296,747520.0,1968492937.4553149,-207434221.34221625,-1957533010.8653603
173,15.799293788033498,1.2910351201000527,749612.0,1932946245.5337403,-209658596.34281176,-1921542209.0348535
174,15.940051306734368,1.2933095695067167,748974.5,1914964528.730923,-235017666.46446767,-1900488316.9194286
175,16.08155227688175,1.2956062051573027,745986.5,1923245098.7476182,-238584485.18031415,-1908389151.4279733
176,16.21995382844678,1.297877493089455,742746.0,1898217166.2940814,-223631342.2698043,-1884997992.8817267
177,16.359078200013215,1.3001553129506982,742499.0,1890195366.1828065,-224598941.04736978,-1876804155.477964
178,16.497132594881283,1.3024293402691862,742326.0,1892566460.331392,-217369791.74139315,-1880042068.7871847
179,16.636184913821403,1.3047053913543107,737212.5,1880204499.3740053,-225666901.69568914,-1866612817.0955331
180,16.776161968492833,1.306984691980385,735167.0,1872493089.624901,-235308977.79940307,-1857649066.8745825
181,16.91280598567266,1.30923904694866,731793.0,1850391399.9549084,-219961635.7157278,-1837271131.8257704
182,17.04621996047866,1.3114747899570733,728358.5,1837015966.7142315,-198740171.11712217,-1826233831.2350254
183,17.179707760398667,1.3137207718502033,726363.5,1834100406.2490811,-193825780.29672316,-1823829999.5052748
184,17.311702127433588,1.3159738932003326,723882.0,1849685943.518039,-177546636.65870273,-1841145100.5989182
185,17.446588251466263,1.318241631687571,724238.5,1833780310.8613105,-190093412.15089226,-1823900963.0896728
186,17.579843379975593,1.3205114600912282,720909.0,1841804765.4096613,-174858377.99591163,-1833485571.672266
187,17.714028271794966,1.3227972828539638,722098.5,1842058349.4628286,-177501426.06471846,-1833486352.9818573
188,17.84807236220589,1.3250930332570903,718446.0,1844559401.2298956,-175876880.6906902,-1836155414.8557534
189,17.9807039000886,1.3273537520644605,715958.5,1799390382.8737428,-180407812.50104514,-1790323649.837398
190,18.11153345830479,1.3295996111417547,712742.0,1784287366.9201646,-177834107.24209255,-1775403176.1975367
191,18.243261073463717,1.3318694248292666,710871.0,1793511951.461291,-168039809.7815795,-1785622508.360336
192,18.370976052120824,1.3341196341587893,709563.5,1785468057.7482977,-154430771.06970316,-1778776917.4874897
193,18.50066807488463,1.3363852907684381,701817.5,1782558317.5748093,-154130281.5474624,-1775882319.261396
194,18.634306704049322,1.3386771755916786,699686.0,1765021112.419204,-177222931.37127012,-1756101238.5058267
195,18.765755073399493,1.3409635938746174,698679.0,1760710093.0990055,-164004903.01272553,-1753055168.4783041
196,18.896868122278097,1.3432612900169525,696938.0,1763476226.3971221,-161653023.75600868,-1756051451.688809
197,19.03219107219023,1.3455795134514965,695415.0,1735956293.6637897,-190216337.46597865,-1725503404.3640573
198,19.164093672736993,1.347889618736758,694570.0,1738998056.6952002,-172394320.5517919,-1730431865.006874
199,19.300650081218294,1.3502253334424623,693656.0,1711717629.7862675,-201527645.60847956,-1699812887.4016163
200,19.435607831012668,1.3525653654571246,692760.5,1721705948.4735086,-201491000.1799679,-1709875068.4934676
201,19.572104640510084,1.354971876392083,689183.0,1763717431.1553893,-172160891.46505672,-1755294791.3132205
202,19.707902673929247,1.3574172579870447,684396.0,1799725836.8541443,-155577119.9493994,-1792988802.9735713
203,19.845947092939323,1.3598991452241986,680899.0,1799049210.3798716,-155962660.67349103,-1792276125.4461002
204,19.982095515984057,1.3623885719466906,675928.5,1810785286.6972811,-152871598.34138763,-1804320822.065717
205,20.11950841082212,1.364923126877932,672051.0,1828098645.8849986,-145733634.0458489,-1822280540.1458788
206,20.25977709717694,1.3674860929982262,668476.5,1827677821.552057,-169018924.12943983,-1819845823.8761325
207,20.40101270309082,1.3701072971579733,664888.0,1853019352.602381,-152534824.60805976,-1846730583.5992253
208,20.542810402381278,1.372739515764793,664287.0,1847330355.688833,-155525035.51036185,-1840771959.363498
209,20.685420801765115,1.3754057484036208,657237.0,1841666472.855787,-144650960.15459156,-1835976987.0473406
210,20.827239645434304,1.3781036993846234,654887.0,1865898411.4400446,-130435496.8459433,-1861333786.019325
211,20.965867212524465,1.3807967455204857,648562.5,1863857969.1252997,-102934774.75414196,-1861013423.1698062
212,21.106692728134153,1.383517092570021,643705.5,1856132855.829698,-120190701.09422393,-1852237396.734282
213,21.2543005799732,1.386293449500427,636898.0,1833672250.3952105,-161430399.00520477,-1826552530.902535
214,21.403685862282014,1.3890477746979153,635971.0,1773222107.1462114,-205275282.45057172,-1761300286.6311262
215,21.553005211349788,1.3918363607815696,631238.5,1789072497.0519173,-200733763.5813422,-1777775676.4749742
216,21.70582784164458,1.3947356432539253,623145.5,1856155612.1841116,-188437388.8808329,-1846565733.2232578
217,21.8593406716373,1.3976631018067187,616360.0,1858703771.5857234,-181568530.2509136,-1849814201.2995565
218,22.01388431952002,1.4006166907349449,610612.0,1854883406.6951945,-186595640.48624623,-1845474063.590355
219,22.16760093348153,1.4036440088602116,605191.5,1915253440.1955545,-137088117.57645294,-1910340961.242325
220,22.321699791645823,1.4067032796068581,603063.5,1926539933.9587512,-136311122.4237071,-1921711579.566866
221,22.479933766322592,1.4098154426716767,596520.5,1922432518.8988872,-160482950.85213655,-1915722321.268328
222,22.637408405525054,1.4129273091091894,590936.0,1911137542.2328775,-156406691.15034723,-1904726660.7824135
223,22.793150123051507,1.416085922541127,584753.0,1944567814.1031857,-122562404.92983676,-1940701533.0915406
224,22.951252593226044,1.4193238360838814,582387.5,1998901683.700784,-119358892.62295486,-1995334908.1930208
225,23.110588978888323,1.4226018697445555,578970.0,2005667742.8206015,-110212255.38287474,-2002637349.4356153
226,23.271375993420108,1.425919426922121,573322.5,2014261565.4876368,-120037770.6872371,-2010681622.6864817
227,23.433127242577164,1.4293153846547482,569625.5,2068153547.8498886,-88418858.72562411,-2066262617.119552
228,23.600182134949474,1.4327855265579374,563413.0,2067548453.7592986,-105527705.73221865,-2064853629.6709654
229,23.772357223364462,1.4363513131756411,557508.5,2096596920.2603974,-131226254.79632783,-2092486156.727808
230,23.943847089903706,1.4399443681475836,552591.0,2094603252.5776505,-111264276.67757569,-2091646013.6562996
231,24.117576008285063,1.4436011607555757,542863.5,2126592806.3012235,-109719918.94298181,-2123760462.7639291
232,24.2951148602902,1.4473324296366166,535349.5,2142425723.1363714,-126288898.81785914,-2138700328.0478022
233,24.474325461341483,1.451087786287938,528449.5,2138609971.407626,-146168873.71745002,-2133608977.8027039
234,24.65681016923037,1.4549061007794446,520063.5,2148646135.5476575,-161825604.5570892,-2142543509.3630223
235,24.84728154331617,1.4588775014880782,513454.5,2199168674.816829,-197157382.35285807,-2190313180.0907784
236,25.05033651813345,1.4630372481859948,506804.5,2252243450.1420217,-260074258.10719094,-2237177225.652369
237,25.259100236165395,1.4673229629844573,493743.0,2300211416.773063,-274886071.0534539,-2283727262.5674763
238,25.467888940527523,1.4716806735338304,486260.5,2348378387.0209026,-258839745.48996025,-2334070057.8135157
239,25.68356126666866,1.4761051686707152,474268.0,2306781493.1252666,-312075737.9246375,-2285574236.5593877
240,25.902246740306857,1.480591735673176,459966.0,2297544175.8829913,-324175992.56655276,-2274559114.6368003
241,26.1260711865504,1.4851390111292813,446409.5,2284737597.3319917,-373591323.66796786,-2253986559.7519383
242,26.366941654700362,1.4899470828294694,433128.0,2326635817.458349,-438294105.87027466,-2284979760.050285
243,26.610465511905918,1.4947772629099605,421499.5,2283528867.2767973,-488214966.5833254,-2230728633.0009966
244,26.856109004107957,1.4996433748508402,404448.0,2255767446.978378,-544025321.6506989,-2189183232.2238817
245,27.108836187023268,1.5045775220870545,391282.5,2228200538.9267173,-647799411.8556709,-2131955338.1046143
246,27.362686102217598,1.5094783063583372,376061.0,2148994531.345078,-671070949.4922253,-2041529151.518208
247,27.61902999360861,1.5143099191305869,360093.0,2049166841.819604,-783106101.6782422,-1893628680.3719563
248,27.87414627667418,1.5189722488706596,343275.5,1914849428.8610198,-901793990.5200535,-1689205710.9396982
249,28.119597760419317,1.5233311990323495,326407.0,1769409420.8790283,-990190319.2149743,-1466401319.7035816
250,28.364176521729693,1.5274550514595784,313916.0,1673873589.6424482,-1159408906.7908854,-1207320910.5107305
251,28.595927499938266,1.5312533188307689,300682.0,1558022473.4683294,-1196232081.9706082,-998229850.2332191
252,28.812807897992855,1.5347533491122427,287888.0,1442284371.6451392,-1172352576.1777573,-840103354.2494577
253,29.0021546454936,1.5376779660934226,280103.0,1285589368.2365284,-1143931874.861899,-586651420.6901208
254,29.162689341876337,1.539976809614101,277080.0,1145686060.6667519,-1103239745.236919,-308963774.7951671
255,29.29640750602165,1.5416782230309873,274327.0,1076612362.800738,-1075687489.505803,-44616192.756561056
256,29.404835388942487,1.5429413193665138,275480.5,966374141.9894137,-962963644.9448054,81117204.21951331
257,29.49297460780516,1.5438228586054705,277001.0,905846041.8549584,-882143784.269879,205862564.39263585
258,29.56506677250278,1.5444306647947603,277273.0,849893934.2638103,-803394950.4591749,277265672.3705943
259,29.62043261293384,1.5447148188017337,277777.5,839054171.2525808,-745505086.3764302,385011777.0708145
260,29.669390665876136,1.5448723295272295,278381.5,840345420.1934729,-722184627.4506582,429685686.4198508
261,29.710786646393853,1.5448770109767596,278554.5,849527406.6943282,-697858796.7860242,484448051.3668653
262,29.747282212038385,1.544787303533774,278164.5,856501000.7749002,-682590002.06541,517363366.8986906
263,29.77794000067923,1.5445752784654978,277138.0,873041058.7506877,-667608941.6035007,562582430.7206682
264,29.802011015883643,1.5442721453856678,276091.5,839428370.8738754,-616642918.7804408,569553773.1820474
265,29.82369044175567,1.5439486879200595,273980.5,813603798.4328187,-590123145.1700519,560094469.137945
266,29.842519174481826,1.5435705649621934,272216.5,818901869.5236974,-579951870.7702636,578148855.8316778
267,29.85843633173067,1.5431309360609402,270896.0,828309781.4406343,-570965137.7826765,600079915.9004078
268,29.8699014980085,1.5426395083117383,269209.5,797312593.3922619,-530302242.02560914,595388027.8310158
269,29.880713227568727,1.5421479309862747,266639.5,783978366.0414675,-519188610.28647196,587422561.1685776
