真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,-34.62028741198738,1.5,2.0654977186013395,999,64.62028741198738,0.5654977186013395,-60.0,1.5
