反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,3665945492.8921843,-1339715376.2934792,897445.5
1,3624062235.965644,-1327060424.6163006,897900.5
2,3628772173.428392,-1325682876.9716995,897901.0
3,3621611383.1304455,-1322956054.924486,897881.0
4,3599062749.614575,-1322065249.8714523,898279.5
5,3595060492.711991,-1325622537.4225912,898541.0
6,3608893460.1572666,-1326488426.6147556,898384.5
7,3602576129.7928057,-1326464572.0827272,898372.5
8,3605804610.553746,-1326580660.714136,899325.5
9,3600309841.6111403,-1327971490.073437,899797.5
10,3606905826.0404596,-1329863735.3195357,900609.0
11,3551232309.828515,-1322815371.961534,900777.5
12,3550998442.5799055,-1322226710.5459886,900098.5
13,3582261902.2571964,-1327905468.2467232,901163.0
14,3581733062.500323,-1321865684.5169716,900609.5
15,3585805757.177237,-1322574382.9783692,901490.5
16,3575935355.003459,-1322230137.2406406,902198.0
17,3557991687.5821714,-1321543056.1653514,902301.5
18,3547190979.4281216,-1315076521.7409215,902206.5
19,3549624386.5264177,-1313896804.6930246,901560.0
20,3562244219.294181,-1314425369.002809,901635.0
21,3566952839.7526026,-1314052377.7924607,901680.5
22,3573195825.3284907,-1313720379.5328221,901226.5
23,3580359994.766949,-1313219067.440874,901956.0
24,3582512384.2123137,-1315677533.394064,901889.5
25,3586356629.0449023,-1314458338.4738643,902149.5
26,3563919205.5319304,-1306713613.6919205,901779.0
27,3550532027.2447896,-1304843923.5045638,901488.0
28,3549245337.350487,-1306874197.6911423,901855.0
29,3543119039.8088484,-1307319290.653213,901715.0
30,3549663527.12782,-1311446790.8695164,901583.5
31,3546847738.2307277,-1312775014.3124568,901795.5
32,3575597126.0864515,-1312610960.275083,902013.0
33,3567348543.475814,-1315237548.787108,901747.5
34,3566378562.1167345,-1314691819.208836,901953.0
35,3561639297.4410906,-1315186112.2830741,901166.5
36,3510330747.417389,-1294957888.9268649,901670.5
37,3505258606.8403077,-1295771826.7810926,901996.5
38,3500368685.944559,-1296291957.6291866,901927.5
39,3496140954.0632496,-1297691393.2355134,901506.0
40,3514531345.9372196,-1303132797.045145,902199.0
41,3514339197.701247,-1302165611.0973468,902051.0
42,3499829895.09748,-1299183415.2279963,902122.0
43,3494694595.003293,-1300199060.3059044,902550.0
44,3498096370.159739,-1310481497.1029153,902986.5
45,3499476915.4512167,-1309857551.6047478,902952.0
46,3493734086.1068163,-1309564178.139021,903906.0
47,3496193351.5998063,-1306234429.230909,903965.5
48,3491800038.3788066,-1304865650.1807427,904365.0
49,3476888477.2533484,-1303738066.6872075,904171.0
50,3416954827.8318624,-1276775646.7879448,904317.0
51,3432853691.0793457,-1283173371.2680712,904160.5
52,3419817864.957933,-1285454984.3926735,904467.5
53,3430379337.9536486,-1260698943.4689624,905205.0
54,3430854304.2761717,-1260753797.1422725,905205.0
55,3431329270.687972,-1260808610.6616025,905205.0
56,3431804237.1889772,-1260863384.0680523,905205.0
57,3432279203.7791176,-1260918117.402668,905205.0
58,3457409607.0524817,-1263862531.010707,905255.0
59,3442535321.840995,-1264397900.1277714,904990.5
60,3424492666.017081,-1262677161.3329234,905157.0
61,3436252543.262642,-1265833645.557011,905684.0
62,3456563478.4209013,-1268758490.5536551,905214.5
63,3462271516.0694847,-1267137194.1418886,905142.0
64,3441354385.471607,-1255520929.8559015,905369.5
65,3443858266.435706,-1260335454.2556074,905376.0
66,3432105121.543854,-1260310340.4044685,905645.5
67,3419147089.8514185,-1262263707.2733169,905942.5
68,3397353179.80063,-1259883626.5708022,906651.0
69,3394186257.9388947,-1258142821.2566996,906665.0
70,3385414229.6100645,-1257219591.9618607,907284.5
71,3386200869.5875545,-1256274361.4808908,907286.5
72,3388769901.038765,-1257813084.1886096,908145.5
73,3389516436.81921,-1257891781.8030722,908274.5
74,3377178871.840933,-1255253986.2085805,908672.0
75,3379350086.7867317,-1254802482.1258864,908569.0
76,3376740636.6426754,-1256005133.4351962,908653.0
77,3368577610.640834,-1254220141.2095733,908781.5
78,3368963230.4976673,-1255261345.3605099,908865.0
79,3367098459.0785027,-1255341960.7301598,908559.0
80,3392978831.2028728,-1264615182.2309048,907909.5
81,3353591270.4396915,-1254680790.752942,907414.0
82,3354282378.2476563,-1257841168.4335089,907727.5
83,3350183705.654271,-1259445140.732334,908010.5
84,3355250621.955099,-1259521566.4484282,907503.5
85,3356771127.5201936,-1259326772.3649168,907637.5
86,3367517136.910171,-1254125237.6314435,907907.0
87,3423080003.67321,-1267700701.6069803,907732.5
88,3410030368.17929,-1266998072.6811976,907984.0
89,3417834544.988691,-1271086715.4712121,908006.0
90,3416626976.7386703,-1267888520.9177904,907619.0
91,3407639457.97267,-1267955880.9837027,907428.5
92,3402886404.866344,-1267455318.4411888,907311.5
93,3398074786.10782,-1267258187.1344075,907552.0
94,3378685014.190606,-1258044010.967479,907233.5
95,3386895116.771196,-1257348650.5507205,906870.5
96,3382192503.6787505,-1257312518.6574314,907144.0
97,3382897906.0558186,-1256313319.1818528,906606.5
98,3379846257.0770397,-1256107008.4587703,905983.5
99,3379573645.5015755,-1258515269.5753012,906230.0
100,3391052920.8918056,-1257714570.8833919,906175.0
101,3351232329.854604,-1247415283.0789886,905826.0
102,3351600496.8638935,-1244735131.3253317,906445.5
103,3363193412.5098276,-1244790997.1609445,906115.5
104,3376443913.8478456,-1245458245.767129,906318.5
105,3391257694.9268484,-1246224520.6903455,906381.5
106,3387919836.51427,-1245652568.9579625,906267.0
107,3407102896.078617,-1255862004.4884582,906636.0
108,3412866264.7005196,-1255478608.0446448,906368.5
109,3374275347.7170844,-1247583718.0852017,906482.0
110,3407802419.8981876,-1257278696.3696353,905948.0
111,3388675974.9167986,-1252732224.2967026,906041.5
112,3389749958.367885,-1253817186.2761018,906328.5
113,3402346997.9179993,-1252734111.6746938,906539.0
114,3418039132.4666114,-1265413479.130892,907063.0
115,3419665882.0797668,-1266981163.7530541,907363.0
116,3427082764.2357903,-1267811001.700369,907625.5
117,3439999393.6107574,-1268477111.9373708,907840.0
118,3455492196.112816,-1269585003.575597,908067.0
119,3461883620.8512874,-1269771244.6745944,908480.5
120,3446501960.5620093,-1264747540.780381,909001.5
121,3458978862.2589417,-1267032082.9650536,909061.0
122,3457696465.850996,-1267182192.7309885,909146.0
123,3458228207.396565,-1267228062.1131482,909146.0
124,3459232175.410278,-1268320785.5044827,909249.0
125,3458461930.1046553,-1268889720.960491,909161.5
126,3453434269.965838,-1269244744.3911643,909421.5
127,3492127861.9342546,-1277934317.1775177,909722.5
128,3488120015.4314356,-1277549394.6918654,909588.5
129,3480431419.223696,-1277089215.4532216,908963.0
130,3495186844.9623566,-1275804904.9537103,909342.0
131,3470938770.736701,-1273093603.3358803,909691.5
132,3467782094.175464,-1270050343.150887,909769.5
133,3469227347.954565,-1273162482.0844972,909949.0
134,3485043119.711567,-1275281803.828387,909878.5
135,3487804062.848601,-1275404622.8544395,909952.0
136,3500004960.750109,-1276515735.154906,909645.0
137,3505839721.9755926,-1277552539.5689352,909788.0
138,3500937790.7845144,-1276967484.7191887,909604.5
139,3509976355.171754,-1276686797.0173564,909347.5
140,3507899540.564579,-1278084333.4094663,909690.0
141,3525875097.003786,-1279433604.339506,909841.0
142,3530492365.7191076,-1279573407.0330794,910002.0
143,3532079318.8791146,-1278721235.0382333,909918.5
