真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,28.878299685122244,1.5,2.7861779979466603,999,1.1217003148777565,1.2861779979466603,-20.0,1.5
