反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,-430619403.1665559,-2032212394.1579537,628088.0
1,-429496235.8022675,-2013533264.240859,623429.0
2,-442474109.2256023,-1992112520.949298,619448.5
3,-436979903.10517657,-2009307395.3166108,613925.5
4,-433643129.55014455,-2048150689.5771363,612849.0
5,-430562605.356351,-2037077887.0722003,608647.5
6,-426065397.2743373,-2041007164.4077387,602144.5
7,-438709091.5018071,-2004934377.9150484,597454.0
8,-454810222.02166045,-1964906547.957416,593544.5
9,-446041183.2984276,-1954133461.3603399,589445.0
10,-430765645.4715935,-1929588728.7495992,583896.0
11,-466066913.8140399,-1887843354.516891,580344.0
12,-465679420.3482726,-1873224604.7589364,577484.0
13,-417833404.0437007,-1891744734.4651413,574055.5
14,-454785946.47959924,-1840812389.1206832,570586.5
15,-485526343.8206546,-1794368242.2085588,567071.0
16,-458741364.4133967,-1787089676.9593754,563179.0
17,-477461424.47253704,-1764161523.806388,560316.0
18,-462656960.0944941,-1747217100.2851121,555629.5
19,-470095995.2586764,-1737234191.3724465,550650.5
20,-461443624.26850975,-1677116182.1367157,548979.0
21,-483267194.31904435,-1631955554.9583788,546911.0
22,-484640018.4023763,-1633921816.2964253,541418.0
23,-481026426.6557845,-1592155785.736436,534064.5
24,-493675887.8669768,-1570891004.1721005,532266.0
25,-513478450.119612,-1511437647.3811893,527461.0
26,-501479854.68142307,-1448191510.8430448,523959.5
27,-528149931.85035324,-1370146368.554439,522807.0
28,-505545133.7858957,-1368238149.064127,522112.5
29,-488174408.959214,-1325833117.5425637,517893.5
30,-465024843.9283376,-1305103082.1056588,515794.5
31,-491812331.41476536,-1223211777.5814638,512978.5
32,-487823152.4877626,-1153034204.7132564,511407.0
33,-482600874.9144983,-1082117617.1404004,510150.5
34,-440594437.4913687,-1034666220.0939994,509467.5
35,-451696048.72220564,-958181599.7153637,507313.5
36,-478918893.49846536,-886034309.361512,507969.5
37,-478722537.4778968,-834973747.8346024,509077.0
38,-482569167.50097543,-764538792.3240035,506714.5
39,-474903952.3079392,-707338629.1587322,506784.0
40,-449780987.21045214,-671176860.3065349,505108.0
41,-446962015.43411994,-611855455.4074235,506824.0
42,-438008842.9667851,-592070935.2452483,509065.0
43,-410051853.41266066,-537693221.1694221,506242.5
44,-392076467.08378327,-506383684.634114,506466.0
45,-350360799.8433295,-456319325.4984118,507382.0
46,-344162231.53580076,-427046777.30314857,507433.5
47,-304407985.7277837,-394126407.8359865,507078.0
48,-288076986.537461,-352435184.4739356,507670.0
49,-264362868.15834624,-291303449.17989755,509459.0
50,-254316103.5390601,-271218055.3554201,509967.5
51,-256644342.10677537,-238920731.62331307,509986.0
52,-244443297.77389693,-231703000.166736,511465.0
53,-295654497.4577781,-155174009.438608,512344.0
54,-287197542.2199099,-119607975.07527164,512017.5
55,-257918537.79253086,-138944744.3473876,512400.5
56,-270387836.4653661,-138586479.73607692,514753.0
57,-257386052.80072513,-127006601.36876318,514881.0
58,-247657594.44908065,-107048990.0311105,515910.5
59,-255171999.4733412,-84307040.03823161,515604.0
60,-256906429.22771457,-81514470.37174302,514989.0
61,-277660682.4622358,-60317642.32881528,514893.5
62,-280083588.52866316,-40256167.381695986,514963.0
63,-267870819.81716123,-44504403.07554227,514687.0
64,-254083368.49321035,-25658160.058888316,516187.0
65,-250688369.54617643,-38668495.70313811,517786.5
66,-226796549.13615605,-23299159.55942136,519267.0
67,-211492317.4100765,-11377713.188110411,519385.0
68,-203794275.61167723,-9839151.234416962,519826.5
69,-196504811.77863184,-2071555.5953772068,520090.0
70,-201152550.16420078,6492692.84458673,519643.5
71,-191627549.32130477,8456833.241705358,519709.0
72,-200160910.39928544,10773531.32300502,519327.0
73,-178335347.66071865,1362598.2203130722,520092.0
74,-187857663.19347948,17165995.39252889,521850.5
75,-215318560.32939464,49719031.75570029,522326.0
76,-197995066.1424872,51714912.1221984,521611.5
77,-193227953.1192354,57864157.147281885,522911.0
78,-190687416.34991288,59702755.76854223,524099.0
79,-189708005.07870597,68398215.34733099,523932.0
80,-178926501.00164655,60927837.29284215,524684.0
81,-192945574.72588062,81590299.9224649,524795.0
82,-185799564.68903077,76362497.09935123,523974.5
83,-185024877.35683998,75774827.1357274,523681.5
84,-164653575.99776447,79355224.202842,523157.5
85,-161577761.14394647,84282576.79598945,523052.0
86,-166659446.92458808,85356321.90972191,523417.0
87,-164686859.38280845,84383676.02088457,523771.5
88,-171593275.94121307,100696999.53090286,523817.5
89,-163277063.0180325,116405701.5042113,524268.5
90,-158180885.31908414,112308694.02640885,523539.0
91,-172476559.9717475,125799396.42797202,523189.0
92,-171321238.8978153,125239766.82512486,523175.5
93,-178034851.2497755,133781120.95006776,523017.5
94,-180568371.05825892,137070107.0982778,523083.0
95,-176654379.44891068,136071493.92146146,523119.5
96,-172506796.95475018,137842674.2815407,523379.5
97,-171006712.71063384,138584214.84649742,523701.0
98,-170488190.41229165,138923411.27677977,523778.5
99,-165734683.0772735,150940288.70245075,524297.0
100,-168836499.70055422,155506901.61139658,524142.0
101,-167631649.02026102,156863337.94688165,523470.5
102,-167755159.2673716,157197960.59817347,523707.0
103,-182501362.96838957,166591278.23971072,523102.0
104,-178841538.9711735,158467387.6495099,522866.5
105,-179519912.83340257,163377806.4473004,522745.5
106,-175020284.47831497,163246347.01710665,522404.0
107,-173958537.50677684,158916590.76530147,521976.5
108,-160516321.4233077,137691300.86310565,521815.5
109,-161522774.22286063,138577121.32590106,521713.0
