反復回数,回転角度θ（度）,スケールs,目的関数値J,勾配ノルム,∂J/∂θ,∂J/∂s
0,0.00043560236693560733,1.0000109744429042,884479.0,482464380554.84265,-56119371498.0,-479189414164.0
1,0.0008711951729769414,1.000021948943609,884479.0,482464452183.826,-56116344204.01684,-479189840808.6461
2,0.001306778418388419,1.0000329235021126,884479.0,482464523795.3618,-56113316910.03448,-479190267416.2313
3,0.0017423521034344496,1.000043898118413,884479.0,482464595389.4519,-56110289616.05288,-479190693986.75745
4,0.0021779162283794354,1.0000548727925083,884479.0,482464666966.0985,-56107262322.07209,-479191120520.2268
5,0.002613470793487773,1.0000658475243966,884479.0,482464738525.3033,-56104235028.0921,-479191547016.64124
6,0.0030490157990238492,1.0000768223140761,884479.0,482464810067.0684,-56101207734.11288,-479191973476.0029
7,0.003484551245252045,1.000087797161545,884479.0,482464881591.3956,-56098180440.13445,-479192399898.31384
8,0.003920077132436734,1.000098772066801,884479.0,482464953098.28705,-56095153146.1568,-479192826283.5761
9,0.004355593460842282,1.0001097470298426,884479.0,482465024587.7446,-56092125852.179924,-479193252631.7918
10,0.004791100230733051,1.0001207220506676,884479.0,482465096059.7702,-56089098558.20392,-479193678942.9629
11,0.005226597442373391,1.0001316971292744,884479.0,482465167514.3659,-56086071264.228645,-479194105217.09155
12,0.005662085096027647,1.000142672265661,884479.0,482465238951.53345,-56083043970.254166,-479194531454.1797
13,0.006097563191960156,1.0001536474598254,884479.0,482465310371.27496,-56080016676.280464,-479194957654.2295
14,0.006533031730435252,1.0001646227117655,884479.0,482465381773.5924,-56076989382.30759,-479195383817.243
15,0.0069684907117172545,1.00017559802148,884479.0,482465453158.4876,-56073962088.33548,-479195809943.22217
16,0.00740394013607048,1.0001865733889663,884479.0,482465524525.9626,-56070934794.36415,-479196236032.1691
17,0.007839380003759241,1.000197548814223,884479.0,482465595876.01935,-56067907500.39363,-479196662084.086
18,0.008274810315047836,1.0002085242972478,884479.0,482465667208.6597,-56064880206.42391,-479197088098.97473
19,0.008710231070200561,1.0002194998380391,884479.0,482465738523.88586,-56061852912.45494,-479197514076.8375
20,0.009145642269481703,1.000230475436595,884479.0,482465809821.6996,-56058825618.48679,-479197940017.6763
21,0.009581043913155543,1.0002414510929134,884479.0,482465881102.1026,-56055798324.519424,-479198365921.4929
22,0.010016436001486353,1.0002524268069926,884479.0,482465952365.0973,-56052771030.55285,-479198791788.2898
23,0.010451818534738401,1.0002634025788306,884479.0,482466023610.68536,-56049743736.58704,-479199217618.06885
24,0.010887191513175942,1.0002743784084256,884479.0,482466094838.86884,-56046716442.62204,-479199643410.83215
25,0.01132255493706323,1.0002853542957755,884479.0,482466166049.6498,-56043689148.657845,-479200069166.58185
26,0.011757908806664509,1.0002963302408785,884479.0,482466237243.02985,-56040661854.69443,-479200494885.31976
27,0.012193253122244016,1.0003073062437329,884479.0,482466308419.0113,-56037634560.7318,-479200920567.04816
28,0.01262858788406598,1.0003182823043364,884479.0,482466379577.5958,-56034607266.76996,-479201346211.7689
29,0.013063913092394627,1.0003292584226875,884479.0,482466450718.7855,-56031579972.80889,-479201771819.48425
30,0.01349922874749417,1.000340234598784,884479.0,482466521842.58234,-56028552678.84867,-479202197390.1961
31,0.013934534849628817,1.000351210832624,884479.0,482466592948.9883,-56025525384.88921,-479202622923.9067
32,0.014369831399062769,1.0003621871242059,884479.0,482466664038.0051,-56022498090.93049,-479203048420.61786
33,0.014805118396060224,1.0003731634735276,884479.0,482466735109.6349,-56019470796.97261,-479203473880.3317
34,0.015240395840885365,1.000384139880587,884479.0,482466806163.87976,-56016443503.015526,-479203899303.05054
35,0.015675663733802372,1.0003951163453826,884479.0,482466877200.7414,-56013416209.05921,-479204324688.7761
36,0.016110922075075418,1.0004060928679122,884479.0,482466948220.2218,-56010388915.10368,-479204750037.5106
37,0.016546170864968672,1.000417069448174,884479.0,482467019222.32294,-56007361621.148964,-479205175349.256
38,0.016981410103746288,1.000428046086166,884479.0,482467090207.0468,-56004334327.195015,-479205600624.0144
39,0.017416639791672416,1.0004390227818867,884479.0,482467161174.3953,-56001307033.24186,-479206025861.7879
40,0.017851859929011206,1.0004499995353338,884479.0,482467232124.3705,-55998279739.289505,-479206451062.57855
41,0.018287070516026786,1.0004609763465053,884479.0,482467303056.97406,-55995252445.33792,-479206876226.3882
42,0.018722271552983286,1.0004719532153996,884479.0,482467373972.2083,-55992225151.38713,-479207301353.21924
43,0.01915746304014484,1.0004829301420148,884479.0,482467444870.07495,-55989197857.43713,-479207726443.0735
44,0.019592644977775544,1.0004939071263488,884479.0,482467515750.57605,-55986170563.48793,-479208151495.9531
45,0.020027817366139525,1.0005048841683999,884479.0,482467586613.71344,-55983143269.539505,-479208576511.8601
46,0.020462980205500872,1.000515861268166,884479.0,482467657459.48914,-55980115975.59189,-479209001490.7965
47,0.020898133496123683,1.0005268384256454,884479.0,482467728287.9051,-55977088681.64507,-479209426432.7644
48,0.021333277238272042,1.000537815640836,884479.0,482467799098.96313,-55974061387.69902,-479209851337.76575
49,0.02176841143221003,1.000548792913736,884479.0,482467869892.66534,-55971034093.75374,-479210276205.80273
50,0.022203536078201715,1.0005597702443436,884479.0,482467940669.01385,-55968006799.80926,-479210701036.8775
51,0.022638651176511166,1.0005707476326569,884479.0,482468011428.0104,-55964979505.8656,-479211125830.99194
52,0.02307375672740244,1.0005817250786737,884479.0,482468082169.6568,-55961952211.92273,-479211550588.1481
53,0.023508852731139583,1.0005927025823924,884479.0,482468152893.95514,-55958924917.98062,-479211975308.3479
54,0.023943939187986645,1.000603680143811,884479.0,482468223600.90735,-55955897624.03929,-479212399991.5936
55,0.024379016098207657,1.0006146577629276,884479.0,482468294290.51556,-55952870330.098785,-479212824637.88745
56,0.024814083462066653,1.0006256354397403,884479.0,482468364962.78125,-55949843036.15904,-479213249247.23096
57,0.02524914127982765,1.0006366131742472,884479.0,482468435617.70703,-55946815742.22012,-479213673819.6268
58,0.025684189551754666,1.0006475909664465,884479.0,482468506255.2942,-55943788448.28195,-479214098355.0763
59,0.0261192282781117,1.000658568816336,884479.0,482468576875.5453,-55940761154.34457,-479214522853.5823
60,0.026554257459162765,1.0006695467239142,884479.0,482468647478.4619,-55937733860.40803,-479214947315.14636
61,0.026989277095171845,1.000680524689179,884479.0,482468718064.046,-55934706566.47221,-479215371739.7706
62,0.027424287186402926,1.0006915027121284,884479.0,482468788632.29956,-55931679272.53721,-479215796127.45715
63,0.027859287733119992,1.0007024807927607,884479.0,482468859183.2245,-55928651978.60301,-479216220478.20795
64,0.02829427873558701,1.000713458931074,884479.0,482468929716.82294,-55925624684.66959,-479216644792.02527
65,0.02872926019406795,1.0007244371270663,884479.0,482469000233.0966,-55922597390.73698,-479217069068.9109
66,0.029164232108826755,1.0007354153807355,884479.0,482469070732.0475,-55919570096.805115,-479217493308.86694
67,0.029599194480127385,1.0007463936920802,884479.0,482469141213.67773,-55916542802.874084,-479217917511.8957
68,0.030034147308233783,1.000757372061098,884479.0,482469211677.9891,-55913515508.943825,-479218341677.9989
69,0.030469090593409884,1.0007683504877873,884479.0,482469282124.9835,-55910488215.01433,-479218765807.1788
70,0.03090402433591961,1.0007793289721463,884479.0,482469352554.66296,-55907460921.08565,-479219189899.4373
71,0.031338948536026895,1.0007903075141729,884479.0,482469422967.0295,-55904433627.15775,-479219613954.7766
72,0.03177386319399564,1.000801286113865,884479.0,482469493362.0849,-55901406333.23064,-479220037973.19867
73,0.03220876831008976,1.0008122647712212,884479.0,482469563739.8313,-55898379039.30435,-479220461954.70557
74,0.03264366388457315,1.0008232434862392,884479.0,482469634100.2705,-55895351745.37881,-479220885899.2993
75,0.0330785499177097,1.0008342222589173,884479.0,482469704443.40454,-55892324451.45405,-479221309806.9821
76,0.033513426409763306,1.0008452010892535,884479.0,482469774769.23517,-55889297157.530106,-479221733677.75574
77,0.03394829336099783,1.000856179977246,884479.0,482469845077.7647,-55886269863.60694,-479222157511.62256
78,0.03438315077167716,1.0008671589228928,884479.0,482469915368.9948,-55883242569.684586,-479222581308.5844
79,0.03481799864206515,1.000878137926192,884479.0,482469985642.92737,-55880215275.76301,-479223005068.6433
80,0.03525283697242566,1.0008891169871417,884479.0,482470055899.5645,-55877187981.84221,-479223428791.80145
81,0.035687665763022534,1.0009000961057402,884479.0,482470126138.90826,-55874160687.922195,-479223852478.0609
82,0.03612248501411962,1.0009110752819854,884479.0,482470196360.9602,-55871133394.003,-479224276127.42346
83,0.036557294725980745,1.0009220545158755,884479.0,482470266565.72253,-55868106100.08456,-479224699739.89136
84,0.036992094898869746,1.0009330338074085,884479.0,482470336753.1973,-55865078806.16692,-479225123315.4668
85,0.037426885533050444,1.0009440131565825,884479.0,482470406923.3862,-55862051512.25006,-479225546854.15155
86,0.03786166662878664,1.0009549925633958,884479.0,482470477076.29144,-55859024218.333984,-479225970355.9479
87,0.03829643818634215,1.0009659720278463,884479.0,482470547211.9147,-55855996924.41869,-479226393820.8576
88,0.038731200205980774,1.0009769515499323,884479.0,482470617330.25806,-55852969630.50423,-479226817248.88293
89,0.039165952687966306,1.0009879311296517,884479.0,482470687431.3236,-55849942336.590546,-479227240640.02606
90,0.039600695632562515,1.0009989107670028,884479.0,482470757515.1129,-55846915042.677635,-479227663994.28864
91,0.04003542904003319,1.0010098904619835,884479.0,482470827581.62823,-55843887748.765495,-479228087311.67303
92,0.040470152910642106,1.001020870214592,884479.0,482470897630.8715,-55840860454.85417,-479228510592.1813
93,0.04090486724465302,1.0010318500248263,884479.0,482470967662.8445,-55837833160.94365,-479228933835.8152
94,0.04133957204232968,1.0010428298926848,884479.0,482471037677.5492,-55834805867.033905,-479229357042.577
95,0.04177426730393585,1.0010538098181652,884479.0,482471107674.9877,-55831778573.12491,-479229780212.46875
96,0.04220895302973526,1.001064789801266,884479.0,482471177655.162,-55828751279.21672,-479230203345.4926
97,0.042643629219991666,1.001075769841985,884479.0,482471247618.07367,-55825723985.30936,-479230626441.6503
98,0.04307829587496876,1.0010867499403204,884479.0,482471317563.7249,-55822696691.40277,-479231049500.9441
99,0.04351295299493029,1.0010977300962705,884479.0,482471387492.1176,-55819669397.49695,-479231472523.376
100,0.04394760058013995,1.001108710309833,884479.0,482471457403.2538,-55816642103.59195,-479231895508.948
101,0.044382238630861465,1.0011196905810062,884479.0,482471527297.13544,-55813614809.6877,-479232318457.66235
102,0.044816867147358525,1.0011306709097885,884479.0,482471597173.76416,-55810587515.78427,-479232741369.52075
103,0.04525148612989482,1.0011416512961775,884479.0,482471667033.1423,-55807560221.8816,-479233164244.5255
104,0.04568609557873402,1.0011526317401716,884479.0,482471736875.27167,-55804532927.97973,-479233587082.6787
105,0.04612069549413983,1.0011636122417689,884479.0,482471806700.15405,-55801505634.078636,-479234009883.9822
106,0.0465552858763759,1.0011745928009674,884479.0,482471876507.7916,-55798478340.17838,-479234432648.4381
107,0.0469898667257059,1.0011855734177653,884479.0,482471946298.18616,-55795451046.27885,-479234855376.0485
108,0.047424438042393484,1.0011965540921606,884479.0,482472016071.33966,-55792423752.380165,-479235278066.8154
109,0.047858999826702296,1.0012075348241514,884479.0,482472085827.2543,-55789396458.48224,-479235700720.741
110,0.048293552078895984,1.0012185156137359,884479.0,482472155565.9316,-55786369164.585106,-479236123337.82715
111,0.04872809479923818,1.0012294964609123,884479.0,482472225287.3737,-55783341870.68872,-479236545918.07605
112,0.04916262798799251,1.0012404773656784,884479.0,482472294991.58264,-55780314576.79318,-479236968461.48956
113,0.04959715164542259,1.0012514583280328,884479.0,482472364678.5602,-55777287282.89841,-479237390968.0698
114,0.050031665771792036,1.001262439347973,884479.0,482472434348.30835,-55774259989.00441,-479237813437.81885
115,0.050466170367364456,1.0012734204254974,884479.0,482472504000.82916,-55771232695.11123,-479238235870.73883
116,0.050900665432403444,1.0012844015606042,884479.0,482472573636.1245,-55768205401.21883,-479238658266.83167
117,0.05133515096717259,1.0012953827532913,884479.0,482472643254.19635,-55765178107.327194,-479239080626.0995
118,0.051769626971935476,1.001306364003557,884479.0,482472712855.04645,-55762150813.43637,-479239502948.5442
119,0.05220409344695569,1.0013173453113995,884479.0,482472782438.6771,-55759123519.54636,-479239925234.1681
120,0.052638550392496784,1.0013283266768165,884479.0,482472852005.08984,-55756096225.65709,-479240347482.9729
121,0.05307299780882233,1.0013393080998063,884479.0,482472921554.287,-55753068931.7686,-479240769694.96094
122,0.053507435696195885,1.0013502895803672,884479.0,482472991086.27014,-55750041637.88095,-479241191870.13403
123,0.053941864054880995,1.0013612711184972,884479.0,482473060601.04156,-55747014343.99403,-479241614008.4945
124,0.05437628288514119,1.0013722527141942,884479.0,482473130098.60284,-55743987050.10795,-479242036110.04407
125,0.054810692187240016,1.0013832343674565,884479.0,482473199578.9563,-55740959756.22264,-479242458174.78503
126,0.05524509196144099,1.001394216078282,884479.0,482473269042.1037,-55737932462.33808,-479242880202.71936
127,0.05567948220800765,1.0014051978466691,884479.0,482473338488.04694,-55734905168.4544,-479243302193.849
128,0.05611386292720349,1.0014161796726158,884479.0,482473407916.788,-55731877874.57145,-479243724148.17615
129,0.056548234119292023,1.00142716155612,884479.0,482473477328.3288,-55728850580.689255,-479244146065.70276
130,0.05698259578453674,1.0014381434971802,884479.0,482473546722.6713,-55725823286.8079,-479244567946.43085
131,0.05741694792320113,1.0014491254957942,884479.0,482473616099.8175,-55722795992.92731,-479244989790.36255
132,0.05785129053554868,1.0014601075519602,884479.0,482473685459.7693,-55719768699.04753,-479245411597.4998
133,0.058285623621842864,1.0014710896656764,884479.0,482473754802.52856,-55716741405.1685,-479245833367.8448
134,0.05871994718234717,1.0014820718369408,884479.0,482473824128.0975,-55713714111.2903,-479246255101.39954
135,0.05915426121732502,1.0014930540657514,884479.0,482473893436.47754,-55710686817.412865,-479246676798.1659
136,0.05958856572703989,1.0015040363521064,884479.0,482473962727.67114,-55707659523.53623,-479247098458.14606
137,0.060022860711755235,1.001515018696004,884479.0,482474032001.6799,-55704632229.66035,-479247520081.34204
138,0.06045714617173449,1.0015260010974423,884479.0,482474101258.50604,-55701604935.785286,-479247941667.756
139,0.06089142210724109,1.0015369835564192,884479.0,482474170498.1513,-55698577641.91102,-479248363217.3898
140,0.06132568851853845,1.001547966072933,884479.0,482474239720.6176,-55695550348.03751,-479248784730.2455
141,0.06175994540589,1.0015589486469818,884479.0,482474308925.9071,-55692523054.16481,-479249206206.3254
142,0.06219419276955915,1.0015699312785638,884479.0,482474378114.0214,-55689495760.29289,-479249627645.6311
143,0.06262843060980929,1.0015809139676768,884479.0,482474447284.96277,-55686468466.42178,-479250049048.165
144,0.06306265892690383,1.0015918967143191,884479.0,482474516438.7331,-55683441172.55144,-479250470413.9291
145,0.06349687772110615,1.0016028795184888,884479.0,482474585575.3341,-55680413878.681885,-479250891742.9253
146,0.06393108699267967,1.001613862380184,884479.0,482474654694.7678,-55677386584.81311,-479251313035.15564
147,0.06436528674188771,1.0016248452994028,884479.0,482474723797.03644,-55674359290.945145,-479251734290.6224
148,0.06479947696899367,1.0016358282761433,884479.0,482474792882.1416,-55671331997.077934,-479252155509.3274
149,0.06523365767426091,1.0016468113104036,884479.0,482474861950.08527,-55668304703.21151,-479252576691.2727
150,0.06566782885795279,1.0016577944021818,884479.0,482474931000.86945,-55665277409.34592,-479252997836.4604
151,0.06610199052033262,1.001668777551476,884479.0,482475000034.4963,-55662250115.481094,-479253418944.89264
152,0.06653614266166379,1.0016797607582846,884479.0,482475069050.9672,-55659222821.61703,-479253840016.57117
153,0.0669702852822096,1.0016907440226053,884479.0,482475138050.28467,-55656195527.75379,-479254261051.4983
154,0.06740441838223338,1.0017017273444364,884479.0,482475207032.45044,-55653168233.89133,-479254682049.676
155,0.06783854196199844,1.001712710723776,884479.0,482475275997.4662,-55650140940.02968,-479255103011.1062
156,0.0682726560217681,1.0017236941606222,884479.0,482475344945.3343,-55647113646.168755,-479255523935.79114
157,0.06870676056180568,1.0017346776549731,884479.0,482475413876.05646,-55644086352.30869,-479255944823.7327
158,0.06914085558237446,1.0017456612068267,884479.0,482475482789.6345,-55641059058.44937,-479256365674.933
159,0.06957494108373773,1.0017566448161812,884479.0,482475551686.0707,-55638031764.59086,-479256786489.39404
160,0.07000901706615877,1.0017676284830348,884479.0,482475620565.3667,-55635004470.73313,-479257207267.1179
161,0.07044308352990086,1.0017786122073855,884479.0,482475689427.52454,-55631977176.87618,-479257628008.10657
162,0.07087714047522728,1.0017895959892313,884479.0,482475758272.5462,-55628949883.020035,-479258048712.3622
163,0.07131118790240126,1.0018005798285705,884479.0,482475827100.43365,-55625922589.16464,-479258469379.8867
164,0.07174522581168608,1.0018115637254013,884479.0,482475895911.1886,-55622895295.31006,-479258890010.6821
165,0.07217925420334496,1.0018225476797216,884479.0,482475964704.8132,-55619868001.45624,-479259310604.7505
166,0.07261327307764118,1.0018335316915294,884479.0,482476033481.30927,-55616840707.603226,-479259731162.09393
167,0.07304728243483793,1.0018445157608231,884479.0,482476102240.67896,-55613813413.751045,-479260151682.7146
168,0.07348128227519847,1.0018554998876006,884479.0,482476170982.92395,-55610786119.89957,-479260572166.61426
169,0.073915272598986,1.00186648407186,884479.0,482476239708.0463,-55607758826.048935,-479260992613.7951
170,0.07434925340646373,1.0018774683135998,884479.0,482476308416.048,-55604731532.199104,-479261413024.25916
171,0.07478322469789485,1.0018884526128178,884479.0,482476377106.93097,-55601704238.350006,-479261833398.00854
172,0.07521718647354259,1.001899436969512,884479.0,482476445780.6969,-55598676944.501724,-479262253735.04504
173,0.0756511387336701,1.0019104213836807,884479.0,482476514437.3481,-55595649650.654236,-479262674035.371
174,0.07608508147854061,1.0019214058553219,884479.0,482476583076.88617,-55592622356.80757,-479263094298.98816
175,0.07651901470841724,1.0019323903844337,884479.0,482476651699.31335,-55589595062.96161,-479263514525.89886
176,0.07695293842356318,1.0019433749710143,884479.0,482476720304.6314,-55586567769.116455,-479263934716.105
177,0.07738685262424161,1.0019543596150617,884479.0,482476788892.8423,-55583540475.27215,-479264354869.6086
178,0.07782075731071567,1.0019653443165741,884479.0,482476857463.94794,-55580513181.42857,-479264774986.4116
179,0.07825465248324849,1.0019763290755497,884479.0,482476926017.9503,-55577485887.585815,-479265195066.5163
180,0.07868853814210322,1.0019873138919864,884479.0,482476994554.85126,-55574458593.74383,-479265615109.92444
181,0.07912241428754299,1.0019982987658824,884479.0,482477063074.65295,-55571431299.90261,-479266035116.63837
182,0.07955628091983093,1.0020092836972359,884479.0,482477131577.35706,-55568404006.06218,-479266455086.6599
183,0.07999013803923015,1.0020202686860449,884479.0,482477200062.9657,-55565376712.22259,-479266875019.99115
184,0.08042398564600377,1.0020312537323075,884479.0,482477268531.4808,-55562349418.383736,-479267294916.6342
185,0.08085782374041488,1.002042238836022,884479.0,482477336982.9041,-55559322124.54569,-479267714776.591
186,0.08129165232272657,1.0020532239971862,884479.0,482477405417.23773,-55556294830.70845,-479268134599.8636
