真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,0.44281785923513917,1.5,1.010879222957806,999,29.557182140764862,0.4891207770421939,0.0,1.0
