真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,30.001688596518775,1.5,1.499721777347901,371,0.0016885965187753982,0.00027822265209898056,30.0,0.5
