反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,411170256.78194565,-1437524932.6149435,867054.0
1,434675619.190258,-1462789861.2728493,866484.0
2,436063438.8177162,-1500122574.5765657,864091.5
3,446204853.8946381,-1523566243.79252,868563.5
4,451617017.47921634,-1543936793.2211256,864562.5
5,444073408.27998734,-1574079495.0606823,862392.0
6,458942174.54067326,-1600977684.8350463,859765.5
7,467115409.668578,-1649900720.3871055,857341.0
8,486973509.90840554,-1665206554.2703114,857825.5
9,513156591.2633674,-1714980017.2259812,855496.0
10,532242905.4538148,-1762200851.1590488,856809.0
11,539117000.5653769,-1830110316.629144,861493.5
12,548513440.6022626,-1860379660.9643562,861405.0
13,547267126.5626045,-1870591389.1535726,860332.0
14,539091435.1300908,-1902452869.435352,855796.0
15,568595489.9762607,-1960134166.201621,847865.5
16,620817022.0212953,-2014738776.7886763,849854.5
17,640700696.0409648,-2068142499.040785,844700.0
18,670153968.1001457,-2134496543.914987,840499.0
19,665055213.3338977,-2141557243.8978176,838958.5
20,674230850.9263926,-2165648090.270402,845125.0
21,683512571.7757219,-2200932295.432251,842683.0
22,698301704.9467273,-2219547057.650764,840651.0
23,729433046.6312647,-2276740893.4520345,842097.5
24,734197445.1587405,-2299330826.336132,846353.5
25,758730799.7923961,-2365950930.7555175,840575.0
26,771434028.3921328,-2377420827.838564,844674.5
27,799682151.4203851,-2421401834.6128654,845770.0
28,810843629.4080753,-2475091048.342896,840574.5
29,824176102.486443,-2488573513.6548424,840579.0
30,785847538.1318797,-2511642833.6878347,839020.5
31,815693246.1579567,-2554112947.0678687,837946.5
32,821108512.6336684,-2590251451.848349,837766.0
33,843688806.3824167,-2594688425.0920796,834733.5
34,841236670.8813281,-2670923101.200923,834753.5
35,862815126.2734668,-2716945971.1399145,830699.5
36,867810247.3672225,-2745105830.9515386,822879.0
37,861185641.5285228,-2784622059.307344,822402.0
38,885285611.3717524,-2823114866.0078654,823517.0
39,892783122.4117365,-2867745721.2069955,822908.0
40,867328003.737118,-2932042401.526749,820208.0
41,872824359.3863645,-2953153749.273288,821584.0
42,889736297.195985,-2956209043.4481435,818368.5
43,873305151.3143117,-3000635837.989652,820886.0
