反復回数,回転角度θ（度）,スケールs,目的関数値J,勾配ノルム,∂J/∂θ,∂J/∂s
69,4.522604993666214,1.1035466066758133,867534.0,1900393594.3984003,-233246925.5873555,-1886025367.0973034
70,4.603408565803238,1.1050401128181473,866712.5,1909558575.4770794,-240044128.6127836,-1894410929.4175282
71,4.6847033906999815,1.1065321344679753,867579.5,1908554651.9771903,-239483769.19832045,-1893469932.1284032
72,4.763215071804744,1.1080316022464658,867254.0,1917462652.5152516,-224984964.18186498,-1904217631.9115705
73,4.84600453382564,1.1095423571614933,869907.0,1909089127.82517,-244854639.9134788,-1893321817.1491895
74,4.927380829303468,1.1110663573932877,873238.0,1924464019.573068,-234756629.391864,-1910091905.5343647
75,5.008366040330152,1.1126007918464007,871626.0,1933365044.428858,-233030357.3300596,-1919269977.7733264
76,5.090751163323045,1.1141316816059474,869111.5,1920922681.6098804,-237703585.98107946,-1906158690.648559
77,5.174137390128087,1.1156528449104846,873732.5,1907812318.4674923,-243038956.42066848,-1892268455.6262784
78,5.259376365836398,1.1171954692313353,871248.5,1927853955.0844083,-245619916.82853854,-1912143229.0996764
79,5.339992862618864,1.1187279568797215,867735.0,1918845589.7219892,-224617077.36028677,-1905653579.681693
80,5.422209675342688,1.12026654386191,869138.5,1914496454.6655378,-227603971.73278636,-1900919016.4176838
81,5.504561628958128,1.1218056415328523,871917.0,1910696271.1100566,-226322668.91465974,-1897244920.9232898
82,5.5890359292084675,1.123350320959198,871611.0,1914578883.276253,-232836504.69184852,-1900368243.8859649
83,5.674682954338465,1.1249030001741325,867303.5,1924908780.4558606,-234865915.94692248,-1910526580.4490871
84,5.76169200133544,1.1264621756485782,865346.5,1932272555.852838,-236678253.8050862,-1917722773.050848
85,5.851748259482474,1.1280197707416024,864812.0,1922622690.3111691,-254585886.82255054,-1905692534.3638551
86,5.944044301543463,1.1295945351067536,863840.5,1927914520.623866,-260628044.25880855,-1910216590.1745749
87,6.037741192560765,1.1311628152660314,862362.5,1904976865.1198747,-264097707.04213607,-1886581367.918445
88,6.134921787384823,1.1327323185254203,861522.0,1893843547.0897079,-279744169.3865274,-1873068760.2294712
89,6.233211777680779,1.134291417750265,863569.5,1878231610.24147,-285752852.80455613,-1856367228.978233
90,6.3293894293940385,1.1358455085802692,863177.0,1875880150.5681303,-276754383.0665029,-1855352621.6730313
91,6.426620727685147,1.1374037914206923,865060.0,1882268784.9157326,-281146395.21930283,-1861153535.6126156
92,6.5225763335275,1.13895868457659,866902.5,1876284750.384822,-278722771.2088733,-1855467079.0224977
93,6.61760997388334,1.140520896759154,861483.5,1878111814.4254236,-269024828.0930855,-1858744100.0185697
94,6.714376831622914,1.142115163017865,861050.5,1899641023.6586053,-265586395.84791005,-1880983754.6101327
95,6.810623304180457,1.143716065184293,862226.0,1900716378.7689497,-265266718.62743175,-1882114853.166295
96,6.910875959704133,1.1453067757108217,863537.0,1871522998.563177,-288013243.37500614,-1849228678.609413
97,7.0068738778156945,1.1468884273936524,862806.5,1873788353.7317624,-263605242.16970372,-1855153651.5559676
98,7.1023203619768305,1.1484651584756913,861822.0,1864157189.6942961,-261803998.24709475,-1845681634.0828586
99,7.194652284746486,1.1500360861223042,859077.5,1856914798.198881,-241235677.50663942,-1841178404.0847056
100,7.287260173150475,1.1516201127157326,855685.0,1857304527.1006773,-237475751.10755157,-1842060089.6888716
101,7.381734016450246,1.1532135461644766,855428.0,1855841307.9315712,-241536648.51686895,-1840056251.2185338
102,7.471665225411514,1.1548089615144501,851331.0,1860145914.238792,-216205400.4052351,-1847538374.9992537
103,7.5638269486175265,1.1564192042341777,850480.5,1869364272.314748,-225080643.34138596,-1855764394.151336
104,7.65901736406648,1.158035119379018,851746.5,1866714877.7147787,-244182472.5248577,-1850675378.0156446
105,7.755426403692334,1.1596612451675647,850875.5,1875610444.2329552,-247939469.71375382,-1859150493.6055622
106,7.850879853624759,1.1612966792945367,852225.5,1881537141.142308,-241070041.09961307,-1866029809.1890707
107,7.944946850234974,1.1629272486926343,855944.0,1865427604.1707408,-231673685.3003828,-1850985534.7737134
108,8.041418253525165,1.1645724631612648,851489.5,1865734778.564502,-234951164.9879663,-1850882009.749927
109,8.142645915398036,1.1662423912811182,851866.5,1876265425.1235042,-251223027.35443658,-1859370575.2325854
110,8.245078327280677,1.1679219197555977,848656.5,1875692837.500296,-257376505.90490305,-1857950740.697421
111,8.34801598052176,1.1695927037842264,846046.5,1859197294.1644747,-261232251.9374389,-1840753185.295682
112,8.453970005606445,1.1712993615324994,845841.0,1891383231.3902102,-271908916.9588075,-1871736110.9040883
113,8.560914630239147,1.1730186159306577,845106.0,1894479498.903516,-271401492.4086759,-1874938346.1020954
114,8.668345674459193,1.1747594755383115,843327.0,1911186836.4713707,-268123437.5456375,-1892285640.7371898
115,8.779768363358373,1.176523283630764,846078.5,1913969692.2780683,-280329282.13011307,-1893329204.4806733
116,8.887817708045901,1.1782912892986956,848641.0,1922998181.9990664,-259480163.3840971,-1905411255.5513775
117,8.996574613688509,1.1800424342121048,847143.5,1896525281.411306,-263541787.789361,-1878125094.1087554
118,9.104171642247877,1.1817856300509615,844487.0,1885446019.0963821,-260094003.7663265,-1867420092.033712
119,9.211643461275653,1.1835105476703873,842408.5,1857204842.91153,-264596661.315768,-1838259621.3142989
