真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,29.97542246258296,1.5,1.5058495779554568,443,0.024577537417041384,0.0058495779554568195,0.0,1.0
