反復回数,回転角度θ（deg）,スケールs
0,0.00043590372026404287,1.0000109828921386
1,0.0008717978656535454,1.0000219658421579
2,0.0013076824364335227,1.000032948850056
3,0.0017435574328689828,1.0000439319158307
4,0.0021794228552249263,1.0000549150394804
5,0.0026152787037663477,1.0000658982210031
6,0.003051124978758232,1.000076881460397
7,0.003486961680465559,1.0000878647576603
8,0.003922788809153302,1.0000988481127908
9,0.004358606365086422,1.0001098315257868
10,0.00479441434852988,1.0001208149966463
11,0.005230212759748625,1.0001317985253673
12,0.0056660015990076,1.000142782111948
13,0.006101780866571742,1.0001537657563864
14,0.006537550562705978,1.0001647494586807
15,0.00697331068767523,1.000175733218829
16,0.007409061241744413,1.0001867170368295
17,0.007844802225178433,1.0001977009126801
18,0.008280533638242191,1.000208684846379
19,0.008716255481200579,1.0002196688379241
20,0.009151967754318483,1.0002306528873137
21,0.009587670457860778,1.000241636994546
22,0.01002336359209234,1.0002526211596188
23,0.01045904715727803,1.0002636053825302
24,0.010894721153682707,1.0002745896632785
25,0.011330385581571217,1.0002855740018617
26,0.011766040441208403,1.000296558398278
27,0.0122016857328591,1.0003075428525252
28,0.01263732145678814,1.0003185273646018
29,0.013072947613260336,1.0003295119345057
30,0.01350856420254051,1.000340496562235
31,0.01394417122489346,1.0003514812477876
32,0.014379768680583988,1.0003624659911619
33,0.014815356569876887,1.0003734507923558
34,0.01525093489303694,1.0003844356513676
35,0.015686503650328927,1.000395420568195
36,0.016122062842017615,1.0004064055428366
37,0.016557612468367768,1.0004173905752902
38,0.016993152529644142,1.0004283756655539
39,0.01742868302611149,1.000439360813626
40,0.017864203958034543,1.0004503460195042
41,0.01829971532567804,1.000461331283187
42,0.018735217129306713,1.0004723166046723
43,0.019170709369185277,1.0004833019839583
44,0.019606192045578442,1.000494287421043
45,0.020041665158750915,1.0005052729159245
46,0.0204771287089674,1.000516258468601
47,0.020912582696492578,1.0005272440790702
48,0.02134802712159114,1.0005382297473306
49,0.021783461984527755,1.0005492154733804
50,0.022218887285567104,1.0005602012572175
51,0.022654303024973836,1.0005711870988399
52,0.023089709203012617,1.0005821729982458
53,0.02352510581994809,1.0005931589554333
54,0.023960492876044893,1.0006041449704006
55,0.024395870371567662,1.0006151310431457
56,0.02483123830678102,1.0006261171736666
57,0.02526659668194959,1.0006371033619614
58,0.02570194549733798,1.0006480896080283
59,0.0261372847532108,1.0006590759118654
60,0.026572614449832638,1.0006700622734708
61,0.027007934587468092,1.0006810486928426
62,0.02744324516638174,1.0006920351699788
63,0.02787854618683816,1.0007030217048776
64,0.028313837649101923,1.000714008297537
65,0.02874911955343758,1.0007249949479553
66,0.029184391900109696,1.0007359816561303
67,0.029619654689382813,1.0007469684220602
68,0.030054907921521472,1.0007579552457433
69,0.0304901515967902,1.0007689421271775
70,0.030925385715453536,1.000779929066361
71,0.03136061027777598,1.000790916063292
72,0.031795825284022056,1.0008019031179682
73,0.03223103073445626,1.000812890230388
74,0.0326662266293431,1.0008238774005496
75,0.033101412968947044,1.0008348646284508
76,0.033536589753532596,1.00084585191409
77,0.033971756983364215,1.0008568392574648
78,0.03440691465870638,1.0008678266585738
79,0.03484206277982354,1.000878814117415
80,0.03527720134698015,1.0008898016339864
81,0.03571233036044066,1.0009007892082862
82,0.03614744982046951,1.0009117768403124
83,0.036582559727331126,1.0009227645300631
84,0.03701766008128994,1.0009337522775363
85,0.03745275088261037,1.0009447400827303
86,0.03788783213155682,1.0009557279456431
87,0.038322903828393685,1.000966715866273
88,0.03875796597338538,1.0009777038446177
89,0.03919301856679627,1.0009886918806756
90,0.039628061608890756,1.0009996799744447
91,0.04006309509993321,1.0010106681259232
92,0.040498119040187984,1.001021656335109
93,0.040933133429919444,1.0010326446020006
94,0.04136813826939195,1.0010436329265957
95,0.041803133558869845,1.0010546213088924
96,0.042238119298617455,1.001065609748889
97,0.042673095488899124,1.0010765982465835
98,0.04310806212997917,1.001087586801974
99,0.043543019222121906,1.0010985754150585
100,0.04397796676559165,1.0011095640858354
101,0.0444129047606527,1.0011205528143026
102,0.04484783320756935,1.0011315416004583
103,0.04528275210660588,1.0011425304443005
104,0.045717661458026575,1.0011535193458272
105,0.04615256126209571,1.0011645083050367
106,0.046587451519077554,1.001175497321927
107,0.04702233222923636,1.001186486396496
108,0.04745720339283638,1.0011974755287423
109,0.047892065010141864,1.0012084647186636
110,0.048326917081417044,1.0012194539662582
111,0.04876175960692615,1.0012304432715242
112,0.0491965925869334,1.0012414326344596
113,0.04963141602170302,1.0012524220550625
114,0.05006622991149921,1.001263411533331
115,0.050501034256586176,1.0012744010692631
116,0.05093582905722811,1.0012853906628572
117,0.051370614313689195,1.001296380314111
118,0.05180539002623362,1.001307370023023
119,0.052240156195125544,1.0013183597895912
120,0.05267491282062914,1.0013293496138136
121,0.05310965990300857,1.0013403394956883
122,0.05354439744252797,1.0013513294352137
123,0.0539791254394515,1.0013623194323875
124,0.05441384389404328,1.001373309487208
125,0.054848552806567454,1.0013842995996731
126,0.055283252177288134,1.001395289769781
127,0.05571794200646944,1.00140627999753
128,0.056152622294375475,1.001417270282918
129,0.05658729304127034,1.0014282606259433
130,0.05702195424741813,1.0014392510266037
131,0.05745660591308293,1.0014502414848976
132,0.05789124803852882,1.001461232000823
133,0.05832588062401987,1.0014722225743777
134,0.05876050366982015,1.0014832132055602
135,0.059195117176193704,1.0014942038943684
136,0.0596297211434046,1.0015051946408005
137,0.06006431557171686,1.0015161854448547
138,0.060498900461394535,1.0015271763065288
139,0.06093347581270164,1.0015381672258212
140,0.06136804162590221,1.0015491582027298
141,0.061802597901260255,1.0015601492372528
142,0.062237144639039774,1.0015711403293883
143,0.06267168183950476,1.0015821314791344
144,0.06310620950291924,1.0015931226864894
145,0.06354072762954716,1.001604113951451
146,0.06397523621965251,1.0016151052740176
147,0.06440973527349927,1.0016260966541872
148,0.06484422479135139,1.0016370880919578
149,0.06527870477347285,1.0016480795873277
150,0.06571317522012755,1.0016590711402948
151,0.06614763613157948,1.0016700627508575
152,0.06658208750809257,1.0016810544190136
153,0.06701652934993071,1.0016920461447614
154,0.06745096165735788,1.001703037928099
155,0.06788538443063794,1.0017140297690244
156,0.06831979767003482,1.0017250216675357
157,0.0687542013758124,1.001736013623631
158,0.06918859554823459,1.0017470056373086
159,0.06962298018756528,1.0017579977085664
160,0.07005735529406833,1.0017689898374027
161,0.0704917208680076,1.0017799820238154
162,0.07092607690964699,1.0017909742678026
163,0.07136042341925032,1.0018019665693625
164,0.07179476039708146,1.0018129589284932
165,0.07222908784340423,1.0018239513451928
166,0.0726634057584825,1.0018349438194594
167,0.07309771414258005,1.001845936351291
168,0.07353201299596074,1.001856928940686
169,0.07396630231888836,1.0018679215876423
170,0.07440058211162671,1.0018789142921578
171,0.07483485237443963,1.0018899070542309
172,0.07526911310759084,1.0019008998738597
173,0.07570336431134418,1.0019118927510422
174,0.0761376059859634,1.0019228856857765
175,0.0765718381317123,1.0019338786780607
176,0.07700606074885459,1.001944871727893
177,0.07744027383765406,1.0019558648352713
178,0.07787447739837447,1.001966858000194
179,0.07830867143127952,1.001977851222659
180,0.07874285593663298,1.0019888445026646
181,0.07917703091469855,1.0019998378402086
182,0.07961119636573996,1.0020108312352893
183,0.08004535229002092,1.002021824687905
184,0.08047949868780513,1.0020328181980533
185,0.0809136355593563,1.0020438117657329
186,0.0813477629049381,1.0020548053909415
187,0.08178188072481422,1.0020657990736772
188,0.08221598901924836,1.0020767928139382
189,0.08265008778850415,1.0020877866117228
190,0.08308417703284528,1.002098780467029
191,0.08351825675253538,1.0021097743798546
192,0.08395232694783814,1.002120768350198
193,0.08438638761901714,1.0021317623780575
194,0.08482043876633605,1.0021427564634307
195,0.08525448039005848,1.002153750606316
196,0.08568851249044807,1.0021647448067117
197,0.0861225350677684,1.0021757390646155
198,0.0865565481222831,1.0021867333800258
199,0.08699055165425573,1.0021977277529406
200,0.08742454566394993,1.002208722183358
201,0.08785853015162924,1.002219716671276
202,0.08829250511755726,1.0022307112166928
203,0.08872647056199755,1.0022417058196067
204,0.08916042648521365,1.0022527004800155
205,0.08959437288746915,1.0022636951979174
206,0.09002830976902758,1.0022746899733106
207,0.09046223713015247,1.0022856848061932
208,0.09089615497110735,1.0022966796965633
209,0.09133006329215577,1.002307674644419
210,0.09176396209356122,1.0023186696497584
211,0.09219785137558723,1.0023296647125794
212,0.09263173113849728,1.0023406598328806
213,0.09306560138255487,1.0023516550106595
214,0.09349946210802351,1.0023626502459146
215,0.09393331331516666,1.002373645538644
216,0.0943671550042478,1.0023846408888457
217,0.0948009871755304,1.0023956362965178
218,0.09523480982927791,1.0024066317616585
219,0.0956686229657538,1.0024176272842658
220,0.0961024265852215,1.002428622864338
221,0.09653622068794446,1.002439618501873
222,0.0969700052741861,1.002450614196869
223,0.09740378034420984,1.002461609949324
224,0.09783754589827912,1.0024726057592364
225,0.09827130193665731,1.0024836016266039
226,0.09870504845960786,1.002494597551425
227,0.09913878546739413,1.0025055935336975
228,0.09957251296027951,1.0025165895734198
229,0.1000062309385274,1.0025275856705897
230,0.10043993940240115,1.0025385818252055
231,0.10087363835216415,1.0025495780372653
232,0.10130732778807974,1.0025605743067671
233,0.10174100771041128,1.0025715706337093
234,0.10217467811942212,1.0025825670180897
235,0.10260833901537558,1.0025935634599066
236,0.103041990398535,1.002604559959158
237,0.1034756322691637,1.0026155565158419
238,0.103909264627525,1.0026265531299565
239,0.10434288747388222,1.0026375498015
240,0.10477650080849864,1.0026485465304706
241,0.10521010463163756,1.0026595433168664
242,0.10564369894356228,1.0026705401606852
243,0.10607728374453605,1.0026815370619253
244,0.10651085903482219,1.0026925340205848
245,0.10694442481468391,1.0027035310366619
246,0.10737798108438452,1.0027145281101546
247,0.10781152784418724,1.002725525241061
248,0.10824506509435532,1.0027365224293792
249,0.108678592835152,1.0027475196751074
250,0.1091121110668405,1.0027585169782438
251,0.10954561978968405,1.0027695143387862
252,0.10997911900394587,1.002780511756733
253,0.11041260870988916,1.0027915092320823
254,0.11084608890777711,1.002802506764832
255,0.11127955959787295,1.0028135043549804
256,0.11171302078043982,1.0028245020025255
257,0.11214647245574094,1.0028354997074653
258,0.11257991462403945,1.0028464974697981
259,0.11301334728559852,1.0028574952895222
260,0.11344677044068133,1.0028684931666354
261,0.11388018408955101,1.0028794911011358
262,0.1143135882324707,1.0028904890930217
263,0.11474698286970357,1.002901487142291
264,0.11518036800151271,1.002912485248942
265,0.11561374362816126,1.0029234834129728
266,0.11604710974991232,1.0029344816343815
267,0.11648046636702901,1.002945479913166
268,0.11691381347977443,1.0029564782493248
269,0.11734715108841168,1.0029674766428556
270,0.1177804791932038,1.0029784750937567
271,0.11821379779441393,1.0029894736020264
272,0.11864710689230511,1.0030004721676626
273,0.1190804064871404,1.0030114707906634
274,0.11951369657918287,1.003022469471027
275,0.11994697716869557,1.0030334682087514
276,0.12038024825594151,1.0030444670038348
277,0.12081350984118377,1.0030554658562754
278,0.12124676192468538,1.0030664647660712
279,0.12168000450670932,1.0030774637332203
280,0.12211323758751864,1.0030884627577208
281,0.12254646116737634,1.0030994618395708
282,0.1229796752465454,1.0031104609787684
283,0.12341287982528883,1.003121460175312
284,0.12384607490386959,1.0031324594291995
285,0.12427926048255067,1.0031434587404289
286,0.12471243656159506,1.0031544581089984
287,0.12514560314126572,1.0031654575349063
288,0.12557876022182557,1.0031764570181505
289,0.1260119078035376,1.003187456558729
290,0.12644504588666475,1.0031984561566403
291,0.12687817447146996,1.0032094558118823
292,0.1273112935582161,1.003220455524453
293,0.12774440314716615,1.0032314552943506
294,0.12817750323858296,1.0032424551215733
