真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,29.279289070982898,1.5,1.6814198669374703,999,0.7207109290171019,0.18141986693747025,30.0,1.8
