反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,77277991.35927695,-20266965.856186867,665449.0
1,76897895.52151719,-19756235.474001378,665527.5
2,71534791.67040971,-21178564.517540008,665339.5
3,57234121.33427492,-12172891.307730049,665344.0
4,58557405.07184547,-12169625.747590423,665420.0
5,60947527.61540124,-12481896.571108282,664903.0
6,61351461.933973104,-12167319.739560276,665162.0
7,60159481.94047314,-12112235.678943872,664636.5
8,61063241.2906045,-11093456.313494146,665543.5
9,61172132.2644943,-12394414.284849226,665536.5
10,55369706.42282921,1840129.506688416,665468.5
11,54954684.315218925,1460987.4283268452,665179.0
12,53202030.65533751,1738021.1046657264,664664.5
13,53425644.934278876,874842.7380416095,664813.5
14,53338618.40639356,759298.3647589087,664563.0
15,54563904.02311286,2750387.080229372,664404.0
16,54659072.44875854,1707544.437898934,664179.5
17,56380347.50946304,590645.1946550012,663954.5
18,60973709.54306701,-2284493.7728404105,663631.0
19,61299768.894738376,-2380005.661736995,663162.5
20,63500464.794121504,390399.5276850164,663643.0
21,60733238.752664894,1276569.7949856222,663201.5
22,61638151.13199586,179483.50443017483,663059.5
23,65734256.04532617,-3042769.233585626,662278.5
24,62807233.502445966,-2664451.426000774,661748.5
25,59908391.01514435,-751254.9821453393,661859.5
26,58671658.005203694,-652780.4714699984,661716.0
27,60744669.12633827,2896961.2176247835,661398.0
28,61485790.77578971,2047622.7139341533,661215.5
29,62015365.46283051,493184.0991704166,660575.0
30,57039768.49656558,4822541.17972374,660203.0
31,50796129.37817502,9379512.20358637,660521.0
32,47612833.15860462,10378454.32431376,660223.0
33,47684695.76429072,10873805.814728618,659965.5
34,47804234.087273955,10792158.8555426,659404.0
35,50380504.36304879,10834071.106563449,660011.5
36,49232244.60837716,10010096.251107275,660186.0
37,49815820.80724588,7982245.919659317,660511.5
38,46693673.01562753,7619541.968460381,659376.5
39,43589832.37822187,9342242.340634167,659000.5
40,23544180.30771905,15169748.31987089,658854.0
41,21337175.499953777,15156946.173907101,658830.0
42,23633870.532105744,20038545.124467015,658820.5
43,27191044.981333464,19900830.24501908,658714.0
44,28170268.61566484,19801777.389039814,658825.0
45,28098860.671605676,21176401.64829901,658957.0
46,23759959.577549785,20063479.436840385,659457.0
47,20726637.009654313,17788355.068428367,659529.0
48,24240361.699837923,21743502.10178289,659572.5
49,20549199.388801813,19593932.310759485,659689.0
50,19520472.928465605,18732433.328391433,659791.5
51,19035634.897067904,17858360.467131227,659606.0
52,18916608.572169542,17851503.662303478,659621.5
53,11583660.38550812,19190001.417648196,659307.0
54,11669683.886576772,19197307.583450943,658672.5
55,11253174.760971785,19221714.752432466,658670.0
56,11940939.13241455,17499970.705936313,658465.0
57,8220552.595020831,20540452.66663459,657871.0
58,6466144.236350298,20437614.205243587,658050.0
59,11714350.129726022,18319911.197026342,657850.0
60,14357233.52139461,18979506.932930052,657517.5
61,16540601.23210302,17271248.17161593,657841.0
62,17708585.21803373,16366000.965708435,657461.0
63,19040512.406951457,16590471.588566542,657183.0
64,18661569.837081015,14975114.144114316,657112.0
65,19631759.03232968,14007223.555364937,657140.0
66,19042558.26430607,13410842.126427233,657175.5
67,19165688.132896006,12221111.67924726,656966.0
68,19835253.723495215,12521671.528755069,656882.5
69,18411239.53526172,13084514.324890882,656479.5
70,18659468.49625814,13870772.140770584,656408.5
71,6683889.9200642705,22549301.783297777,656539.0
72,2713293.2162750065,20842473.906414032,656639.5
73,2242677.992640108,20508805.094302297,656397.0
74,-8486675.77000469,34135374.263877034,656447.0
75,-9110760.810206532,34767876.17244652,656223.5
76,-8491410.58020562,36105742.260169655,656158.5
77,-6197216.4456269145,35952689.94058618,656114.5
78,-4743760.083643556,35767718.28270972,656036.5
79,-4773330.647324771,36434771.42492312,655816.0
80,-5914285.869408578,37430609.45543286,655601.5
81,-7384038.2871619165,39211826.11557716,655637.5
82,-9252840.934731066,39505949.77393922,655348.0
83,-9417839.660732388,38756258.73110932,655248.5
84,-8971955.570017815,38733636.44635177,655222.0
85,-11493113.403936714,38864180.50847426,655318.0
86,-12971174.946007162,38669695.274036855,655017.5
87,-14426933.354594678,39368805.28345996,655098.0
88,-15484996.448312461,39405433.31978795,654896.0
89,-14797241.938658714,40402297.47717959,655179.0
90,-14246252.859884292,39853402.80533147,655306.0
91,-16681493.83156848,39411547.778023094,655529.5
92,-17201251.73468107,39762949.217103064,655416.0
93,-18194981.1078555,38002675.46119383,655647.0
94,-17226994.651338756,38273183.432900906,655675.5
95,-16690569.867655694,36860661.83864552,655582.0
96,-18795258.574260563,38874456.98072457,655167.0
97,-16379576.391631544,40570908.61331731,654808.0
98,-19296524.368570954,39321010.89067978,654795.0
99,-19267442.51605156,38771990.44007182,654649.5
100,-16359077.662231356,39688171.97578487,654413.0
101,-14574470.003676057,38207660.51981318,654436.0
102,-16776174.6327039,37460454.80314481,654327.0
103,-16227460.213755965,37684454.17690623,654541.5
104,-17839982.849817574,37857770.11953023,654496.0
105,-16178126.647506207,35567209.27313772,654640.0
106,-16280500.48186922,35701898.955881715,654395.0
107,-16825120.21647817,35827180.19109422,654534.0
108,-16587418.401190877,36519908.192237735,654752.0
109,-16923957.729391962,35679346.3656604,655146.5
110,-14444783.326279104,35351175.70214075,655328.0
111,-14859370.696680337,36539540.30119857,654982.5
112,-12877611.150696754,37574469.8082594,655168.5
113,-12239127.89492166,37135209.451620966,654972.5
114,-11742719.972202241,37288802.9848395,655400.5
115,-13669304.629848838,37210624.91015056,655166.5
116,-17409829.771907568,36799639.6934194,655029.0
117,-16597860.94339192,37551183.523888946,655002.5
118,-16229858.076777488,36634921.69994733,655329.0
119,-37112627.985673845,45782972.1257872,654666.0
120,-37230327.35263914,45491211.36445236,654402.0
121,-37454681.523138374,45452173.05478969,654084.5
122,-39277348.59709081,45080473.193345845,654081.0
123,-39523639.74490234,45680134.52866599,653967.5
124,-39854389.59915602,45810033.087150365,653918.5
125,-40140958.2821531,45839508.79685229,654174.0
126,-39927815.331757426,45888048.00580484,654196.0
127,-41630427.37876728,46746028.61507997,654677.5
128,-41759631.54740664,46840532.70912585,654613.0
129,-42108211.521136194,47310479.996973425,654444.5
130,-50607970.2666367,60136491.88992196,654361.5
131,-51017548.259655476,59982439.72400832,654339.5
132,-47544521.03898209,60454662.25031039,654553.5
133,-55813061.65085989,72120466.80531535,654446.5
134,-52708074.19141251,73911448.03611094,654510.5
135,-55218128.12557635,73784581.96295115,654452.5
136,-53143655.10607946,74127249.01626393,654749.5
137,-52460858.0020659,73253374.57278258,654877.5
138,-49407393.82552284,73741680.0932625,654667.0
139,-44646622.63832608,76489281.19815996,654444.5
140,-44267749.79393992,75482689.37855202,654382.0
141,-48020402.03972432,75962527.95857874,654220.5
142,-46407249.1544666,76890236.6459758,654262.0
143,-46367775.72201109,79482103.99986252,654223.0
144,-45567128.262114584,79981476.79040974,654312.5
145,-46093218.723995775,82497221.31992617,654113.5
146,-45063127.92500457,81287508.33493134,654270.0
147,-44855099.35230067,81832173.138197,653613.0
148,-43373651.76613885,83596204.62939918,654172.5
149,-38536183.680288166,81018030.84857908,653632.5
150,-40425599.79624829,80727734.73754391,653407.5
151,-34901812.669216126,81688796.35372204,653095.5
152,-40918051.81121057,85856619.70381835,653150.0
153,-40002625.7296333,85203793.25100604,653381.0
154,-40562465.53307599,84534833.40767232,652832.0
155,-44168447.91712502,84855442.26254094,652927.0
156,-46307842.16365972,82862921.49373454,652905.0
157,-43978319.8626709,78942656.8711021,652898.5
158,-44206180.432306975,77812039.65474388,652517.0
159,-42360771.8487685,78092159.65794593,652180.5
160,-40468461.13465148,78610698.26538771,651881.0
161,-38971644.22449425,78487498.48681086,651696.0
162,-35886665.45623684,77584140.196269,651806.0
163,-35660596.43385732,76059132.87101606,651766.5
164,-33276273.46901232,74603163.14019334,652080.5
165,-30345107.091363847,73347109.96828431,652056.5
166,-32599145.137846947,72014525.61441138,651879.5
167,-32297464.330955386,71220697.34123209,652083.0
168,-37001586.03263855,74124712.43137956,651876.0
169,-36869305.5249224,74722478.16875163,651259.5
170,-23125273.22117099,54977572.32300493,650675.0
171,-25276800.871187627,54915808.21383557,650688.0
172,-27638867.20036596,54070598.62164867,650850.5
173,-26698094.63915038,54110738.50737342,650938.0
174,-26171097.537897497,55680389.96167475,650821.5
175,-26124092.958627373,56146729.542085946,650205.0
176,-27523799.90819651,57797454.594242096,650119.5
177,-25809906.294876426,53845383.186226934,650147.0
178,-24236743.948425204,54150900.337207854,650067.5
179,-24376695.77979529,53757981.909237176,650353.5
180,-23978370.852113694,53482944.520315856,649988.0
181,-24585836.433927953,52021386.64760834,649935.5
182,-25650241.47768864,52737760.527750015,649900.5
183,-28108785.968508452,52874397.13784754,650274.0
184,-29880649.29374084,61374710.44247952,650293.5
185,-31211868.11137569,61592251.417215884,650189.5
186,-31567763.988201648,63540166.45743877,649800.0
187,-32512675.60821265,62942566.567560434,649859.5
188,-30114936.491565824,62657040.3803654,649803.5
189,-31009969.007330596,62596242.45982951,649803.5
190,-30887631.954054117,63197767.22835237,649832.5
191,-41207775.60117385,72665250.9079392,650170.0
192,-41316405.01188624,71837899.98808175,650004.5
193,-41172582.10471535,68768756.41977298,650184.5
194,-42222130.82639602,69659664.04005581,650205.0
195,-41732771.08786577,71764296.01121655,650523.0
