真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
30.0,30.007567814126965,3.0,2.9994536252976625,966,0.007567814126964834,0.0005463747023375376,0.0,1.0
