反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,-568768381.1455299,-1865424552.1334298,793264.0
1,-558735220.9164171,-1883169090.6237123,793977.0
2,-573509062.1685524,-1852368587.3208027,795271.5
3,-551755680.541414,-1862393594.0928206,795999.5
4,-561560283.9936852,-1852994377.3357656,796076.0
5,-556299068.5830736,-1897224869.0938275,796440.0
6,-562180470.278738,-1905036824.252394,793577.5
7,-566268696.3630334,-1904015869.7887325,794667.0
8,-564267049.6954348,-1905852005.8115084,792037.0
9,-578590109.3345562,-1899229230.2281,791203.5
10,-585363238.8461051,-1899079905.8603926,792167.5
11,-584593999.1275901,-1906118112.26718,791006.5
12,-587944939.2043082,-1932141900.425953,788749.0
13,-602041630.616368,-1920991671.0404644,783712.5
14,-597895800.9541471,-1906352109.3589764,783460.0
15,-598312454.2327526,-1902146911.8512096,781593.5
16,-587176361.3877921,-1911582175.9416223,780138.5
17,-573606307.8192487,-1914048135.9624786,774144.0
18,-583733503.6104457,-1895947552.1015494,774138.0
19,-610252925.4267855,-1876007344.0183432,768188.0
20,-609223488.0847204,-1880845135.5657363,765177.0
21,-583312669.506645,-1914431419.805779,762456.0
22,-563069074.6931314,-1888577192.8371353,757558.5
23,-559313754.9556798,-1889382094.2632267,753205.0
24,-545605359.4190574,-1893150716.1692426,749214.0
25,-529420161.9163445,-1892582284.9271119,743524.0
26,-505811771.39843893,-1901431109.8015924,738684.0
27,-489136920.46639967,-1901217803.2084737,737781.0
28,-474850836.9528489,-1905534949.116846,736539.5
29,-484168552.50430363,-1886058262.6960266,734695.0
30,-456534901.3402518,-1890518219.3481457,734541.5
31,-458708710.7955172,-1871789371.5780096,733330.5
32,-437829979.51411223,-1883941872.1874328,732741.0
33,-427192296.6048196,-1884834748.5818007,734450.5
34,-423415683.93656373,-1883865325.869582,730544.0
35,-440973987.7344136,-1862762160.966241,729375.0
36,-424158089.0116713,-1846630766.028561,725229.5
37,-432702088.1998489,-1868034974.2726011,724448.0
38,-435258703.5297548,-1889140105.117004,721965.5
39,-391855045.2260238,-1896703243.7396827,722181.0
40,-395941372.3442121,-1877956317.7219636,717435.0
41,-393418154.7744091,-1883126701.512128,713752.5
42,-418846566.8480933,-1874972654.8440094,709639.5
43,-429165410.85834,-1869811491.7124543,707264.0
44,-431392894.5333413,-1858287328.4681184,702871.5
45,-426894144.6311397,-1827825253.0430954,699282.0
46,-434907467.7103592,-1795048151.350633,695154.0
47,-439122437.57540905,-1761322133.0536566,691814.5
48,-427951507.3989948,-1753255201.3835485,688354.0
49,-423354065.3818768,-1737775052.6395712,685199.0
50,-419143756.4776717,-1717250004.8890164,685716.0
51,-405609943.11394024,-1694538467.3392956,686009.0
