真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
60.0,31.984391021704795,1.5,2.582370606827453,999,28.015608978295205,1.0823706068274528,0.0,1.0
