反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,-53763168.0,-1684807836.0,877292.0
1,-53303112.54862387,-1684824586.175033,877292.0
2,-52843058.76605664,-1684841129.430961,877292.0
3,-52383006.64627646,-1684857467.1704495,877292.0
4,-51922956.1832896,-1684873600.7861335,877292.0
5,-51462907.37112984,-1684889531.6606956,877292.0
6,-71193748.35493894,-1641521413.8618646,876809.0
7,-29933189.594371144,-1628035582.6666875,879274.0
8,-33325419.403948203,-1660606742.9686766,879549.5
9,-38359216.50730163,-1667157895.6360502,881373.0
10,-36975555.55201019,-1665203333.437754,880556.5
11,-35885550.57141114,-1654394841.9228203,879850.5
12,-37293390.27719562,-1668254922.86415,881035.0
13,-34104859.19991843,-1670331340.0407243,882064.5
14,-32738135.93728119,-1665852922.5564048,882867.0
15,-32835556.687849514,-1664946190.3936677,880457.5
16,-32871668.016556323,-1658445928.2409205,881432.0
17,-32104072.074549414,-1654604758.4381351,883048.5
18,-24166888.073495567,-1643278100.5994859,883319.5
19,-34718116.203091264,-1614334398.1525016,883411.0
20,-25076257.353135467,-1617211384.2691536,884258.5
21,-24234735.29309629,-1623511224.125671,882434.0
22,-22662811.21857777,-1631878873.502061,881040.5
23,-21310740.418213952,-1637951769.335988,882193.0
24,-25881241.505888388,-1618708092.4935815,880592.0
25,-32939510.837219518,-1615279960.8479385,879079.5
26,-27212084.712401353,-1610015042.206634,879917.0
27,-22545263.16775317,-1611684040.376429,879531.0
28,-22926119.52415241,-1611613931.019599,880154.5
29,-28556160.957189325,-1623076914.3379812,879358.5
30,-30136330.106300656,-1633438361.9986682,878343.5
31,-27000580.062835887,-1630076385.0680213,874668.0
32,-26496264.771669902,-1618337812.0263402,876679.5
33,-27585548.404310074,-1614403271.7528741,875372.0
34,-23594863.293478843,-1614487737.6067843,878463.5
35,-21207356.54429172,-1627389569.0999975,880080.0
36,-22261255.965309523,-1619970360.2576613,879243.5
37,-26214822.640474476,-1613124925.8933206,879703.5
38,-27831772.04915178,-1618449151.4538484,881078.5
39,-21326228.04877311,-1601390494.9426746,883271.0
40,-21197475.82219889,-1593467706.6573925,882288.5
41,-27608043.778582476,-1611251523.8559074,884599.0
42,-29353564.98151654,-1623103589.0218897,884486.5
43,-31197604.084242072,-1621269622.4509888,885161.5
44,-27889165.848874785,-1629647021.1959727,887309.5
45,-30069288.99582258,-1627948324.955669,886007.0
46,-30740222.86152162,-1627814517.7633238,885629.0
47,-23217268.47591562,-1634292270.5656528,887140.0
48,-26811345.57849931,-1644945475.9369857,886650.0
49,-23931823.99140148,-1646179917.131538,885245.0
50,-24343042.399112195,-1652228494.0683334,884152.0
51,-31359535.480777092,-1649864741.9017625,882755.5
52,-22357460.714179285,-1619071336.046689,883477.5
53,-29179745.791913517,-1594572804.4401999,882319.5
54,-32440313.47561323,-1575379061.8337536,887140.5
55,-34201644.27504663,-1574459981.90274,886159.5
56,-32261860.867064867,-1562019533.5895424,887267.5
57,-32070597.8434019,-1564200967.792079,887641.0
58,-29748309.1999747,-1564027711.450906,889736.0
59,-28948214.583188087,-1569946289.998126,891449.0
60,-33577937.400706165,-1558498981.5017881,891054.0
61,-32263718.015891142,-1557776264.1036496,889132.0
62,-33856741.59397699,-1560805509.7413874,889464.0
63,-37825230.17510413,-1555687948.9869864,889004.5
64,-38426330.316798404,-1551077781.814179,888413.5
65,-35392395.349518724,-1549881240.3127909,888685.0
66,-35310803.26559809,-1548473991.7037735,887033.0
67,-37102288.15575378,-1567152402.8765123,885512.0
68,-28706101.448771704,-1564078093.4007053,888639.0
69,-27785467.363455646,-1562621629.2962012,888227.0
70,-30628114.502050757,-1561001868.1490626,887875.5
71,-29416089.74917473,-1532098696.7156425,887408.0
72,-32432310.49599675,-1531009583.0567782,885639.0
73,-32611170.24240142,-1532844144.8399353,884828.5
74,-37455993.97435291,-1532373577.0641143,882971.0
75,-40034872.27012481,-1541938322.959416,884734.5
76,-37398102.41164757,-1552792390.648603,884398.5
77,-37862047.689816505,-1556800999.4991803,883376.0
78,-43678532.43827465,-1555277051.9701118,883364.5
79,-39756276.51886025,-1549549045.966022,883280.0
80,-28798044.29277411,-1559541718.2849627,881983.5
81,-27139256.652092874,-1565661694.8845563,881307.5
82,-21416602.584839433,-1561002460.2408352,880791.0
83,-13406235.209006265,-1543457833.4650588,882090.5
84,-8475413.81851682,-1542897096.7643151,882890.0
85,-3036357.824415043,-1527971766.2281783,882753.0
86,-15829124.843763351,-1502001822.0848193,882420.5
87,-12301512.397117764,-1517320299.9209788,884381.0
88,-11488873.105791733,-1516791980.193973,883145.5
89,-3097625.4057427943,-1517249700.7914057,883458.0
90,-2367620.1441690326,-1524587564.7911677,884105.0
91,-3500440.9446008503,-1522122895.11341,881893.0
92,-7834145.213243246,-1512051537.32585,881611.5
93,-5027131.309569806,-1509267040.5711284,882103.5
