反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,2302582711.59166,-365953613.2372438,795496.5
1,2294310193.2860494,-363918530.4353417,794467.0
2,2276200093.422256,-347980910.79297334,795985.0
3,2285797927.461133,-346028877.82034755,797687.5
4,2262258814.5957255,-333048313.597584,797679.5
5,2236920785.8089304,-329817557.7681047,799342.5
6,2213527114.236761,-318641741.0926405,799489.5
7,2215940530.919182,-332632953.98063743,797041.0
8,2206839104.21986,-327620813.80796707,795000.0
9,2189565945.9713087,-319147233.55658686,790374.0
10,2211141131.8540072,-327434945.6255207,792537.5
11,2212850737.055683,-326376408.0863725,792899.5
12,2197635907.862265,-324340415.2341703,789962.0
13,2220850072.9960027,-315196113.3228552,783962.0
14,2217235012.618162,-318821467.7994038,785304.0
15,2188494414.4487524,-316254766.9312378,783100.0
16,2206033951.2990723,-316303583.2376168,783980.5
17,2234737963.9928675,-334133779.46844864,782387.0
18,2242133414.7878942,-341550579.72326416,775532.0
19,2234375361.409207,-335509099.83707964,774080.0
20,2220536072.294031,-321067738.84444165,768096.0
21,2193801430.2089477,-318681080.7678923,762349.5
22,2173745718.700206,-329046975.113818,757172.0
23,2102041732.1773634,-289385806.7031955,753761.0
24,2075306977.9362586,-260264194.7938635,750212.5
25,2077589700.718549,-276381819.4313835,747235.0
26,2115661987.6754055,-327513798.5518144,745530.0
27,2101269716.513008,-329671053.2533171,743750.0
28,2092740392.538983,-324990637.0898813,745475.5
29,2090633841.6533852,-354574895.7218408,743001.0
30,2036238257.671521,-335874508.50039935,741782.0
31,2030137770.0028286,-342889665.8806015,741335.5
32,1926558587.1066036,-281803566.68305576,745893.0
33,2004818041.691311,-342853738.4332302,732386.5
34,1983989059.6081097,-335765576.63438356,731966.5
35,1979791753.7270823,-338184879.29377913,732561.0
36,1957334550.250532,-335361569.5896686,729698.0
37,1969647045.6161547,-333868556.6429101,726290.5
38,1962156548.5600452,-332346656.4603906,728343.5
39,1935616043.862585,-329288655.66603476,728229.0
40,1961837497.7974882,-361284116.64645815,722495.5
41,1926910729.9663181,-368788045.7756965,717527.5
42,1950229209.6226897,-386357712.30665374,711055.0
43,1948887359.6064017,-399609867.3936302,710621.5
44,1951927119.205517,-397574943.4250415,706112.5
45,1965122260.9963863,-414172115.61399955,703438.5
46,1965010747.5076442,-431524952.8074797,705349.5
47,1943883118.8431768,-427635790.80685204,704838.0
48,1929916704.427089,-435699039.6526805,705885.5
49,1943947841.0883799,-478164655.46256614,702606.5
50,1943651642.2954736,-495843819.13125926,702726.0
51,1943503358.920065,-496550610.3708418,704159.0
52,1972785079.3700795,-514544253.1290723,700128.0
53,1989974315.8006945,-560283649.6979867,697741.5
54,1957912539.5388806,-563820744.564589,697276.0
55,1971398097.6234753,-584410744.8838953,696034.0
56,1988091531.5363533,-614103218.8438008,695145.5
57,2004920944.3699872,-640149487.2032573,695735.5
58,2016794397.5982313,-663106119.3444006,692718.5
59,2046662733.9839988,-716166944.0184083,689703.0
60,2032806148.975427,-737463838.7031736,683978.0
61,2026773158.1394632,-754351410.3389547,683249.5
62,2046477537.1456435,-765270292.5132663,678310.0
63,2063621508.686745,-776376394.8515933,678025.0
64,2075709104.4582238,-807166590.0178174,674947.0
65,2073419740.6155953,-822093733.3629339,673497.5
66,2067075162.9561322,-830667516.706434,672026.5
67,2100186801.7289507,-844446753.8933766,670455.5
68,2104613644.735583,-859680812.9847925,670020.0
69,2120961416.922307,-885049713.2483314,663201.5
70,2120522714.57826,-886245180.6851609,664594.5
71,2140752669.3338318,-887649838.2780247,665488.0
72,2140989225.8339984,-887294979.3807132,666600.5
73,2132952837.6792312,-900340185.0367731,666317.0
74,2149059691.003101,-933611722.5173109,662260.5
75,2126210052.909687,-896163604.8096323,665519.0
76,2129655996.7714474,-914201140.1880187,664575.5
77,2148330564.9255247,-938330443.225321,662086.5
78,2167608484.395891,-951287357.7328678,658608.5
79,2170868976.3465805,-952336836.1210756,654654.0
80,2222578153.166563,-997609296.946356,653217.0
81,2227652849.665849,-1020627455.0992955,648492.5
82,2207936190.08902,-1030146982.2662838,649848.5
83,2239748737.741415,-1079099231.867661,645819.0
84,2219309800.5480466,-1097814933.3795526,642367.0
85,2245472601.664938,-1119827685.8510065,640241.0
86,2228820381.248328,-1133446838.10229,643324.0
87,2225859043.0212436,-1151770728.185659,641509.5
88,2227589109.7939043,-1162943825.9124963,638557.5
89,2236810833.139545,-1186983620.164175,636308.5
90,2218217746.6575437,-1183183306.8228953,631963.5
91,2223092340.4047513,-1227398882.2298315,624793.5
92,2232170547.0152464,-1271193518.7863672,622625.0
93,2209485518.541525,-1284021742.2133555,622614.5
94,2192873545.389134,-1308399127.4976645,620222.5
95,2191417832.1959686,-1319733819.2975955,616883.5
96,2197169240.940235,-1376052041.3970404,613200.5
97,2194875144.790949,-1413230002.546833,613862.5
98,2231788153.1506596,-1448997942.5782306,611113.5
99,2208364550.3676805,-1451017441.2709112,609147.0
100,2174923310.7704935,-1431732397.3711977,608193.0
101,2175302652.0651836,-1472756188.3574908,605074.0
102,2165259854.484028,-1522420107.2420313,603946.0
103,2141886324.5633464,-1522357424.6303594,604469.0
104,2147650856.9270096,-1572325569.5344057,602015.5
105,2133679509.3104477,-1596987071.3638678,601824.5
106,2154305296.32314,-1630785307.7174287,601638.0
107,2133629252.0030036,-1669889478.6047914,601353.0
108,2135718084.8289783,-1692627751.0826206,597269.5
109,2099186505.73207,-1687668619.0344255,593128.5
110,2096824032.2296185,-1745720138.2268944,592644.0
111,2073128159.713095,-1767970276.2610543,590789.0
112,2056909718.0229983,-1802933642.5073814,588093.5
113,2017028882.97253,-1793308615.3137634,589276.0
114,2013042014.7951272,-1799538434.9099336,588883.5
115,2002516130.7365277,-1835320898.5185137,587092.0
116,1988965384.6866586,-1852719421.3672504,583637.0
117,1951857967.7481375,-1867420807.0440876,582099.0
118,1934350319.9892159,-1856967081.025203,579654.5
119,1908578498.2587695,-1850253225.1332755,577907.5
120,1906728814.4718266,-1879914431.2207127,575498.5
121,1913042272.371258,-1898847289.344919,574269.0
122,1897775466.2622724,-1896406005.4755359,574073.5
123,1883749394.8384516,-1917176526.6900868,573901.5
124,1847538256.138289,-1921515187.5390153,571549.5
125,1826343217.3771915,-1933638515.293112,569826.0
126,1809006642.8717706,-1921732186.348422,569239.0
127,1802268506.0089688,-1923888296.389911,565435.0
128,1806190753.4044359,-1960789827.0281365,563508.0
129,1839087750.4704108,-2010085286.739307,562127.0
130,1793163272.2356408,-1995829399.8903913,561513.0
131,1766557977.7632234,-1957531426.6035016,561574.5
132,1775115935.2137787,-2003566978.6195054,562027.5
133,1769457109.8024805,-2007206645.859816,559883.0
134,1763482995.211059,-2005797222.3010807,557831.5
135,1693062144.56245,-2002131667.2740195,554544.5
136,1705166061.3051677,-2029881815.0879035,553632.5
137,1704984389.406193,-2059503069.9074159,551268.5
138,1697842841.0565975,-2084276319.9962277,550937.5
139,1680768699.8404717,-2096520467.5538871,548862.0
140,1681550411.12432,-2076977868.336886,545069.5
141,1679643346.0637062,-2084120299.0232038,543615.0
142,1628066082.3669543,-2019452935.789417,538782.5
143,1621566944.2608292,-2042820990.4256926,537771.0
144,1627493403.3203213,-2056903712.4508443,537328.5
145,1628222193.5944352,-2075302051.3659976,532688.0
146,1639948635.7541802,-2096509868.1158175,529821.5
147,1657295256.5618048,-2127896157.2415135,526988.5
148,1646243744.0131667,-2132086391.808251,523287.0
149,1617753948.1876855,-2108170822.3952549,520803.5
150,1590956180.3308387,-2117627595.2614908,518589.0
151,1583517143.9136949,-2117954301.736946,516437.5
152,1553281767.747611,-2124939309.612017,514168.0
153,1573685770.92132,-2143101477.2373085,511603.5
154,1542834564.0684054,-2134009311.4810493,510101.5
155,1551883557.684153,-2161290834.7802186,506708.5
156,1540228290.6998196,-2174054374.437728,502513.0
157,1543994347.8493948,-2160265888.861762,498002.0
158,1537720770.226121,-2147141336.8924398,495625.5
159,1530845840.132009,-2145660273.9382563,491508.0
160,1538183754.8843632,-2169638629.150697,488847.5
161,1545239213.43478,-2195963820.308822,486499.5
162,1533632565.7890794,-2183661526.5341196,484027.0
163,1550035523.548007,-2209871606.346587,481692.5
164,1559150269.7958632,-2244373191.389754,477976.5
165,1553853831.7885847,-2247010334.3130755,475306.5
166,1537272026.9710162,-2238372865.9550424,470039.5
167,1522872049.0815318,-2232985618.413326,466941.5
168,1511034932.689818,-2210181748.17719,462830.5
169,1489157541.1354845,-2219497092.872568,459515.5
170,1502992758.202696,-2231435723.788374,453923.0
171,1498816559.1643064,-2238905382.5969677,449681.5
172,1494386086.75002,-2240649234.8511944,446984.0
173,1421956189.8219223,-2193298703.3066864,442618.0
174,1403216054.0282624,-2179249015.413912,439298.5
175,1428091240.6157022,-2213398447.1010065,435610.5
176,1459051212.1673584,-2211911590.3945427,430605.5
177,1483380618.1953735,-2253490984.1950274,426217.5
178,1465659433.494693,-2283810599.4873667,420586.0
179,1510019825.106353,-2325442332.439749,417030.0
180,1522587418.726743,-2326457667.1687093,410417.0
181,1589920736.3026674,-2367144223.0851474,404282.0
182,1620200167.420705,-2402030967.6844444,399193.0
183,1689864096.3609693,-2454343932.315914,394496.0
184,1645926834.989683,-2411358510.2979226,385910.5
185,1607341301.857542,-2381303332.388379,380236.5
186,1625052687.5678067,-2380823366.301598,373036.0
187,1653197357.9490085,-2390684502.9318,366652.5
188,1653839719.9628685,-2385927460.793042,359800.0
189,1647637525.9926958,-2368698731.9532022,353920.5
190,1665139528.8322985,-2338747056.343047,347876.5
191,1651284683.7631733,-2329817128.0987678,340840.0
192,1642416042.1448596,-2340245302.457634,333002.0
193,1596929334.6898508,-2308585403.300827,323431.0
194,1594031057.697622,-2270933985.1082706,314184.5
195,1564512318.6577659,-2233530476.5973654,304505.5
196,1605954437.8001873,-2254739680.554205,295644.5
197,1554849575.943273,-2231048759.1011944,284941.0
198,1598661481.2231524,-2274247438.5269356,274330.5
199,1536083575.960423,-2255314741.2332892,263527.0
200,1495899645.9855578,-2233043311.8079324,251642.5
201,1483987539.3999705,-2214544232.8499246,239062.0
202,1474442441.8628538,-2149471198.1699085,226209.5
203,1470145168.6002183,-2114061631.139876,214006.5
204,1400677531.2500937,-2025997278.057963,201680.0
205,1314373892.4452066,-1937378248.4642549,189196.0
206,1218821445.9502728,-1818648584.1494455,175861.0
207,1150350907.3259802,-1729109029.0358474,163120.5
208,1075693871.4654179,-1614232881.2635431,150973.0
209,986967148.9812365,-1526105318.9409087,140165.0
210,874329980.62477,-1392430805.1771846,127967.0
211,832349113.9459016,-1270361702.6135144,116617.0
212,740620831.0638616,-1174483914.6342947,107159.5
213,733417158.2897782,-1103483287.392963,96406.0
214,678863616.3627175,-996025684.4504772,87799.0
215,644902048.855262,-923249030.2562261,81154.5
216,569785545.6786277,-822447253.5681192,74510.5
217,536512334.1267307,-798919480.3068836,67918.0
218,515715409.6788423,-741062031.6282278,61183.5
219,477934628.6796707,-713324492.920968,55688.0
220,411441360.1942461,-633193822.6938123,50505.5
221,354005570.4189551,-555659019.1871386,44212.5
222,336013414.0698311,-497010181.9455828,38567.0
223,311459950.64402425,-457942191.50976604,35118.0
224,246637756.85546735,-409133086.21845454,31583.5
225,209311813.79512987,-341962030.7806019,28231.0
226,165037433.7693372,-285298451.1976131,25849.0
227,150663403.6132105,-264788526.87879357,23001.5
228,136459040.99564734,-208690294.03665662,20265.5
229,136197956.41239733,-201471426.35409373,18850.0
230,120644974.43036169,-186858369.8212413,17084.5
231,102275379.38901404,-141288064.16352615,14943.0
232,96473725.02541581,-138178270.47611326,14179.0
233,97059322.3252435,-134181694.0624909,13127.0
234,87353732.15772805,-130545240.0020433,12284.5
235,79013571.98668872,-127041649.49982665,11009.5
236,19362305.216058645,-67546551.9267721,9274.0
237,36912950.528906904,-58679442.74172473,8197.5
238,38329346.84050598,-56296876.331799835,7713.5
239,24649026.795292147,-47105057.76083134,7429.5
240,31857857.404409938,-46295140.32471813,6644.0
241,36347497.39902614,-44772585.36603764,6360.5
242,20981016.947671317,-32089175.045613196,6227.5
243,12293994.382766636,-19790832.152898725,5901.0
244,12995037.677850313,-19746696.399759404,5865.5
245,15064753.606964232,-18501610.20957838,5665.5
246,14308682.303919818,-18677136.31744214,5691.0
247,13226794.860415125,-19018226.071630243,5610.5
248,9542472.164844666,-17901877.59834986,5523.0
249,7506369.8020852925,-15969626.178245733,5183.0
250,7098575.060597696,-15384930.036122043,5134.0
251,6655019.55642988,-14250197.369409464,5104.0
252,16939856.071073763,-11305274.473877717,4542.0
253,7830863.88110077,-13548764.211549282,4637.0
254,7910391.432787208,-13805629.361986574,4446.5
255,8157383.922711756,-13423613.32436504,4444.0
256,10896217.90099441,-13493823.538693644,4226.5
257,10896250.965339186,-13493843.649453852,4226.5
258,10895324.313795097,-13496427.224862328,4221.5
259,10669420.885452475,-13582473.29976677,4196.0
260,9260363.943879161,-12519450.225295313,4163.0
261,6501644.584766699,-12603381.819066655,4069.0
262,6693321.563413354,-11435343.547368154,3961.0
