真値 角度(deg),推定 角度(deg),真値 スケール,推定 スケール,反復回数,角度誤差,スケール誤差,初期値 角度,初期値 スケール
180.0,-8.656201511427538,1.5,2.0677947366368103,999,188.65620151142753,0.5677947366368103,0.0,1.0
