反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,40321044.0,-2160188358.0,841892.0
1,40345414.71683566,-2160189118.837345,841892.0
2,40369785.64672684,-2160189876.4511647,841892.0
3,40394156.788643256,-2160190630.8607492,841892.0
4,40418528.1415608,-2160191382.085242,841892.0
5,59253304.44967933,-2145023006.1204467,838997.0
6,57966522.082503624,-2085044082.425899,840471.0
7,66870171.977027565,-2069946190.7461777,837586.5
8,58603521.90475939,-2078415115.4673872,836676.5
9,59864606.14241028,-2082170444.8987532,840369.0
10,61984454.27828221,-2081339868.4124675,840879.0
11,54627452.429994315,-2077480514.978569,839540.0
12,52136685.720081076,-2059864403.862877,837002.0
13,45672746.78594786,-2076747714.1183383,833523.5
14,45119525.325349286,-2049821971.4178205,834217.0
15,57837243.39420164,-2058055167.4498622,837735.5
16,71184841.21137005,-2092230605.5550678,836074.0
17,62453431.7141133,-2058274285.578074,835122.5
18,68112663.78018223,-2048941522.2755923,834990.5
19,70220245.25320724,-2053702726.6112294,834997.5
20,67253280.07336238,-2048171927.3179991,837395.5
21,67590893.69709167,-2046038174.2630072,836929.5
22,66288932.81263454,-2046849006.418087,835558.0
23,65184479.03905183,-2038236002.7735758,834819.5
24,59056740.91851044,-2008756329.5446653,834522.5
25,68222918.99037132,-1987939290.8252482,836465.5
26,73074936.48911566,-1996535828.30805,835518.0
27,54034253.57979356,-1981443556.5896754,836748.5
28,64464272.990925066,-1971236533.134434,836776.5
29,64294180.15926002,-1939685677.4621406,840023.0
30,70475500.01799862,-1933002934.3952374,842605.5
31,62534678.59428457,-1933801558.1216335,842893.0
32,59681287.12803647,-1925376956.1802218,840968.0
33,54267977.3229796,-1925839470.9181583,841121.0
34,58295876.95387192,-1903549076.6127987,841593.0
35,71282424.78785577,-1867376586.19208,842452.5
36,68575871.83047754,-1846006249.1240342,845220.0
37,71548861.37472522,-1841690583.044141,841804.5
38,61592484.80167613,-1808914361.1942973,842330.0
39,68405276.37020361,-1810984351.425414,844102.0
40,77866778.44209415,-1770068218.1731389,844865.0
41,61812113.18962461,-1770403376.2496343,845027.0
42,62182461.616788566,-1785168012.114544,845368.5
43,63168231.933687486,-1775053109.3759017,846032.0
44,59760614.17061309,-1763992925.9727883,845650.5
45,59215876.00361671,-1754284217.3200808,846634.5
46,65716697.15551105,-1734156845.0669017,847797.0
47,71283886.36665551,-1768124954.411564,845767.5
48,60735819.68757738,-1738259895.690853,846661.5
49,61390104.13438904,-1730149951.09803,846791.0
50,64000903.63520545,-1688482370.2497098,846641.5
51,71373148.75793344,-1709677748.715045,846437.5
52,69549979.13968644,-1717687223.6253312,843065.0
53,74317366.78715333,-1701603461.8266501,841659.5
54,76605839.29119675,-1680850476.721147,840548.5
55,65224092.793381765,-1651009556.5441937,840112.5
56,58487628.71897139,-1660652051.1550817,839431.5
57,65403082.78506149,-1648443698.2502406,838369.0
58,63965064.58610812,-1649530866.3011336,839854.5
59,76768601.45624048,-1660923304.851049,837714.0
60,78371691.48951337,-1665135513.4626124,840042.0
61,73627240.66714358,-1651226699.585351,841477.0
62,78510386.24209465,-1633087572.2560308,839982.0
63,85285600.52754788,-1635475661.2208996,840038.0
64,85438120.34261668,-1631770661.692668,842782.5
65,87097306.22356269,-1637972908.4859073,841111.0
66,72486061.5911668,-1637095340.5226653,839037.0
67,76442221.43925479,-1627755732.7485805,837446.5
68,75073759.88317549,-1614917546.7586982,840140.5
69,77890349.07806017,-1651077316.952533,842234.5
70,74524606.86660704,-1642312423.64156,841752.5
71,83251338.70859882,-1633391992.198912,841753.0
72,80931855.9504144,-1632475776.7809792,838471.5
73,84966508.54194152,-1630430743.0821562,838370.0
74,80377018.76332523,-1613173663.1501555,836899.0
75,71726136.24015635,-1611907683.895749,837407.5
76,72502252.65907991,-1612847048.8930204,836863.5
77,62011598.12493949,-1609808387.9505098,837661.5
78,55693415.82223084,-1607352986.7121806,839296.0
79,62321625.189581566,-1602735564.302596,837727.5
80,60423962.37041132,-1601481003.649002,836296.5
81,55520836.2453861,-1598622766.4699779,834479.5
82,57799225.56481343,-1606287176.4593878,834655.5
83,55762986.327515416,-1591791308.1092973,832984.0
84,58905050.25158051,-1573651821.9484234,831654.5
85,55409667.917107314,-1579652525.735921,831572.0
86,59492433.46201679,-1595420766.7147033,831936.5
87,65408136.915623665,-1585039409.5967386,828896.0
88,59727390.81810648,-1572308805.807201,828751.5
89,62111175.568361044,-1575974909.3495202,829973.5
90,64392852.11772029,-1568240789.8718789,830947.5
91,60468152.84579963,-1558949598.963423,832465.0
92,52396751.848472446,-1543448000.3995433,836095.0
93,58150024.575834736,-1543205179.9246392,837565.5
94,52846824.74517552,-1547467036.1851625,837710.5
95,53144462.0192067,-1549314046.1722424,834344.0
96,53824534.51891325,-1547561818.5112834,832252.5
97,52527001.905399844,-1531676202.63388,832709.5
98,50263526.92875667,-1530377881.2150202,833579.5
99,49731874.43582491,-1518680962.423688,834423.5
100,37956461.419090435,-1505878491.5331879,834773.0
101,26750397.0184668,-1493271981.404267,836061.0
102,28349125.395034775,-1492175940.7330875,834648.0
103,21659441.723920584,-1494113680.1284118,832523.0
104,22812063.827129126,-1496702626.3028297,832717.0
105,25077136.738177873,-1508501309.0134783,833039.0
106,33965244.00791668,-1508896806.8106818,833862.5
107,38479781.9599607,-1507879061.664155,834278.0
108,40202800.884300955,-1510351856.4793475,835409.5
109,47230257.39699967,-1511656258.6317093,835180.5
110,46480580.849188104,-1502075117.545612,836793.5
111,50219743.14863112,-1500510360.6946096,836789.0
112,46144953.46884356,-1483699301.396378,836661.5
113,44383775.96621017,-1486599525.2582002,837315.5
114,54877137.155971505,-1489802980.4188576,838554.5
115,52830737.25819187,-1469153838.6838388,838868.0
116,53662497.508617766,-1473533517.7795932,836573.5
117,47560343.13858239,-1465922843.1275668,836247.5
118,42026824.30209913,-1464104346.702314,836761.5
119,42773267.02257841,-1477077987.0539079,835727.0
120,33762456.80514525,-1468533931.9403918,836153.5
121,34557557.17004503,-1468367487.656662,836127.0
122,37093531.02448415,-1475158885.582112,835758.5
123,32951186.211531825,-1468901709.6371047,835331.5
124,33504515.214283295,-1467626179.4003856,835223.5
125,29353838.989027336,-1470430771.9676514,835896.0
126,40339893.75593338,-1463447685.2897744,836027.0
127,33818243.55716464,-1454118000.016108,834308.0
128,32977234.21646394,-1449008712.2062683,832542.0
129,38894695.578416765,-1451990335.8852568,835223.5
130,42116777.23733647,-1437754020.7297692,836201.5
131,42974781.56112027,-1437160554.2885916,836810.5
132,44375321.30798796,-1433261929.488378,836961.5
133,41671285.47676429,-1404678690.9661098,836683.0
134,52066340.05931939,-1393637987.786046,837326.0
135,54235454.0781143,-1385398096.3591363,836838.0
136,43718659.56580135,-1385457894.1000886,835918.5
137,46223484.1338707,-1382311874.6365156,836503.5
138,43692591.537737116,-1389277568.691577,834976.0
139,41841021.13192591,-1387215147.515056,833800.5
140,35816758.19193875,-1405216912.4980557,833347.5
141,30423903.08980795,-1409735814.0727434,833908.5
142,31576377.47948226,-1405175593.0989428,833799.5
143,33166128.32346735,-1404389341.4624975,834218.5
144,29737445.738305904,-1418278019.436348,833648.0
145,33480656.44129882,-1416629475.0562873,832579.5
146,37939136.692077324,-1418384780.310646,831859.5
147,30061709.49499817,-1403016579.0588694,833333.0
