反復回数,∂J/∂θ,∂J/∂s,目的関数J
0,-28593190.0,-1553482324.0,897715.0
1,-28303087.681790717,-1553488237.123788,897715.0
2,-28012986.236097928,-1553494069.5038266,897715.0
3,-27722885.65994975,-1553499821.65494,897715.0
4,-27432785.950387605,-1553505494.0885077,897715.0
5,-27142687.104466144,-1553511087.3124866,897715.0
6,-24833721.91689849,-1542124325.8274894,896672.5
7,-24215890.836760726,-1532003974.762311,895458.5
8,-25217490.634655822,-1563412317.158463,895915.5
9,-15376994.409934565,-1580719376.6809127,898194.5
10,-14099112.447212972,-1581421634.179319,897727.0
11,-15229211.860184636,-1556374157.156465,900950.0
12,-14576030.50821469,-1562973106.2146134,903097.5
13,-12892091.738393672,-1558468466.00303,902104.5
14,-15149527.041893791,-1565509966.1244917,903604.5
15,-16738533.3207836,-1566061107.519588,905930.0
16,-18036997.544543494,-1564778707.9492476,907757.0
17,-16910143.447925963,-1552545477.9893656,909079.5
18,-14293703.788457192,-1537817602.9192896,908846.0
19,-24644727.343777716,-1564989905.8901086,909346.0
20,-21922091.264820125,-1532658571.7126222,909722.5
21,-15478993.790277008,-1525184815.8356037,911241.0
22,-9688977.066274423,-1540243812.166851,910344.0
23,1553019.3872636333,-1540275753.8178039,912250.5
24,3832316.831691023,-1539078499.4578676,912472.5
25,-500579.5004959777,-1548046804.5692797,910224.0
26,7496583.011297364,-1563631635.9855957,912277.0
27,6042396.360297538,-1567537868.184992,911735.5
28,4357732.020504881,-1561227460.9089644,912369.0
29,4994502.884659208,-1556154707.2311568,910970.5
30,10484824.38816746,-1522067736.0042295,912481.0
31,1313981.3003705516,-1512171538.1214633,913325.5
32,5350607.61849365,-1498895334.1627407,913946.0
33,-6328432.981557582,-1474126095.5210538,912012.5
34,-3996244.1038011685,-1468452210.5783324,912001.5
35,-9526751.2468143,-1471509658.9010396,911093.0
36,-11204995.394101929,-1475052966.3048997,910182.0
37,-15097846.21282858,-1483699555.2788486,910487.0
38,1196325.9462392665,-1476013803.1831594,911938.5
39,2591865.3264232315,-1480684761.984799,911284.5
40,3424610.8433680013,-1480478364.2079146,911438.0
41,3025778.988880649,-1476621594.724296,909554.5
42,3347170.6494227387,-1469984482.9645758,908774.5
43,10119094.45062419,-1436817339.8316765,908461.0
44,3828747.850097157,-1424009512.9435701,906718.0
45,10271668.5018408,-1437481100.7544346,908031.0
46,16995250.95364634,-1421601878.4607816,909815.0
47,15371271.68924303,-1390854985.1844044,907402.5
48,18235063.863620356,-1396629282.2965555,906973.5
49,21855650.735001802,-1392621590.9476838,907272.5
50,25966434.644868787,-1394450083.5276694,906426.5
51,21089972.668520123,-1387246656.528851,906625.5
52,19182785.170657314,-1382334802.3182757,906006.5
53,24382412.068688016,-1395860691.2743132,906233.0
54,36444944.33425302,-1363732848.0692048,907045.0
55,31413534.241647243,-1378630456.088478,904613.5
56,37946932.06705076,-1374898445.7994938,906258.5
57,45251361.45686848,-1383925379.2071667,907542.0
58,47273621.94807005,-1332767223.5786939,907460.5
59,52041117.88687664,-1289546212.980974,906842.0
60,53279505.994351104,-1270832795.7764502,906629.0
61,48343797.958145104,-1262138672.9051025,907529.0
62,52190488.908546336,-1252257664.9331636,905661.5
63,44804120.65971375,-1261135730.4946783,906540.5
64,42041477.935133494,-1259708425.8994136,906536.0
65,47396188.313328296,-1249294818.8462868,906076.0
66,54918615.598805115,-1243283134.5151072,905510.0
67,48837263.0567461,-1235861987.6628742,907972.0
68,54735557.82959327,-1242078492.7858863,907170.0
69,47857344.19007187,-1242185654.0354352,906904.0
70,51195568.06430565,-1242306113.2539983,907711.5
71,59070134.20301132,-1236038143.1205812,910452.5
